Ausschreibung,Preis
PRL_20_01_01_1,6.21
PRL_20_01_01_2,6.21
PRL_20_01_01_3,6.21
PRL_20_01_01_4,6.21
PRL_20_01_01_5,6.21
PRL_20_01_01_6,6.21
PRL_20_01_02_1,5.08
PRL_20_01_02_2,5.08
PRL_20_01_02_3,5.08
PRL_20_01_02_4,5.08
PRL_20_01_02_5,5.08
PRL_20_01_02_6,5.08
PRL_20_01_03_1,5.83
PRL_20_01_03_2,5.83
PRL_20_01_03_3,5.83
PRL_20_01_03_4,5.83
PRL_20_01_03_5,5.83
PRL_20_01_03_6,5.83
PRL_20_01_04_1,6.86
PRL_20_01_04_2,6.86
PRL_20_01_04_3,6.86
PRL_20_01_04_4,6.86
PRL_20_01_04_5,6.86
PRL_20_01_04_6,6.86
PRL_20_01_05_1,6.25
PRL_20_01_05_2,6.25
PRL_20_01_05_3,6.25
PRL_20_01_05_4,6.25
PRL_20_01_05_5,6.25
PRL_20_01_05_6,6.25
PRL_20_01_06_1,6.21
PRL_20_01_06_2,6.21
PRL_20_01_06_3,6.21
PRL_20_01_06_4,6.21
PRL_20_01_06_5,6.21
PRL_20_01_06_6,6.21
PRL_20_01_07_1,6.0
PRL_20_01_07_2,6.0
PRL_20_01_07_3,6.0
PRL_20_01_07_4,6.0
PRL_20_01_07_5,6.0
PRL_20_01_07_6,6.0
PRL_20_01_08_1,7.15
PRL_20_01_08_2,7.15
PRL_20_01_08_3,7.15
PRL_20_01_08_4,7.15
PRL_20_01_08_5,7.15
PRL_20_01_08_6,7.15
PRL_20_01_09_1,5.83
PRL_20_01_09_2,5.83
PRL_20_01_09_3,5.83
PRL_20_01_09_4,5.83
PRL_20_01_09_5,5.83
PRL_20_01_09_6,5.83
PRL_20_01_10_1,5.21
PRL_20_01_10_2,5.21
PRL_20_01_10_3,5.21
PRL_20_01_10_4,5.21
PRL_20_01_10_5,5.21
PRL_20_01_10_6,5.21
PRL_20_01_11_1,7.46
PRL_20_01_11_2,7.46
PRL_20_01_11_3,7.46
PRL_20_01_11_4,7.46
PRL_20_01_11_5,7.46
PRL_20_01_11_6,7.46
PRL_20_01_12_1,11.82
PRL_20_01_12_2,11.82
PRL_20_01_12_3,11.82
PRL_20_01_12_4,11.82
PRL_20_01_12_5,11.82
PRL_20_01_12_6,11.82
PRL_20_01_13_1,5.27
PRL_20_01_13_2,5.27
PRL_20_01_13_3,5.27
PRL_20_01_13_4,5.27
