Ausschreibung,Preis
PRL_23_01_16_3,9.62
PRL_23_01_16_4,10.0
PRL_23_01_16_5,10.5
PRL_23_01_16_6,11.16
PRL_23_01_17_1,19.85
PRL_23_01_17_2,22.38
PRL_23_01_17_3,7.71
PRL_23_01_17_4,7.79
PRL_23_01_17_5,13.5
PRL_23_01_17_6,8.62
PRL_23_01_18_1,23.91
PRL_23_01_18_2,24.9
PRL_23_01_18_3,10.5
PRL_23_01_18_4,7.9
PRL_23_01_18_5,10.36
PRL_23_01_18_6,18.32
PRL_23_01_19_1,21.75
PRL_23_01_19_2,26.58
PRL_23_01_19_3,9.0
PRL_23_01_19_4,9.04
PRL_23_01_19_5,12.59
PRL_23_01_19_6,9.46
PRL_23_01_20_1,17.05
PRL_23_01_20_2,22.69
PRL_23_01_20_3,18.7
PRL_23_01_20_4,8.82
PRL_23_01_20_5,13.9
PRL_23_01_20_6,11.6
PRL_23_01_21_1,12.92
PRL_23_01_21_2,20.81
PRL_23_01_21_3,10.2
PRL_23_01_21_4,6.98
PRL_23_01_21_5,5.0
PRL_23_01_21_6,10.0
PRL_23_01_22_1,12.0
PRL_23_01_22_2,18.38
PRL_23_01_22_3,10.81
PRL_23_01_22_4,9.93
PRL_23_01_22_5,9.25
PRL_23_01_22_6,10.0
PRL_23_01_23_1,14.47
PRL_23_01_23_2,17.22
PRL_23_01_23_3,14.0
PRL_23_01_23_4,8.6
PRL_23_01_23_5,15.72
PRL_23_01_23_6,10.22
PRL_23_01_24_1,13.75
PRL_23_01_24_2,15.83
PRL_23_01_24_3,14.15
PRL_23_01_24_4,9.02
PRL_23_01_24_5,15.26
PRL_23_01_24_6,11.43
PRL_23_01_25_1,11.76
PRL_23_01_25_2,16.15
PRL_23_01_25_3,19.92
PRL_23_01_25_4,15.92
PRL_23_01_25_5,22.6
PRL_23_01_25_6,10.6
PRL_23_01_26_1,10.49
PRL_23_01_26_2,13.9
PRL_23_01_26_3,14.18
PRL_23_01_26_4,8.52
PRL_23_01_26_5,13.53
PRL_23_01_26_6,10.6
PRL_23_01_27_1,10.39
PRL_23_01_27_2,13.4
PRL_23_01_27_3,11.25
PRL_23_01_27_4,5.86
PRL_23_01_27_5,11.5
PRL_23_01_27_6,10.25
PRL_23_01_28_1,9.0
PRL_23_01_28_2,10.72
PRL_23_01_28_3,6.0
PRL_23_01_28_4,5.0
PRL_23_01_28_5,6.0
PRL_23_01_29_1,17.1
PRL_23_01_29_2,18.71
PRL_23_01_29_3,13.9
PRL_23_01_29_4,13.18
PRL_23_01_29_5,10.86
PRL_23_01_29_6,16.12
PRL_23_01_30_1,22.91
PRL_23_01_30_2,24.75
PRL_23_01_30_3,11.25
PRL_23_01_30_4,11.54
PRL_23_01_30_5,13.78
PRL_23_01_30_6,14.49
PRL_23_01_31_1,25.0
PRL_23_01_31_2,25.8
PRL_23_01_31_3,12.0
PRL_23_01_31_4,13.9
PRL_23_01_31_5,11.46
PRL_23_01_31_6,18.55
PRL_23_02_01_1,29.42
PRL_23_02_01_2,33.28
PRL_23_02_01_3,13.68
PRL_23_02_01_4,17.1
PRL_23_02_01_5,12.5
PRL_23_02_01_6,19.75
PRL_23_02_02_1,34.95
PRL_23_02_02_2,33.42
PRL_23_02_02_3,13.0
PRL_23_02_02_4,18.29
PRL_23_02_02_5,13.9
PRL_23_02_02_6,16.54
PRL_23_02_03_1,22.08
PRL_23_02_03_2,24.75
PRL_23_02_03_3,9.78
PRL_23_02_03_4,19.62
PRL_23_02_03_5,11.72
PRL_23_02_03_6,15.25
PRL_23_02_04_1,21.0
PRL_23_02_04_2,23.25
PRL_23_02_04_3,13.8
PRL_23_02_04_4,17.2
PRL_23_02_04_5,10.12
PRL_23_02_04_6,21.91
PRL_23_02_05_1,28.4
PRL_23_02_05_2,32.4
PRL_23_02_05_3,24.4
PRL_23_02_05_4,31.52
PRL_23_02_05_5,16.8
PRL_23_02_05_6,14.0
PRL_23_02_06_1,19.0
PRL_23_02_06_2,22.18
PRL_23_02_06_3,8.3
PRL_23_02_06_4,8.25
PRL_23_02_06_5,11.25
PRL_23_02_06_6,6.82
PRL_23_02_07_1,13.9
PRL_23_02_07_2,15.78
PRL_23_02_07_3,10.0
PRL_23_02_07_4,8.25
PRL_23_02_07_5,10.36
PRL_23_02_07_6,6.25
PRL_23_02_08_1,6.62
PRL_23_02_08_2,9.82
PRL_23_02_08_3,8.6
PRL_23_02_08_4,6.68
PRL_23_02_08_5,10.5
PRL_23_02_08_6,6.48
PRL_23_02_09_1,9.5
PRL_23_02_09_2,15.06
PRL_23_02_09_3,9.2
PRL_23_02_09_4,12.0
PRL_23_02_09_5,10.0
PRL_23_02_09_6,5.93
PRL_23_02_10_1,9.0
PRL_23_02_10_2,10.24
PRL_23_02_10_3,7.5
PRL_23_02_10_4,10.0
PRL_23_02_10_5,6.44
PRL_23_02_10_6,10.45
PRL_23_02_11_1,17.54
PRL_23_02_11_2,18.77
PRL_23_02_11_3,20.0
PRL_23_02_11_4,20.16
PRL_23_02_11_5,8.98
PRL_23_02_11_6,9.98
PRL_23_02_12_1,17.25
PRL_23_02_12_2,22.0
PRL_23_02_12_3,16.82
PRL_23_02_12_4,13.46
PRL_23_02_12_5,10.75
PRL_23_02_12_6,10.98
PRL_23_02_13_1,17.25
PRL_23_02_13_2,24.0
PRL_23_02_13_3,12.68
PRL_23_02_13_4,14.4
PRL_23_02_13_5,9.0
PRL_23_02_13_6,10.0
PRL_23_02_14_1,13.5
PRL_23_02_14_2,19.6
PRL_23_02_14_3,13.06
PRL_23_02_14_4,14.48
PRL_23_02_14_5,10.2
PRL_23_02_14_6,10.0
PRL_23_02_15_1,11.0
PRL_23_02_15_2,20.9
PRL_23_02_15_3,13.5
PRL_23_02_15_4,15.88
PRL_23_02_15_5,10.0
PRL_23_02_15_6,12.95
PRL_23_02_16_1,12.73
PRL_23_02_16_2,18.39
PRL_23_02_16_3,11.11
PRL_23_02_16_4,16.5
PRL_23_02_16_5,10.0
PRL_23_02_17_1,22.31
PRL_23_02_17_2,21.18
PRL_23_02_17_3,10.89
PRL_23_02_17_4,18.15
PRL_23_02_17_5,11.12
PRL_23_02_17_6,14.98
PRL_23_02_18_1,21.91
PRL_23_02_18_2,25.0
PRL_23_02_18_3,24.0
PRL_23_02_18_4,24.3
PRL_23_02_18_5,16.05
PRL_23_02_18_6,20.0
PRL_23_02_19_1,14.0
PRL_23_02_19_2,22.22
PRL_23_02_19_3,30.06
PRL_23_02_19_4,16.25
PRL_23_02_19_5,12.88
PRL_23_02_19_6,17.88
PRL_23_02_20_1,21.36
PRL_23_02_20_2,22.42
PRL_23_02_20_3,15.0
PRL_23_02_20_4,17.0
PRL_23_02_20_5,11.38
PRL_23_02_20_6,13.8
PRL_23_02_21_1,32.85
PRL_23_02_21_2,30.52
PRL_23_02_21_3,13.8
PRL_23_02_21_4,21.82
PRL_23_02_21_5,12.54
PRL_23_02_21_6,13.2
PRL_23_02_22_1,11.62
PRL_23_02_22_2,17.55
PRL_23_02_22_3,7.38
PRL_23_02_22_4,10.5
PRL_23_02_22_5,6.26
PRL_23_02_22_6,7.54
PRL_23_02_23_1,9.97
PRL_23_02_23_2,13.5
PRL_23_02_23_3,5.0
PRL_23_02_23_4,10.0
PRL_23_02_23_5,8.91
PRL_23_02_23_6,9.0
PRL_23_02_24_1,16.91
PRL_23_02_24_2,21.84
PRL_23_02_24_3,8.4
PRL_23_02_24_4,19.97
PRL_23_02_24_5,10.25
PRL_23_02_24_6,13.5
PRL_23_02_25_1,34.88
PRL_23_02_25_2,32.73
PRL_23_02_25_3,28.53
PRL_23_02_25_4,35.62
PRL_23_02_25_5,20.16
PRL_23_02_25_6,27.34
PRL_23_02_26_1,24.81
PRL_23_02_26_2,31.48
PRL_23_02_26_3,23.02
PRL_23_02_26_4,16.6
PRL_23_02_26_5,13.44
PRL_23_02_26_6,13.5
PRL_23_02_27_1,24.73
PRL_23_02_27_2,23.24
PRL_23_02_27_3,10.03
PRL_23_02_27_4,19.34
PRL_23_02_27_5,9.08
PRL_23_02_27_6,8.69
PRL_23_02_28_1,19.71
PRL_23_02_28_2,22.08
PRL_23_02_28_3,14.28
PRL_23_02_28_4,23.68
PRL_23_02_28_5,14.92
PRL_23_02_28_6,11.35
PRL_23_03_01_1,22.68
PRL_23_03_01_2,22.6
PRL_23_03_01_3,14.17
PRL_23_03_01_4,20.0
PRL_23_03_01_5,14.12
PRL_23_03_01_6,12.26
PRL_23_03_02_1,20.99
PRL_23_03_02_2,23.22
PRL_23_03_02_3,11.08
PRL_23_03_02_4,17.17
PRL_23_03_02_5,12.85
PRL_23_03_02_6,10.66
PRL_23_03_03_1,14.0
PRL_23_03_03_2,18.66
PRL_23_03_03_3,9.87
PRL_23_03_03_4,15.48
PRL_23_03_03_5,10.53
PRL_23_03_03_6,11.25
PRL_23_03_04_1,14.22
PRL_23_03_04_2,22.76
PRL_23_03_04_3,13.8
PRL_23_03_04_4,22.86
PRL_23_03_04_5,10.0
PRL_23_03_04_6,8.99
PRL_23_03_05_1,14.85
PRL_23_03_05_2,18.45
PRL_23_03_05_3,14.0
PRL_23_03_05_4,19.92
PRL_23_03_05_5,9.58
PRL_23_03_05_6,8.25
PRL_23_03_06_1,18.82
PRL_23_03_06_2,22.89
PRL_23_03_06_3,11.24
PRL_23_03_06_4,19.34
PRL_23_03_06_5,13.16
PRL_23_03_06_6,12.15
PRL_23_03_07_1,20.93
PRL_23_03_07_2,18.08
PRL_23_03_07_3,10.15
PRL_23_03_07_4,16.69
PRL_23_03_07_5,11.0
PRL_23_03_07_6,8.0
PRL_23_03_08_1,13.75
PRL_23_03_08_2,17.8
PRL_23_03_08_3,9.28
PRL_23_03_08_4,12.5
PRL_23_03_08_5,9.64
PRL_23_03_08_6,7.25
PRL_23_03_09_1,13.9
PRL_23_03_09_2,15.8
PRL_23_03_09_3,9.29
PRL_23_03_09_4,11.5
PRL_23_03_09_5,9.63
PRL_23_03_09_6,6.8
PRL_23_03_10_1,13.9
PRL_23_03_10_2,13.8
PRL_23_03_10_3,6.25
PRL_23_03_10_4,7.58
PRL_23_03_10_5,7.46
PRL_23_03_10_6,10.0
PRL_23_03_11_1,12.87
PRL_23_03_11_2,18.52
PRL_23_03_11_3,13.8
PRL_23_03_11_4,15.03
PRL_23_03_11_5,10.39
PRL_23_03_11_6,10.88
PRL_23_03_12_1,16.55
PRL_23_03_12_2,20.15
PRL_23_03_12_3,17.95
PRL_23_03_12_4,21.72
PRL_23_03_12_5,15.05
PRL_23_03_12_6,15.45
PRL_23_03_13_1,39.23
PRL_23_03_13_2,38.08
PRL_23_03_13_3,30.7
PRL_23_03_13_4,37.8
PRL_23_03_13_5,21.38
PRL_23_03_13_6,31.9
PRL_23_03_14_1,37.3
PRL_23_03_14_2,35.0
PRL_23_03_14_3,28.99
PRL_23_03_14_4,37.32
PRL_23_03_14_5,24.1
PRL_23_03_14_6,26.1
PRL_23_03_15_1,29.64
PRL_23_03_15_2,25.0
PRL_23_03_15_3,19.8
PRL_23_03_15_4,30.77
PRL_23_03_15_5,15.32
PRL_23_03_15_6,14.36
PRL_23_03_16_1,18.32
PRL_23_03_16_2,21.5
PRL_23_03_16_3,16.76
PRL_23_03_16_4,29.0
PRL_23_03_16_5,13.5
PRL_23_03_16_6,23.06
PRL_23_03_17_1,25.31
PRL_23_03_17_2,18.6
PRL_23_03_17_3,13.34
PRL_23_03_17_4,16.95
PRL_23_03_17_5,10.43
PRL_23_03_17_6,10.5
PRL_23_03_18_1,21.0
PRL_23_03_18_2,25.36
PRL_23_03_18_3,18.8
PRL_23_03_18_4,22.68
PRL_23_03_18_5,8.98
PRL_23_03_18_6,9.0
PRL_23_03_19_1,12.99
PRL_23_03_19_2,24.25
PRL_23_03_19_3,25.25
PRL_23_03_19_4,28.08
PRL_23_03_19_5,9.93
PRL_23_03_19_6,7.37
PRL_23_03_20_1,14.35
PRL_23_03_20_2,12.55
PRL_23_03_20_3,11.58
PRL_23_03_20_4,13.58
PRL_23_03_20_5,10.54
PRL_23_03_20_6,9.67
PRL_23_03_21_1,9.87
PRL_23_03_21_2,12.14
PRL_23_03_21_3,8.7
PRL_23_03_21_4,12.43
PRL_23_03_21_5,7.51
PRL_23_03_21_6,7.61
PRL_23_03_22_1,31.35
PRL_23_03_22_2,23.98
PRL_23_03_22_3,22.76
PRL_23_03_22_4,29.02
PRL_23_03_22_5,11.68
PRL_23_03_22_6,16.98
PRL_23_03_23_1,21.88
PRL_23_03_23_2,14.51
PRL_23_03_23_3,13.8
PRL_23_03_23_4,16.44
PRL_23_03_23_5,9.6
PRL_23_03_23_6,10.12
PRL_23_03_24_1,22.7
PRL_23_03_24_2,15.81
PRL_23_03_24_3,11.0
PRL_23_03_24_4,17.3
PRL_23_03_24_5,13.28
PRL_23_03_24_6,11.0
PRL_23_03_25_1,21.0
PRL_23_03_25_2,25.0
PRL_23_03_25_3,14.0
PRL_23_03_25_4,33.91
PRL_23_03_25_5,19.87
PRL_23_03_25_6,18.0
PRL_23_03_26_1,53.5
PRL_23_03_26_2,17.29
PRL_23_03_26_3,15.95
PRL_23_03_26_4,30.06
PRL_23_03_26_5,18.15
PRL_23_03_26_6,12.04
PRL_23_03_27_1,27.41
PRL_23_03_27_2,20.41
PRL_23_03_27_3,16.0
PRL_23_03_27_4,29.5
PRL_23_03_27_5,19.5
PRL_23_03_27_6,12.36
PRL_23_03_28_1,21.01
PRL_23_03_28_2,17.9
PRL_23_03_28_3,12.33
PRL_23_03_28_4,17.95
PRL_23_03_28_5,15.38
PRL_23_03_28_6,9.55
PRL_23_03_29_1,10.94
PRL_23_03_29_2,12.5
PRL_23_03_29_3,9.58
PRL_23_03_29_4,13.29
PRL_23_03_29_5,11.35
PRL_23_03_29_6,8.57
PRL_23_03_30_1,19.48
PRL_23_03_30_2,18.42
PRL_23_03_30_3,10.45
PRL_23_03_30_4,11.77
PRL_23_03_30_5,15.32
PRL_23_03_30_6,11.22
PRL_23_03_31_1,26.36
PRL_23_03_31_2,16.08
PRL_23_03_31_3,9.87
PRL_23_03_31_4,18.67
PRL_23_03_31_5,12.89
PRL_23_03_31_6,10.12
PRL_23_04_01_1,9.44
PRL_23_04_01_2,9.7
PRL_23_04_01_3,11.0
PRL_23_04_01_4,14.1
PRL_23_04_01_5,11.57
PRL_23_04_01_6,12.5
PRL_23_04_02_1,9.5
PRL_23_04_02_2,9.85
PRL_23_04_02_3,11.15
PRL_23_04_02_4,15.66
PRL_23_04_02_5,13.6
PRL_23_04_02_6,8.17
PRL_23_04_03_1,9.22
PRL_23_04_03_2,8.92
PRL_23_04_03_3,12.04
PRL_23_04_03_4,10.5
PRL_23_04_03_5,6.78
PRL_23_04_03_6,5.68
PRL_23_04_04_1,6.57
PRL_23_04_04_2,8.02
PRL_23_04_04_3,10.11
PRL_23_04_04_4,10.0
PRL_23_04_04_5,11.0
PRL_23_04_04_6,7.0
PRL_23_04_05_1,5.4
PRL_23_04_05_2,9.5
PRL_23_04_05_3,9.54
PRL_23_04_05_4,8.98
PRL_23_04_05_5,6.0
PRL_23_04_06_1,5.5
PRL_23_04_06_2,10.5
PRL_23_04_06_3,8.5
PRL_23_04_06_4,7.63
PRL_23_04_06_5,6.0
PRL_23_04_07_1,5.59
PRL_23_04_07_2,6.0
PRL_23_04_07_3,8.85
PRL_23_04_07_4,7.42
PRL_23_04_07_5,8.0
PRL_23_04_07_6,4.82
PRL_23_04_08_1,4.35
PRL_23_04_08_2,4.83
PRL_23_04_08_3,7.61
PRL_23_04_08_4,7.48
PRL_23_04_08_5,6.07
PRL_23_04_08_6,4.46
PRL_23_04_09_1,3.5
PRL_23_04_09_2,4.32
PRL_23_04_09_3,5.97
PRL_23_04_09_4,5.88
PRL_23_04_09_5,5.5
PRL_23_04_09_6,5.0
PRL_23_04_10_1,4.67
PRL_23_04_10_2,4.77
PRL_23_04_10_3,6.66
PRL_23_04_10_4,9.85
PRL_23_04_10_5,9.2
PRL_23_04_10_6,7.5
PRL_23_04_11_1,6.18
PRL_23_04_11_2,13.9
PRL_23_04_11_3,14.98
PRL_23_04_11_4,14.87
PRL_23_04_11_5,11.1
PRL_23_04_11_6,6.0
PRL_23_04_12_1,8.1
PRL_23_04_12_2,11.87
PRL_23_04_12_3,12.96
PRL_23_04_12_4,21.66
PRL_23_04_12_5,12.87
PRL_23_04_12_6,6.99
PRL_23_04_13_1,6.25
PRL_23_04_13_2,7.8
PRL_23_04_13_3,10.27
PRL_23_04_13_4,9.8
PRL_23_04_13_5,6.95
PRL_23_04_13_6,4.9
PRL_23_04_14_1,6.2
PRL_23_04_14_2,6.78
PRL_23_04_14_3,6.85
PRL_23_04_14_4,9.98
PRL_23_04_14_5,10.12
PRL_23_04_14_6,6.85
PRL_23_04_15_1,6.84
PRL_23_04_15_2,8.12
PRL_23_04_15_3,12.0
PRL_23_04_15_4,9.5
PRL_23_04_15_5,7.28
PRL_23_04_16_1,6.76
PRL_23_04_16_2,7.21
PRL_23_04_16_3,9.97
PRL_23_04_16_4,10.0
PRL_23_04_16_5,10.09
PRL_23_04_16_6,6.8
PRL_23_04_17_1,6.38
PRL_23_04_17_2,7.25
PRL_23_04_17_3,8.01
PRL_23_04_17_4,13.84
PRL_23_04_17_5,10.99
PRL_23_04_17_6,5.5
PRL_23_04_18_1,10.2
PRL_23_04_18_2,11.4
PRL_23_04_18_3,8.22
PRL_23_04_18_4,12.5
PRL_23_04_18_5,10.76
PRL_23_04_18_6,6.99
PRL_23_04_19_1,7.18
PRL_23_04_19_2,11.9
PRL_23_04_19_3,13.36
PRL_23_04_19_4,30.0
PRL_23_04_19_5,14.33
PRL_23_04_19_6,6.25
PRL_23_04_20_1,9.97
PRL_23_04_20_2,12.0
PRL_23_04_20_3,15.0
PRL_23_04_20_4,18.0
PRL_23_04_20_5,12.49
PRL_23_04_20_6,6.0
PRL_23_04_21_1,5.0
PRL_23_04_21_2,6.19
PRL_23_04_21_3,6.25
PRL_23_04_21_4,13.02
PRL_23_04_21_5,8.25
PRL_23_04_21_6,5.0
PRL_23_04_22_1,7.5
PRL_23_04_22_2,5.5
PRL_23_04_22_3,13.75
PRL_23_04_22_4,6.25
PRL_23_04_22_5,5.0
PRL_23_04_23_1,4.3
PRL_23_04_23_2,5.0
PRL_23_04_23_3,12.5
PRL_23_04_23_4,16.75
PRL_23_04_23_5,10.12
PRL_23_04_23_6,3.78
PRL_23_04_24_1,8.0
PRL_23_04_24_2,6.28
PRL_23_04_24_3,8.98
PRL_23_04_24_4,15.0
PRL_23_04_24_5,11.25
PRL_23_04_24_6,5.5
PRL_23_04_25_1,5.0
PRL_23_04_25_2,6.32
PRL_23_04_25_3,7.01
PRL_23_04_25_4,13.16
PRL_23_04_25_5,9.89
PRL_23_04_25_6,6.0
PRL_23_04_26_1,5.5
PRL_23_04_26_2,7.5
PRL_23_04_26_3,6.74
PRL_23_04_26_4,12.5
PRL_23_04_26_5,9.96
PRL_23_04_26_6,5.0
PRL_23_04_27_1,4.55
PRL_23_04_27_2,6.27
PRL_23_04_27_3,9.65
PRL_23_04_27_4,12.24
PRL_23_04_27_5,10.0
PRL_23_04_27_6,4.77
PRL_23_04_28_1,4.76
PRL_23_04_28_2,8.8
PRL_23_04_28_3,6.3
PRL_23_04_28_4,10.75
PRL_23_04_28_5,8.5
PRL_23_04_28_6,4.0
PRL_23_04_29_1,6.0
PRL_23_04_29_2,10.92
PRL_23_04_29_3,14.0
PRL_23_04_29_4,12.8
PRL_23_04_29_5,6.13
PRL_23_04_30_1,13.8
PRL_23_04_30_2,16.55
PRL_23_04_30_3,20.12
PRL_23_04_30_4,44.6
PRL_23_04_30_5,17.5
PRL_23_04_30_6,6.86
PRL_23_05_01_1,7.92
PRL_23_05_01_2,11.5
PRL_23_05_01_3,17.43
PRL_23_05_01_4,45.52
PRL_23_05_01_5,18.32
PRL_23_05_01_6,8.03
PRL_23_05_02_1,8.19
PRL_23_05_02_2,11.97
PRL_23_05_02_3,10.57
PRL_23_05_02_4,14.2
PRL_23_05_02_5,11.02
PRL_23_05_02_6,7.51
PRL_23_05_03_1,4.3
PRL_23_05_03_2,5.56
PRL_23_05_03_3,9.9
PRL_23_05_03_4,14.03
PRL_23_05_03_5,12.0
PRL_23_05_03_6,7.7
PRL_23_05_04_1,5.0
PRL_23_05_04_2,5.5
PRL_23_05_04_3,9.24
PRL_23_05_04_4,13.17
PRL_23_05_04_5,10.24
PRL_23_05_04_6,6.25
PRL_23_05_05_1,4.5
PRL_23_05_05_2,5.0
PRL_23_05_05_3,8.48
PRL_23_05_05_4,11.66
PRL_23_05_05_5,6.3
PRL_23_05_05_6,5.0
PRL_23_05_06_1,4.25
PRL_23_05_06_2,4.98
PRL_23_05_06_3,7.82
PRL_23_05_06_4,12.54
PRL_23_05_06_5,6.25
PRL_23_05_06_6,5.25
PRL_23_05_07_1,7.92
PRL_23_05_07_2,5.5
PRL_23_05_07_3,13.42
PRL_23_05_07_4,25.0
PRL_23_05_07_5,13.9
PRL_23_05_07_6,7.28
PRL_23_05_08_1,5.0
PRL_23_05_08_2,6.54
PRL_23_05_08_3,11.29
PRL_23_05_08_4,13.9
PRL_23_05_08_5,9.0
PRL_23_05_08_6,8.62
PRL_23_05_09_1,5.0
PRL_23_05_09_2,10.28
PRL_23_05_09_3,9.89
PRL_23_05_09_4,15.54
PRL_23_05_09_5,9.89
PRL_23_05_09_6,5.5
PRL_23_05_10_1,8.0
PRL_23_05_10_2,5.58
PRL_23_05_10_3,8.62
PRL_23_05_10_4,12.0
PRL_23_05_10_5,8.91
PRL_23_05_10_6,6.78
PRL_23_05_11_1,5.42
PRL_23_05_11_2,5.7
PRL_23_05_11_3,7.38
PRL_23_05_11_4,9.8
PRL_23_05_11_5,5.96
PRL_23_05_11_6,5.48
PRL_23_05_12_1,5.25
PRL_23_05_12_2,11.69
PRL_23_05_12_3,7.5
PRL_23_05_12_4,8.57
PRL_23_05_12_5,7.0
PRL_23_05_12_6,6.62
PRL_23_05_13_1,5.0
PRL_23_05_13_2,5.09
PRL_23_05_13_3,6.79
PRL_23_05_13_4,7.0
PRL_23_05_13_5,6.17
PRL_23_05_13_6,5.22
PRL_23_05_14_1,6.25
PRL_23_05_14_2,6.0
PRL_23_05_14_3,8.51
PRL_23_05_14_4,14.5
PRL_23_05_14_5,9.84
PRL_23_05_14_6,5.38
PRL_23_05_15_1,5.0
PRL_23_05_15_2,7.26
PRL_23_05_15_3,12.96
PRL_23_05_15_4,20.14
PRL_23_05_15_5,12.73
PRL_23_05_15_6,5.5
PRL_23_05_16_1,11.5
PRL_23_05_16_2,13.16
PRL_23_05_16_3,15.5
PRL_23_05_16_4,17.08
PRL_23_05_16_5,12.0
PRL_23_05_16_6,6.62
PRL_23_05_17_1,6.33
PRL_23_05_17_2,10.5
PRL_23_05_17_3,12.48
PRL_23_05_17_4,16.47
PRL_23_05_17_5,9.4
PRL_23_05_17_6,5.5
PRL_23_05_18_1,5.62
PRL_23_05_18_2,7.5
PRL_23_05_18_3,11.75
PRL_23_05_18_4,18.32
PRL_23_05_18_5,11.0
PRL_23_05_18_6,5.75
PRL_23_05_19_1,5.15
PRL_23_05_19_2,5.49
PRL_23_05_19_3,9.25
PRL_23_05_19_4,13.4
PRL_23_05_19_5,9.0
PRL_23_05_19_6,5.0
PRL_23_05_20_1,5.8
PRL_23_05_20_2,6.75
PRL_23_05_20_3,10.58
PRL_23_05_20_4,16.78
PRL_23_05_20_5,11.01
PRL_23_05_20_6,6.68
PRL_23_05_21_1,5.0
PRL_23_05_21_2,5.36
PRL_23_05_21_3,11.0
PRL_23_05_21_4,18.5
PRL_23_05_21_5,13.8
PRL_23_05_21_6,6.79
PRL_23_05_22_1,5.0
PRL_23_05_22_2,7.73
PRL_23_05_22_3,13.81
PRL_23_05_22_4,15.51
PRL_23_05_22_5,10.65
PRL_23_05_22_6,5.5
PRL_23_05_23_1,5.0
PRL_23_05_23_2,7.0
PRL_23_05_23_3,10.5
PRL_23_05_23_4,14.1
PRL_23_05_23_5,13.11
PRL_23_05_23_6,6.12
PRL_23_05_24_1,5.62
PRL_23_05_24_2,7.24
PRL_23_05_24_3,13.96
PRL_23_05_24_4,14.9
PRL_23_05_24_5,9.4
PRL_23_05_24_6,5.88
PRL_23_05_25_1,5.28
PRL_23_05_25_2,7.58
PRL_23_05_25_3,18.8
PRL_23_05_25_4,39.16
PRL_23_05_25_5,19.8
PRL_23_05_25_6,7.79
PRL_23_05_26_1,10.68
PRL_23_05_26_2,9.9
PRL_23_05_26_3,15.44
PRL_23_05_26_4,28.0
PRL_23_05_26_5,17.57
PRL_23_05_26_6,7.94
PRL_23_05_27_1,6.0
PRL_23_05_27_2,6.56
PRL_23_05_27_3,16.9
PRL_23_05_27_4,33.15
PRL_23_05_27_5,18.03
