Ausschreibung,Preis
PRL_22_01_01_1,47.0
PRL_22_01_01_2,42.0
PRL_22_01_01_3,24.75
PRL_22_01_01_4,24.11
PRL_22_01_01_5,12.1
PRL_22_01_01_6,28.79
PRL_22_01_02_1,46.25
PRL_22_01_02_2,41.25
PRL_22_01_02_3,29.71
PRL_22_01_02_4,34.0
PRL_22_01_02_5,24.75
PRL_22_01_02_6,31.82
PRL_22_01_03_1,30.55
PRL_22_01_03_2,34.35
PRL_22_01_03_3,27.67
PRL_22_01_03_4,27.5
PRL_22_01_03_5,20.5
PRL_22_01_03_6,23.34
PRL_22_01_04_1,22.38
PRL_22_01_04_2,24.75
PRL_22_01_04_3,13.1
PRL_22_01_04_4,14.17
PRL_22_01_04_5,13.9
PRL_22_01_04_6,13.75
PRL_22_01_05_1,25.4
PRL_22_01_05_2,30.22
PRL_22_01_05_3,13.29
PRL_22_01_05_4,22.85
PRL_22_01_05_5,20.5
PRL_22_01_05_6,13.8
PRL_22_01_06_1,15.88
PRL_22_01_06_2,24.83
PRL_22_01_06_3,10.0
PRL_22_01_06_4,9.5
PRL_22_01_06_5,9.6
PRL_22_01_06_6,13.83
PRL_22_01_07_1,18.14
PRL_22_01_07_2,21.68
PRL_22_01_07_3,10.0
PRL_22_01_07_4,10.22
PRL_22_01_07_5,10.15
PRL_22_01_07_6,13.8
PRL_22_01_08_1,13.33
PRL_22_01_08_2,22.42
PRL_22_01_08_3,25.0
PRL_22_01_08_4,12.0
PRL_22_01_08_5,12.92
PRL_22_01_08_6,23.44
PRL_22_01_09_1,25.0
PRL_22_01_09_2,41.81
PRL_22_01_09_3,41.54
PRL_22_01_09_4,27.98
PRL_22_01_09_5,11.75
PRL_22_01_09_6,17.25
PRL_22_01_10_1,23.54
PRL_22_01_10_2,31.26
PRL_22_01_10_3,6.8
PRL_22_01_10_4,6.5
PRL_22_01_10_5,7.92
PRL_22_01_10_6,19.15
PRL_22_01_11_1,32.56
PRL_22_01_11_2,48.3
PRL_22_01_11_3,6.93
PRL_22_01_11_4,10.22
PRL_22_01_11_5,4.85
PRL_22_01_11_6,25.03
PRL_22_01_12_1,17.48
PRL_22_01_12_2,33.16
PRL_22_01_12_3,4.75
PRL_22_01_12_4,8.5
PRL_22_01_12_5,4.0
PRL_22_01_12_6,22.66
PRL_22_01_13_1,12.5
PRL_22_01_13_2,34.81
PRL_22_01_13_3,7.92
PRL_22_01_13_4,8.5
PRL_22_01_13_5,4.0
PRL_22_01_13_6,11.67
PRL_22_01_14_1,14.1
PRL_22_01_14_2,21.68
PRL_22_01_14_3,4.08
PRL_22_01_14_4,7.25
PRL_22_01_14_5,5.0
PRL_22_01_14_6,7.75
PRL_22_01_15_1,8.0
PRL_22_01_15_2,10.59
PRL_22_01_15_3,4.81
PRL_22_01_15_4,7.5
PRL_22_01_15_5,4.0
PRL_22_01_15_6,3.5
PRL_22_01_16_1,13.8
PRL_22_01_16_2,25.0
PRL_22_01_16_3,20.0
PRL_22_01_16_4,13.8
PRL_22_01_16_5,20.95
PRL_22_01_16_6,20.95
PRL_22_01_17_1,33.44
PRL_22_01_17_2,33.5
PRL_22_01_17_3,5.0
PRL_22_01_17_4,10.0
PRL_22_01_17_5,6.0
PRL_22_01_17_6,7.92
PRL_22_01_18_1,18.75
PRL_22_01_18_2,19.37
PRL_22_01_18_3,3.25
PRL_22_01_18_4,5.0
PRL_22_01_18_5,3.75
PRL_22_01_18_6,5.55
PRL_22_01_19_1,24.28
PRL_22_01_19_2,29.81
PRL_22_01_19_3,6.0
PRL_22_01_19_4,7.5
PRL_22_01_19_5,8.75
PRL_22_01_19_6,25.24
PRL_22_01_20_1,43.69
PRL_22_01_20_2,31.77
PRL_22_01_20_3,3.75
PRL_22_01_20_4,6.25
PRL_22_01_20_5,4.75
PRL_22_01_20_6,14.67
PRL_22_01_21_1,22.5
PRL_22_01_21_2,26.82
PRL_22_01_21_3,8.0
PRL_22_01_21_4,7.25
PRL_22_01_21_5,6.9
PRL_22_01_21_6,12.0
PRL_22_01_22_1,23.61
PRL_22_01_22_2,26.25
PRL_22_01_22_3,11.89
PRL_22_01_22_4,13.83
PRL_22_01_22_5,18.12
PRL_22_01_22_6,14.59
PRL_22_01_23_1,14.1
PRL_22_01_23_2,21.25
PRL_22_01_23_3,12.5
PRL_22_01_23_4,12.1
PRL_22_01_23_5,10.5
PRL_22_01_23_6,11.47
PRL_22_01_24_1,17.2
PRL_22_01_24_2,30.1
PRL_22_01_24_3,9.02
PRL_22_01_24_4,12.0
PRL_22_01_24_5,10.5
PRL_22_01_24_6,10.62
PRL_22_01_25_1,24.54
PRL_22_01_25_2,33.03
PRL_22_01_25_3,10.72
PRL_22_01_25_4,10.0
PRL_22_01_25_5,12.18
PRL_22_01_25_6,21.91
PRL_22_01_26_1,17.0
PRL_22_01_26_2,29.42
PRL_22_01_26_3,11.25
PRL_22_01_26_4,12.5
PRL_22_01_26_5,12.8
PRL_22_01_26_6,12.92
PRL_22_01_27_1,21.57
PRL_22_01_27_2,25.56
PRL_22_01_27_3,10.12
PRL_22_01_27_4,9.98
PRL_22_01_27_5,12.0
PRL_22_01_27_6,12.75
PRL_22_01_28_1,35.2
PRL_22_01_28_2,27.98
PRL_22_01_28_3,7.5
PRL_22_01_28_4,10.0
PRL_22_01_28_5,9.98
PRL_22_01_28_6,8.63
PRL_22_01_29_1,24.47
PRL_22_01_29_2,25.25
PRL_22_01_29_3,18.54
PRL_22_01_29_4,25.42
PRL_22_01_29_5,17.0
PRL_22_01_29_6,28.17
PRL_22_01_30_1,34.12
PRL_22_01_30_2,43.42
PRL_22_01_30_3,31.62
PRL_22_01_30_4,33.26
PRL_22_01_30_5,17.23
PRL_22_01_30_6,21.36
PRL_22_01_31_1,25.35
PRL_22_01_31_2,36.78
PRL_22_01_31_3,13.8
PRL_22_01_31_4,17.5
PRL_22_01_31_5,13.9
PRL_22_01_31_6,19.5
PRL_22_02_01_1,28.28
PRL_22_02_01_2,31.42
PRL_22_02_01_3,10.9
PRL_22_02_01_4,25.87
PRL_22_02_01_5,16.02
PRL_22_02_01_6,26.42
PRL_22_02_02_1,38.47
PRL_22_02_02_2,37.72
PRL_22_02_02_3,13.9
PRL_22_02_02_4,25.21
PRL_22_02_02_5,15.06
PRL_22_02_02_6,17.8
PRL_22_02_03_1,30.67
PRL_22_02_03_2,43.18
PRL_22_02_03_3,14.16
