Ausschreibung;Beschreibung;Angebotenes Volumen;Einheit;Zugesprochenes Volumen;Einheit;Leistungspreis;Einheit;Kosten;Einheit;Preis;Einheit;Land
PRL_17_KW08;Primary control Auction;1;MW;1;MW;3599.00;EUR/MW;3599.00;EUR;21.42;EUR/MWh*;FR
PRL_17_KW08;Primary control Auction;1;MW;1;MW;3600.00;EUR/MW;3600.00;EUR;21.43;EUR/MWh*;FR
PRL_17_KW08;Primary control Auction;1;MW;1;MW;3600.00;EUR/MW;3600.00;EUR;21.43;EUR/MWh*;FR
PRL_17_KW08;Primary control Auction;1;MW;1;MW;3600.00;EUR/MW;3600.00;EUR;21.43;EUR/MWh*;FR
PRL_17_KW08;Primary control Auction;1;MW;1;MW;3600.00;EUR/MW;3600.00;EUR;21.43;EUR/MWh*;FR
PRL_17_KW08;Primary control Auction;1;MW;1;MW;3600.00;EUR/MW;3600.00;EUR;21.43;EUR/MWh*;FR
PRL_17_KW08;Primary control Auction;1;MW;1;MW;3600.00;EUR/MW;3600.00;EUR;21.43;EUR/MWh*;FR
PRL_17_KW08;Primary control Auction;1;MW;1;MW;3601.00;EUR/MW;3601.00;EUR;21.43;EUR/MWh*;FR
PRL_17_KW08;Primary control Auction;1;MW;1;MW;3601.00;EUR/MW;3601.00;EUR;21.43;EUR/MWh*;FR
PRL_17_KW08;Primary control Auction;1;MW;1;MW;3601.00;EUR/MW;3601.00;EUR;21.43;EUR/MWh*;FR
PRL_17_KW08;Primary control Auction;1;MW;1;MW;3601.00;EUR/MW;3601.00;EUR;21.43;EUR/MWh*;FR
PRL_17_KW08;Primary control Auction;1;MW;1;MW;3601.00;EUR/MW;3601.00;EUR;21.43;EUR/MWh*;FR
PRL_17_KW08;Primary control Auction;1;MW;1;MW;3601.00;EUR/MW;3601.00;EUR;21.43;EUR/MWh*;FR
PRL_17_KW08;Primary control Auction;1;MW;1;MW;3602.00;EUR/MW;3602.00;EUR;21.44;EUR/MWh*;FR
PRL_17_KW08;Primary control Auction;1;MW;1;MW;3602.00;EUR/MW;3602.00;EUR;21.44;EUR/MWh*;FR
PRL_17_KW08;Primary control Auction;1;MW;1;MW;3602.00;EUR/MW;3602.00;EUR;21.44;EUR/MWh*;FR
PRL_17_KW08;Primary control Auction;1;MW;1;MW;3602.00;EUR/MW;3602.00;EUR;21.44;EUR/MWh*;FR
PRL_17_KW08;Primary control Auction;1;MW;1;MW;3602.00;EUR/MW;3602.00;EUR;21.44;EUR/MWh*;FR
PRL_17_KW08;Primary control Auction;1;MW;1;MW;3602.00;EUR/MW;3602.00;EUR;21.44;EUR/MWh*;FR
PRL_17_KW08;Primary control Auction;1;MW;1;MW;3603.00;EUR/MW;3603.00;EUR;21.45;EUR/MWh*;FR
PRL_17_KW08;Primary control Auction;1;MW;1;MW;3603.00;EUR/MW;3603.00;EUR;21.45;EUR/MWh*;FR
PRL_17_KW08;Primary control Auction;1;MW;1;MW;3603.00;EUR/MW;3603.00;EUR;21.45;EUR/MWh*;FR
PRL_17_KW08;Primary control Auction;1;MW;1;MW;3603.00;EUR/MW;3603.00;EUR;21.45;EUR/MWh*;FR
PRL_17_KW08;Primary control Auction;1;MW;1;MW;3603.00;EUR/MW;3603.00;EUR;21.45;EUR/MWh*;FR
PRL_17_KW08;Primary control Auction;1;MW;1;MW;3603.00;EUR/MW;3603.00;EUR;21.45;EUR/MWh*;FR
PRL_17_KW08;Primary control Auction;1;MW;1;MW;3604.00;EUR/MW;3604.00;EUR;21.45;EUR/MWh*;FR
PRL_17_KW08;Primary control Auction;1;MW;1;MW;3604.00;EUR/MW;3604.00;EUR;21.45;EUR/MWh*;FR
PRL_17_KW08;Primary control Auction;1;MW;1;MW;3604.00;EUR/MW;3604.00;EUR;21.45;EUR/MWh*;FR
PRL_17_KW08;Primary control Auction;1;MW;1;MW;3604.00;EUR/MW;3604.00;EUR;21.45;EUR/MWh*;FR
PRL_17_KW08;Primary control Auction;1;MW;1;MW;3604.00;EUR/MW;3604.00;EUR;21.45;EUR/MWh*;FR
PRL_17_KW08;Primary control Auction;1;MW;1;MW;3604.00;EUR/MW;3604.00;EUR;21.45;EUR/MWh*;FR
PRL_17_KW08;Primary control Auction;1;MW;1;MW;3605.00;EUR/MW;3605.00;EUR;21.46;EUR/MWh*;FR
PRL_17_KW08;Primary control Auction;1;MW;1;MW;3605.00;EUR/MW;3605.00;EUR;21.46;EUR/MWh*;FR
PRL_17_KW08;Primary control Auction;1;MW;1;MW;3605.00;EUR/MW;3605.00;EUR;21.46;EUR/MWh*;FR
PRL_17_KW08;Primary control Auction;1;MW;1;MW;3606.00;EUR/MW;3606.00;EUR;21.46;EUR/MWh*;FR
PRL_17_KW08;Primary control Auction;1;MW;1;MW;3608.00;EUR/MW;3608.00;EUR;21.48;EUR/MWh*;FR
PRL_17_KW08;Primary control Auction;1;MW;1;MW;3610.00;EUR/MW;3610.00;EUR;21.49;EUR/MWh*;FR
PRL_17_KW08;Primary control Auction;1;MW;1;MW;3612.00;EUR/MW;3612.00;EUR;21.50;EUR/MWh*;FR
PRL_17_KW08;Primary control Auction;1;MW;1;MW;3614.00;EUR/MW;3614.00;EUR;21.51;EUR/MWh*;FR
PRL_17_KW08;Primary control Auction;1;MW;1;MW;3617.00;EUR/MW;3617.00;EUR;21.53;EUR/MWh*;FR
PRL_17_KW08;Primary control Auction;1;MW;1;MW;3619.00;EUR/MW;3619.00;EUR;21.54;EUR/MWh*;FR
PRL_17_KW08;Primary control Auction;1;MW;1;MW;3621.00;EUR/MW;3621.00;EUR;21.55;EUR/MWh*;FR
PRL_17_KW08;Primary control Auction;1;MW;1;MW;3623.00;EUR/MW;3623.00;EUR;21.57;EUR/MWh*;FR
PRL_17_KW08;Primary control Auction;1;MW;1;MW;3625.00;EUR/MW;3625.00;EUR;21.58;EUR/MWh*;FR
PRL_17_KW08;Primary control Auction;1;MW;1;MW;3627.00;EUR/MW;3627.00;EUR;21.59;EUR/MWh*;FR
PRL_17_KW08;Primary control Auction;1;MW;1;MW;3629.00;EUR/MW;3629.00;EUR;21.60;EUR/MWh*;FR
PRL_17_KW08;Primary control Auction;1;MW;1;MW;3631.00;EUR/MW;3631.00;EUR;21.61;EUR/MWh*;FR
PRL_17_KW08;Primary control Auction;1;MW;1;MW;3633.00;EUR/MW;3633.00;EUR;21.62;EUR/MWh*;FR
PRL_17_KW08;Primary control Auction;1;MW;1;MW;3635.00;EUR/MW;3635.00;EUR;21.64;EUR/MWh*;FR
PRL_17_KW08;Primary control Auction;1;MW;1;MW;3637.00;EUR/MW;3637.00;EUR;21.65;EUR/MWh*;FR
PRL_17_KW08;Primary control Auction;1;MW;1;MW;3639.00;EUR/MW;3639.00;EUR;21.66;EUR/MWh*;FR
PRL_17_KW08;Primary control Auction;1;MW;1;MW;3641.00;EUR/MW;3641.00;EUR;21.67;EUR/MWh*;FR
PRL_17_KW08;Primary control Auction;1;MW;1;MW;3643.00;EUR/MW;3643.00;EUR;21.68;EUR/MWh*;FR
PRL_17_KW08;Primary control Auction;1;MW;1;MW;3645.00;EUR/MW;3645.00;EUR;21.70;EUR/MWh*;FR
PRL_17_KW08;Primary control Auction;1;MW;1;MW;3647.00;EUR/MW;3647.00;EUR;21.71;EUR/MWh*;FR
PRL_17_KW08;Primary control Auction;1;MW;1;MW;3650.00;EUR/MW;3650.00;EUR;21.73;EUR/MWh*;FR
PRL_17_KW08;Primary control Auction;1;MW;1;MW;3652.00;EUR/MW;3652.00;EUR;21.74;EUR/MWh*;FR
PRL_17_KW08;Primary control Auction;1;MW;1;MW;3654.00;EUR/MW;3654.00;EUR;21.75;EUR/MWh*;FR
PRL_17_KW08;Primary control Auction;1;MW;1;MW;3656.00;EUR/MW;3656.00;EUR;21.76;EUR/MWh*;FR
PRL_17_KW08;Primary control Auction;1;MW;1;MW;3658.00;EUR/MW;3658.00;EUR;21.77;EUR/MWh*;FR
PRL_17_KW08;Primary control Auction;1;MW;1;MW;3660.00;EUR/MW;3660.00;EUR;21.79;EUR/MWh*;FR
PRL_17_KW08;Primary control Auction;1;MW;1;MW;3662.00;EUR/MW;3662.00;EUR;21.80;EUR/MWh*;FR
PRL_17_KW08;Primary control Auction;1;MW;1;MW;3664.00;EUR/MW;3664.00;EUR;21.81;EUR/MWh*;FR
PRL_17_KW08;Primary control Auction;1;MW;1;MW;3666.00;EUR/MW;3666.00;EUR;21.82;EUR/MWh*;FR
PRL_17_KW08;Primary control Auction;1;MW;1;MW;3668.00;EUR/MW;3668.00;EUR;21.83;EUR/MWh*;FR
PRL_17_KW08;Primary control Auction;1;MW;1;MW;3670.00;EUR/MW;3670.00;EUR;21.85;EUR/MWh*;FR
PRL_17_KW08;Primary control Auction;1;MW;1;MW;2990.00;EUR/MW;2990.00;EUR;17.80;EUR/MWh*;FR
PRL_17_KW08;Primary control Auction;5;MW;5;MW;2799.00;EUR/MW;13995.00;EUR;16.66;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;5;MW;5;MW;2826.00;EUR/MW;14130.00;EUR;16.82;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;5;MW;5;MW;2834.00;EUR/MW;14170.00;EUR;16.87;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;5;MW;5;MW;2857.00;EUR/MW;14285.00;EUR;17.01;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;5;MW;5;MW;2865.00;EUR/MW;14325.00;EUR;17.05;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;5;MW;5;MW;2898.00;EUR/MW;14490.00;EUR;17.25;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;5;MW;5;MW;2901.00;EUR/MW;14505.00;EUR;17.27;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;5;MW;5;MW;2925.00;EUR/MW;14625.00;EUR;17.41;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;5;MW;5;MW;2948.00;EUR/MW;14740.00;EUR;17.55;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;5;MW;5;MW;2970.00;EUR/MW;14850.00;EUR;17.68;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;5;MW;5;MW;2982.00;EUR/MW;14910.00;EUR;17.75;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;5;MW;5;MW;3005.00;EUR/MW;15025.00;EUR;17.89;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;5;MW;5;MW;3129.00;EUR/MW;15645.00;EUR;18.62;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;5;MW;5;MW;3207.00;EUR/MW;16035.00;EUR;19.09;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;5;MW;5;MW;3254.00;EUR/MW;16270.00;EUR;19.37;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;5;MW;5;MW;3282.00;EUR/MW;16410.00;EUR;19.54;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;5;MW;5;MW;3316.00;EUR/MW;16580.00;EUR;19.74;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;5;MW;5;MW;3342.00;EUR/MW;16710.00;EUR;19.89;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;5;MW;5;MW;3399.00;EUR/MW;16995.00;EUR;20.23;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;5;MW;5;MW;3447.00;EUR/MW;17235.00;EUR;20.52;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;5;MW;5;MW;3470.00;EUR/MW;17350.00;EUR;20.65;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;5;MW;5;MW;3513.00;EUR/MW;17565.00;EUR;20.91;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;5;MW;5;MW;3562.00;EUR/MW;17810.00;EUR;21.20;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;5;MW;5;MW;3602.00;EUR/MW;18010.00;EUR;21.44;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;5;MW;5;MW;3632.00;EUR/MW;18160.00;EUR;21.62;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;5;MW;5;MW;2898.00;EUR/MW;14490.00;EUR;17.25;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;5;MW;5;MW;2928.00;EUR/MW;14640.00;EUR;17.43;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;5;MW;5;MW;3024.00;EUR/MW;15120.00;EUR;18.00;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;5;MW;5;MW;3048.00;EUR/MW;15240.00;EUR;18.14;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;5;MW;5;MW;3063.00;EUR/MW;15315.00;EUR;18.23;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;5;MW;5;MW;3078.00;EUR/MW;15390.00;EUR;18.32;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;5;MW;5;MW;3204.00;EUR/MW;16020.00;EUR;19.07;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;4;MW;4;MW;3385.00;EUR/MW;13540.00;EUR;20.15;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;1;MW;1;MW;3085.00;EUR/MW;3085.00;EUR;18.36;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;1;MW;1;MW;2989.00;EUR/MW;2989.00;EUR;17.79;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;8;MW;8;MW;3300.00;EUR/MW;26400.00;EUR;19.64;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;1;MW;1;MW;2857.00;EUR/MW;2857.00;EUR;17.01;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;1;MW;1;MW;2988.00;EUR/MW;2988.00;EUR;17.79;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;1;MW;1;MW;3056.00;EUR/MW;3056.00;EUR;18.19;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;3;MW;3;MW;3089.00;EUR/MW;9267.00;EUR;18.39;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;3;MW;3;MW;2870.00;EUR/MW;8610.00;EUR;17.08;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;3;MW;3;MW;3345.00;EUR/MW;10035.00;EUR;19.91;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;18;MW;18;MW;3034.00;EUR/MW;54612.00;EUR;18.06;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;15;MW;15;MW;3084.00;EUR/MW;46260.00;EUR;18.36;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;15;MW;15;MW;3134.00;EUR/MW;47010.00;EUR;18.65;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;15;MW;15;MW;3184.00;EUR/MW;47760.00;EUR;18.95;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;6;MW;6;MW;3455.00;EUR/MW;20730.00;EUR;20.57;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;4;MW;4;MW;3459.00;EUR/MW;13836.00;EUR;20.59;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;5;MW;5;MW;3463.00;EUR/MW;17315.00;EUR;20.61;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;6;MW;6;MW;3467.00;EUR/MW;20802.00;EUR;20.64;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;5;MW;5;MW;3471.00;EUR/MW;17355.00;EUR;20.66;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;4;MW;4;MW;3475.00;EUR/MW;13900.00;EUR;20.68;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;3;MW;3;MW;3479.00;EUR/MW;10437.00;EUR;20.71;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;4;MW;4;MW;3483.00;EUR/MW;13932.00;EUR;20.73;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;2;MW;2;MW;3487.00;EUR/MW;6974.00;EUR;20.76;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;3;MW;3;MW;3491.00;EUR/MW;10473.00;EUR;20.78;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;4;MW;4;MW;3495.00;EUR/MW;13980.00;EUR;20.80;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;5;MW;5;MW;3499.00;EUR/MW;17495.00;EUR;20.83;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;4;MW;4;MW;3503.00;EUR/MW;14012.00;EUR;20.85;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;3;MW;3;MW;3507.00;EUR/MW;10521.00;EUR;20.88;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;8;MW;8;MW;3511.00;EUR/MW;28088.00;EUR;20.90;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;9;MW;9;MW;3515.00;EUR/MW;31635.00;EUR;20.92;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;10;MW;10;MW;3001.00;EUR/MW;30010.00;EUR;17.86;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;10;MW;10;MW;3015.00;EUR/MW;30150.00;EUR;17.95;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;10;MW;10;MW;3022.00;EUR/MW;30220.00;EUR;17.99;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;10;MW;10;MW;3034.00;EUR/MW;30340.00;EUR;18.06;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;10;MW;10;MW;3044.00;EUR/MW;30440.00;EUR;18.12;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;10;MW;10;MW;3057.00;EUR/MW;30570.00;EUR;18.20;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;10;MW;10;MW;3064.00;EUR/MW;30640.00;EUR;18.24;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;10;MW;10;MW;3071.00;EUR/MW;30710.00;EUR;18.28;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;7;MW;7;MW;3097.00;EUR/MW;21679.00;EUR;18.43;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;3;MW;3;MW;3048.00;EUR/MW;9144.00;EUR;18.14;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;3;MW;3;MW;3338.00;EUR/MW;10014.00;EUR;19.87;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;1;MW;1;MW;2989.00;EUR/MW;2989.00;EUR;17.79;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;2;MW;2;MW;3123.00;EUR/MW;6246.00;EUR;18.59;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;18;MW;18;MW;2984.00;EUR/MW;53712.00;EUR;17.76;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;2;MW;2;MW;2989.00;EUR/MW;5978.00;EUR;17.79;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;4;MW;4;MW;2989.00;EUR/MW;11956.00;EUR;17.79;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;6;MW;6;MW;2950.00;EUR/MW;17700.00;EUR;17.56;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;6;MW;6;MW;2962.50;EUR/MW;17775.00;EUR;17.63;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;6;MW;6;MW;2975.00;EUR/MW;17850.00;EUR;17.71;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;6;MW;6;MW;2987.50;EUR/MW;17925.00;EUR;17.78;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;6;MW;6;MW;3000.00;EUR/MW;18000.00;EUR;17.86;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;6;MW;6;MW;3012.50;EUR/MW;18075.00;EUR;17.93;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;6;MW;6;MW;3025.00;EUR/MW;18150.00;EUR;18.01;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;6;MW;6;MW;3037.50;EUR/MW;18225.00;EUR;18.08;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;6;MW;6;MW;3050.00;EUR/MW;18300.00;EUR;18.15;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;6;MW;6;MW;3062.50;EUR/MW;18375.00;EUR;18.23;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;6;MW;6;MW;3075.00;EUR/MW;18450.00;EUR;18.30;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;6;MW;6;MW;3087.50;EUR/MW;18525.00;EUR;18.38;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;8;MW;8;MW;3100.00;EUR/MW;24800.00;EUR;18.45;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;4;MW;4;MW;3110.00;EUR/MW;12440.00;EUR;18.51;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;4;MW;4;MW;3182.50;EUR/MW;12730.00;EUR;18.94;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;4;MW;4;MW;3255.00;EUR/MW;13020.00;EUR;19.38;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;4;MW;4;MW;3327.50;EUR/MW;13310.00;EUR;19.81;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;4;MW;4;MW;3400.00;EUR/MW;13600.00;EUR;20.24;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;4;MW;4;MW;2946.00;EUR/MW;11784.00;EUR;17.54;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;4;MW;4;MW;3020.00;EUR/MW;12080.00;EUR;17.98;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;10;MW;10;MW;2961.00;EUR/MW;29610.00;EUR;17.62;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;15;MW;15;MW;2968.00;EUR/MW;44520.00;EUR;17.67;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;26;MW;26;MW;2972.00;EUR/MW;77272.00;EUR;17.69;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;4;MW;4;MW;3100.00;EUR/MW;12400.00;EUR;18.45;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;4;MW;4;MW;3118.75;EUR/MW;12475.00;EUR;18.56;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;4;MW;4;MW;3137.50;EUR/MW;12550.00;EUR;18.68;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;4;MW;4;MW;3156.25;EUR/MW;12625.00;EUR;18.79;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;4;MW;4;MW;3175.00;EUR/MW;12700.00;EUR;18.90;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;5;MW;5;MW;3180.00;EUR/MW;15900.00;EUR;18.93;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;5;MW;5;MW;3186.43;EUR/MW;15932.15;EUR;18.97;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;5;MW;5;MW;3192.86;EUR/MW;15964.30;EUR;19.01;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;5;MW;5;MW;3199.29;EUR/MW;15996.45;EUR;19.04;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;5;MW;5;MW;3205.71;EUR/MW;16028.55;EUR;19.08;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;5;MW;5;MW;3212.14;EUR/MW;16060.70;EUR;19.12;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;5;MW;5;MW;3218.57;EUR/MW;16092.85;EUR;19.16;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;6;MW;6;MW;3225.00;EUR/MW;19350.00;EUR;19.20;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;8;MW;8;MW;3250.00;EUR/MW;26000.00;EUR;19.35;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;8;MW;8;MW;3275.00;EUR/MW;26200.00;EUR;19.49;EUR/MWh*;DE
PRL_17_KW08;Primary control Auction;10;MW;10;MW;3300.00;EUR/MW;33000.00;EUR;19.64;EUR/MWh*;DE
PRL_17_KW09;Primary control Auction;1;MW;1;MW;3141.00;EUR/MW;3141.00;EUR;18.70;EUR/MWh*;CH
PRL_17_KW09;Primary control Auction;1;MW;1;MW;3075.00;EUR/MW;3075.00;EUR;18.30;EUR/MWh*;CH
PRL_17_KW09;Primary control Auction;1;MW;1;MW;3200.00;EUR/MW;3200.00;EUR;19.05;EUR/MWh*;CH
PRL_17_KW09;Primary control Auction;3;MW;3;MW;2520.00;EUR/MW;7560.00;EUR;15.00;EUR/MWh*;CH
PRL_17_KW09;Primary control Auction;3;MW;3;MW;2604.00;EUR/MW;7812.00;EUR;15.50;EUR/MWh*;CH
PRL_17_KW09;Primary control Auction;3;MW;3;MW;2822.40;EUR/MW;8467.20;EUR;16.80;EUR/MWh*;CH
PRL_17_KW09;Primary control Auction;1;MW;1;MW;3061.00;EUR/MW;3061.00;EUR;18.22;EUR/MWh*;CH
PRL_17_KW09;Primary control Auction;1;MW;1;MW;3063.00;EUR/MW;3063.00;EUR;18.23;EUR/MWh*;CH
PRL_17_KW09;Primary control Auction;1;MW;1;MW;3064.00;EUR/MW;3064.00;EUR;18.24;EUR/MWh*;CH
PRL_17_KW09;Primary control Auction;1;MW;1;MW;3066.00;EUR/MW;3066.00;EUR;18.25;EUR/MWh*;CH
PRL_17_KW09;Primary control Auction;1;MW;1;MW;3068.00;EUR/MW;3068.00;EUR;18.26;EUR/MWh*;CH
PRL_17_KW09;Primary control Auction;1;MW;1;MW;3078.00;EUR/MW;3078.00;EUR;18.32;EUR/MWh*;CH
PRL_17_KW09;Primary control Auction;1;MW;1;MW;3088.00;EUR/MW;3088.00;EUR;18.38;EUR/MWh*;CH
PRL_17_KW09;Primary control Auction;1;MW;1;MW;3098.00;EUR/MW;3098.00;EUR;18.44;EUR/MWh*;CH
PRL_17_KW09;Primary control Auction;1;MW;1;MW;3108.00;EUR/MW;3108.00;EUR;18.50;EUR/MWh*;CH
PRL_17_KW09;Primary control Auction;1;MW;1;MW;3118.00;EUR/MW;3118.00;EUR;18.56;EUR/MWh*;CH
PRL_17_KW09;Primary control Auction;1;MW;1;MW;3128.00;EUR/MW;3128.00;EUR;18.62;EUR/MWh*;CH
PRL_17_KW09;Primary control Auction;1;MW;1;MW;3138.00;EUR/MW;3138.00;EUR;18.68;EUR/MWh*;CH
PRL_17_KW09;Primary control Auction;1;MW;1;MW;3148.00;EUR/MW;3148.00;EUR;18.74;EUR/MWh*;CH
PRL_17_KW09;Primary control Auction;1;MW;1;MW;3158.00;EUR/MW;3158.00;EUR;18.80;EUR/MWh*;CH
PRL_17_KW09;Primary control Auction;1;MW;1;MW;3168.00;EUR/MW;3168.00;EUR;18.86;EUR/MWh*;CH
PRL_17_KW09;Primary control Auction;1;MW;1;MW;3179.00;EUR/MW;3179.00;EUR;18.92;EUR/MWh*;CH
PRL_17_KW09;Primary control Auction;1;MW;1;MW;3189.00;EUR/MW;3189.00;EUR;18.98;EUR/MWh*;CH
PRL_17_KW09;Primary control Auction;1;MW;1;MW;3199.00;EUR/MW;3199.00;EUR;19.04;EUR/MWh*;CH
PRL_17_KW09;Primary control Auction;1;MW;1;MW;3209.00;EUR/MW;3209.00;EUR;19.10;EUR/MWh*;CH
PRL_17_KW09;Primary control Auction;1;MW;1;MW;3219.00;EUR/MW;3219.00;EUR;19.16;EUR/MWh*;CH
PRL_17_KW09;Primary control Auction;1;MW;1;MW;3229.00;EUR/MW;3229.00;EUR;19.22;EUR/MWh*;CH
PRL_17_KW09;Primary control Auction;1;MW;1;MW;3239.00;EUR/MW;3239.00;EUR;19.28;EUR/MWh*;CH
PRL_17_KW09;Primary control Auction;2;MW;2;MW;2991.00;EUR/MW;5982.00;EUR;17.80;EUR/MWh*;CH
PRL_17_KW09;Primary control Auction;1;MW;1;MW;2993.00;EUR/MW;2993.00;EUR;17.82;EUR/MWh*;CH
