Ausschreibung;Beschreibung;Angebotenes Volumen;Einheit;Zugesprochenes Volumen;Einheit;Leistungspreis;Einheit;Kosten;Einheit;Preis;Einheit;Land
TRL+_17_01_10;Tertiary Power UP 16:00 bis 20:00;20;MW;20;MW;24.70;CHF/MW;494.00;CHF;6.18;CHF/MWh*;CH
TRL+_17_01_10;Tertiary Power UP 16:00 bis 20:00;10;MW;10;MW;28.00;CHF/MW;280.00;CHF;7.00;CHF/MWh*;CH
TRL+_17_01_10;Tertiary Power UP 16:00 bis 20:00;10;MW;0;MW;32.00;CHF/MW;0.00;CHF;8.00;CHF/MWh*;CH
TRL+_17_01_10;Tertiary Power UP 16:00 bis 20:00;11;MW;11;MW;34.00;CHF/MW;374.00;CHF;8.50;CHF/MWh*;CH
TRL+_17_01_10;Tertiary Power UP 16:00 bis 20:00;60;MW;0;MW;58.00;CHF/MW;0.00;CHF;14.50;CHF/MWh*;CH
TRL+_17_01_10;Tertiary Power UP 16:00 bis 20:00;10;MW;0;MW;36.00;CHF/MW;0.00;CHF;9.00;CHF/MWh*;CH
TRL+_17_01_10;Tertiary Power UP 16:00 bis 20:00;10;MW;0;MW;48.00;CHF/MW;0.00;CHF;12.00;CHF/MWh*;CH
TRL+_17_01_10;Tertiary Power UP 16:00 bis 20:00;20;MW;0;MW;68.00;CHF/MW;0.00;CHF;17.00;CHF/MWh*;CH
TRL+_17_01_10;Tertiary Power UP 16:00 bis 20:00;20;MW;0;MW;32.00;CHF/MW;0.00;CHF;8.00;CHF/MWh*;CH
TRL+_17_01_10;Tertiary Power UP 16:00 bis 20:00;5;MW;5;MW;26.00;CHF/MW;130.00;CHF;6.50;CHF/MWh*;CH
TRL+_17_01_10;Tertiary Power UP 16:00 bis 20:00;10;MW;0;MW;66.40;CHF/MW;0.00;CHF;16.60;CHF/MWh*;CH
TRL+_17_01_10;Tertiary Power UP 16:00 bis 20:00;50;MW;0;MW;79.00;CHF/MW;0.00;CHF;19.75;CHF/MWh*;CH
TRL+_17_01_10;Tertiary Power UP 16:00 bis 20:00;50;MW;0;MW;97.00;CHF/MW;0.00;CHF;24.25;CHF/MWh*;CH
TRL+_17_01_10;Tertiary Power UP 16:00 bis 20:00;35;MW;0;MW;147.00;CHF/MW;0.00;CHF;36.75;CHF/MWh*;CH
TRL+_17_01_10;Tertiary Power UP 16:00 bis 20:00;5;MW;5;MW;12.00;CHF/MW;60.00;CHF;3.00;CHF/MWh*;CH
TRL+_17_01_10;Tertiary Power UP 16:00 bis 20:00;5;MW;5;MW;28.00;CHF/MW;140.00;CHF;7.00;CHF/MWh*;CH
TRL+_17_01_10;Tertiary Power UP 16:00 bis 20:00;65;MW;50;MW;25.00;CHF/MW;1250.00;CHF;6.25;CHF/MWh*;CH
TRL+_17_01_10;Tertiary Power UP 16:00 bis 20:00;60;MW;40;MW;28.00;CHF/MW;1120.00;CHF;7.00;CHF/MWh*;CH
TRL+_17_01_10;Tertiary Power UP 16:00 bis 20:00;50;MW;0;MW;3333.00;CHF/MW;0.00;CHF;833.25;CHF/MWh*;CH
TRL+_17_01_10;Tertiary Power UP 16:00 bis 20:00;10;MW;0;MW;34.50;CHF/MW;0.00;CHF;8.62;CHF/MWh*;CH
TRL+_17_01_10;Tertiary Power UP 16:00 bis 20:00;7;MW;7;MW;28.00;CHF/MW;196.00;CHF;7.00;CHF/MWh*;CH
TRL+_17_01_10;Tertiary Power UP 16:00 bis 20:00;5;MW;5;MW;29.00;CHF/MW;145.00;CHF;7.25;CHF/MWh*;CH
TRL+_17_01_10;Tertiary Power UP 16:00 bis 20:00;5;MW;5;MW;31.80;CHF/MW;159.00;CHF;7.95;CHF/MWh*;CH
TRL+_17_01_10;Tertiary Power UP 20:00 bis 24:00;20;MW;20;MW;14.70;CHF/MW;294.00;CHF;3.68;CHF/MWh*;CH
TRL+_17_01_10;Tertiary Power UP 20:00 bis 24:00;10;MW;10;MW;14.00;CHF/MW;140.00;CHF;3.50;CHF/MWh*;CH
TRL+_17_01_10;Tertiary Power UP 20:00 bis 24:00;10;MW;10;MW;15.50;CHF/MW;155.00;CHF;3.88;CHF/MWh*;CH
TRL+_17_01_10;Tertiary Power UP 20:00 bis 24:00;10;MW;0;MW;17.00;CHF/MW;0.00;CHF;4.25;CHF/MWh*;CH
TRL+_17_01_10;Tertiary Power UP 20:00 bis 24:00;9;MW;9;MW;15.50;CHF/MW;139.50;CHF;3.88;CHF/MWh*;CH
TRL+_17_01_10;Tertiary Power UP 20:00 bis 24:00;60;MW;0;MW;34.00;CHF/MW;0.00;CHF;8.50;CHF/MWh*;CH
TRL+_17_01_10;Tertiary Power UP 20:00 bis 24:00;10;MW;0;MW;18.00;CHF/MW;0.00;CHF;4.50;CHF/MWh*;CH
TRL+_17_01_10;Tertiary Power UP 20:00 bis 24:00;10;MW;0;MW;22.00;CHF/MW;0.00;CHF;5.50;CHF/MWh*;CH
TRL+_17_01_10;Tertiary Power UP 20:00 bis 24:00;20;MW;0;MW;26.00;CHF/MW;0.00;CHF;6.50;CHF/MWh*;CH
TRL+_17_01_10;Tertiary Power UP 20:00 bis 24:00;40;MW;0;MW;16.00;CHF/MW;0.00;CHF;4.00;CHF/MWh*;CH
TRL+_17_01_10;Tertiary Power UP 20:00 bis 24:00;10;MW;0;MW;17.00;CHF/MW;0.00;CHF;4.25;CHF/MWh*;CH
TRL+_17_01_10;Tertiary Power UP 20:00 bis 24:00;75;MW;0;MW;17.40;CHF/MW;0.00;CHF;4.35;CHF/MWh*;CH
TRL+_17_01_10;Tertiary Power UP 20:00 bis 24:00;50;MW;0;MW;22.40;CHF/MW;0.00;CHF;5.60;CHF/MWh*;CH
TRL+_17_01_10;Tertiary Power UP 20:00 bis 24:00;35;MW;0;MW;87.00;CHF/MW;0.00;CHF;21.75;CHF/MWh*;CH
TRL+_17_01_10;Tertiary Power UP 20:00 bis 24:00;5;MW;5;MW;5.00;CHF/MW;25.00;CHF;1.25;CHF/MWh*;CH
TRL+_17_01_10;Tertiary Power UP 20:00 bis 24:00;5;MW;5;MW;16.00;CHF/MW;80.00;CHF;4.00;CHF/MWh*;CH
TRL+_17_01_10;Tertiary Power UP 20:00 bis 24:00;65;MW;50;MW;9.00;CHF/MW;450.00;CHF;2.25;CHF/MWh*;CH
TRL+_17_01_10;Tertiary Power UP 20:00 bis 24:00;60;MW;40;MW;14.50;CHF/MW;580.00;CHF;3.62;CHF/MWh*;CH
TRL+_17_01_10;Tertiary Power UP 20:00 bis 24:00;50;MW;0;MW;1300.00;CHF/MW;0.00;CHF;325.00;CHF/MWh*;CH
TRL+_17_01_10;Tertiary Power UP 20:00 bis 24:00;15;MW;15;MW;16.40;CHF/MW;246.00;CHF;4.10;CHF/MWh*;CH
TRL+_17_01_10;Tertiary Power UP 20:00 bis 24:00;10;MW;0;MW;17.30;CHF/MW;0.00;CHF;4.32;CHF/MWh*;CH
TRL+_17_01_10;Tertiary Power UP 20:00 bis 24:00;7;MW;0;MW;16.00;CHF/MW;0.00;CHF;4.00;CHF/MWh*;CH
TRL+_17_01_10;Tertiary Power UP 20:00 bis 24:00;5;MW;0;MW;16.00;CHF/MW;0.00;CHF;4.00;CHF/MWh*;CH
TRL+_17_01_10;Tertiary Power UP 20:00 bis 24:00;5;MW;0;MW;18.44;CHF/MW;0.00;CHF;4.61;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 00:00 bis 04:00;20;MW;0;MW;0.84;CHF/MW;0.00;CHF;0.21;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 00:00 bis 04:00;10;MW;10;MW;0.80;CHF/MW;8.00;CHF;0.20;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 00:00 bis 04:00;50;MW;50;MW;0.65;CHF/MW;32.50;CHF;0.16;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 00:00 bis 04:00;50;MW;50;MW;0.75;CHF/MW;37.50;CHF;0.19;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 00:00 bis 04:00;50;MW;0;MW;1.40;CHF/MW;0.00;CHF;0.35;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 00:00 bis 04:00;50;MW;0;MW;9.00;CHF/MW;0.00;CHF;2.25;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 00:00 bis 04:00;10;MW;0;MW;1.55;CHF/MW;0.00;CHF;0.39;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 00:00 bis 04:00;60;MW;0;MW;40.00;CHF/MW;0.00;CHF;10.00;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 00:00 bis 04:00;5;MW;0;MW;1.00;CHF/MW;0.00;CHF;0.25;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 00:00 bis 04:00;10;MW;0;MW;1.00;CHF/MW;0.00;CHF;0.25;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 00:00 bis 04:00;5;MW;0;MW;1.00;CHF/MW;0.00;CHF;0.25;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 00:00 bis 04:00;5;MW;5;MW;0.91;CHF/MW;4.55;CHF;0.23;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 00:00 bis 04:00;5;MW;0;MW;1.09;CHF/MW;0.00;CHF;0.27;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 00:00 bis 04:00;10;MW;0;MW;1.40;CHF/MW;0.00;CHF;0.35;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 00:00 bis 04:00;10;MW;0;MW;1.90;CHF/MW;0.00;CHF;0.48;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 00:00 bis 04:00;20;MW;0;MW;2.40;CHF/MW;0.00;CHF;0.60;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 00:00 bis 04:00;8;MW;0;MW;1.50;CHF/MW;0.00;CHF;0.38;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 00:00 bis 04:00;10;MW;0;MW;1.30;CHF/MW;0.00;CHF;0.32;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 00:00 bis 04:00;10;MW;0;MW;1.60;CHF/MW;0.00;CHF;0.40;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 00:00 bis 04:00;10;MW;0;MW;1.90;CHF/MW;0.00;CHF;0.48;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 00:00 bis 04:00;15;MW;0;MW;0.90;CHF/MW;0.00;CHF;0.22;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 00:00 bis 04:00;10;MW;0;MW;1.10;CHF/MW;0.00;CHF;0.28;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 00:00 bis 04:00;7;MW;0;MW;1.60;CHF/MW;0.00;CHF;0.40;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 00:00 bis 04:00;80;MW;50;MW;0.90;CHF/MW;45.00;CHF;0.22;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 00:00 bis 04:00;80;MW;0;MW;9.90;CHF/MW;0.00;CHF;2.48;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 00:00 bis 04:00;50;MW;0;MW;99.00;CHF/MW;0.00;CHF;24.75;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 00:00 bis 04:00;10;MW;0;MW;11.10;CHF/MW;0.00;CHF;2.78;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 00:00 bis 04:00;25;MW;0;MW;21.10;CHF/MW;0.00;CHF;5.28;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 00:00 bis 04:00;27;MW;0;MW;18.10;CHF/MW;0.00;CHF;4.52;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 04:00 bis 08:00;20;MW;20;MW;5.40;CHF/MW;108.00;CHF;1.35;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 04:00 bis 08:00;10;MW;10;MW;6.50;CHF/MW;65.00;CHF;1.62;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 04:00 bis 08:00;50;MW;50;MW;7.10;CHF/MW;355.00;CHF;1.78;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 04:00 bis 08:00;70;MW;0;MW;9.40;CHF/MW;0.00;CHF;2.35;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 04:00 bis 08:00;50;MW;0;MW;55.00;CHF/MW;0.00;CHF;13.75;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 04:00 bis 08:00;10;MW;0;MW;7.30;CHF/MW;0.00;CHF;1.82;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 04:00 bis 08:00;60;MW;0;MW;35.00;CHF/MW;0.00;CHF;8.75;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 04:00 bis 08:00;5;MW;5;MW;7.00;CHF/MW;35.00;CHF;1.75;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 04:00 bis 08:00;10;MW;10;MW;6.00;CHF/MW;60.00;CHF;1.50;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 04:00 bis 08:00;5;MW;5;MW;6.00;CHF/MW;30.00;CHF;1.50;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 04:00 bis 08:00;6;MW;5;MW;4.99;CHF/MW;24.95;CHF;1.25;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 04:00 bis 08:00;10;MW;10;MW;6.60;CHF/MW;66.00;CHF;1.65;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 04:00 bis 08:00;10;MW;0;MW;7.20;CHF/MW;0.00;CHF;1.80;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 04:00 bis 08:00;20;MW;0;MW;9.00;CHF/MW;0.00;CHF;2.25;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 04:00 bis 08:00;8;MW;8;MW;6.50;CHF/MW;52.00;CHF;1.62;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 04:00 bis 08:00;10;MW;10;MW;6.90;CHF/MW;69.00;CHF;1.72;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 04:00 bis 08:00;10;MW;0;MW;7.50;CHF/MW;0.00;CHF;1.88;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 04:00 bis 08:00;15;MW;15;MW;3.20;CHF/MW;48.00;CHF;0.80;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 04:00 bis 08:00;10;MW;10;MW;3.50;CHF/MW;35.00;CHF;0.88;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 04:00 bis 08:00;7;MW;5;MW;6.60;CHF/MW;33.00;CHF;1.65;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 04:00 bis 08:00;80;MW;0;MW;33.00;CHF/MW;0.00;CHF;8.25;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 04:00 bis 08:00;80;MW;0;MW;89.00;CHF/MW;0.00;CHF;22.25;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 04:00 bis 08:00;50;MW;0;MW;1055.00;CHF/MW;0.00;CHF;263.75;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 04:00 bis 08:00;10;MW;0;MW;25.10;CHF/MW;0.00;CHF;6.28;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 04:00 bis 08:00;25;MW;0;MW;40.10;CHF/MW;0.00;CHF;10.02;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 04:00 bis 08:00;27;MW;0;MW;32.10;CHF/MW;0.00;CHF;8.02;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 08:00 bis 12:00;20;MW;20;MW;17.40;CHF/MW;348.00;CHF;4.35;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 08:00 bis 12:00;10;MW;10;MW;20.50;CHF/MW;205.00;CHF;5.12;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 08:00 bis 12:00;50;MW;0;MW;22.00;CHF/MW;0.00;CHF;5.50;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 08:00 bis 12:00;50;MW;0;MW;29.00;CHF/MW;0.00;CHF;7.25;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 08:00 bis 12:00;35;MW;0;MW;127.00;CHF/MW;0.00;CHF;31.75;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 08:00 bis 12:00;10;MW;10;MW;19.80;CHF/MW;198.00;CHF;4.95;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 08:00 bis 12:00;60;MW;20;MW;20.75;CHF/MW;415.00;CHF;5.19;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 08:00 bis 12:00;5;MW;5;MW;15.00;CHF/MW;75.00;CHF;3.75;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 08:00 bis 12:00;10;MW;10;MW;19.00;CHF/MW;190.00;CHF;4.75;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 08:00 bis 12:00;5;MW;5;MW;19.00;CHF/MW;95.00;CHF;4.75;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 08:00 bis 12:00;5;MW;5;MW;18.99;CHF/MW;94.95;CHF;4.75;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 08:00 bis 12:00;10;MW;10;MW;22.00;CHF/MW;220.00;CHF;5.50;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 08:00 bis 12:00;10;MW;0;MW;29.00;CHF/MW;0.00;CHF;7.25;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 08:00 bis 12:00;20;MW;0;MW;48.00;CHF/MW;0.00;CHF;12.00;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 08:00 bis 12:00;8;MW;8;MW;19.50;CHF/MW;156.00;CHF;4.88;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 08:00 bis 12:00;10;MW;10;MW;21.00;CHF/MW;210.00;CHF;5.25;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 08:00 bis 12:00;30;MW;30;MW;18.00;CHF/MW;540.00;CHF;4.50;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 08:00 bis 12:00;10;MW;10;MW;14.00;CHF/MW;140.00;CHF;3.50;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 08:00 bis 12:00;10;MW;10;MW;15.50;CHF/MW;155.00;CHF;3.88;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 08:00 bis 12:00;7;MW;0;MW;20.60;CHF/MW;0.00;CHF;5.15;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 08:00 bis 12:00;65;MW;0;MW;139.00;CHF/MW;0.00;CHF;34.75;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 08:00 bis 12:00;60;MW;0;MW;89.00;CHF/MW;0.00;CHF;22.25;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 08:00 bis 12:00;50;MW;0;MW;3020.00;CHF/MW;0.00;CHF;755.00;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 08:00 bis 12:00;10;MW;0;MW;70.10;CHF/MW;0.00;CHF;17.52;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 08:00 bis 12:00;25;MW;0;MW;120.10;CHF/MW;0.00;CHF;30.02;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 08:00 bis 12:00;27;MW;0;MW;90.10;CHF/MW;0.00;CHF;22.52;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 12:00 bis 16:00;19;MW;19;MW;10.40;CHF/MW;197.60;CHF;2.60;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 12:00 bis 16:00;10;MW;10;MW;14.00;CHF/MW;140.00;CHF;3.50;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 12:00 bis 16:00;50;MW;0;MW;15.00;CHF/MW;0.00;CHF;3.75;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 12:00 bis 16:00;50;MW;0;MW;22.00;CHF/MW;0.00;CHF;5.50;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 12:00 bis 16:00;35;MW;0;MW;27.00;CHF/MW;0.00;CHF;6.75;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 12:00 bis 16:00;10;MW;9;MW;13.90;CHF/MW;125.10;CHF;3.48;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 12:00 bis 16:00;60;MW;0;MW;44.00;CHF/MW;0.00;CHF;11.00;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 12:00 bis 16:00;5;MW;5;MW;11.00;CHF/MW;55.00;CHF;2.75;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 12:00 bis 16:00;10;MW;10;MW;13.00;CHF/MW;130.00;CHF;3.25;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 12:00 bis 16:00;5;MW;5;MW;13.00;CHF/MW;65.00;CHF;3.25;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 12:00 bis 16:00;5;MW;5;MW;10.95;CHF/MW;54.75;CHF;2.74;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 12:00 bis 16:00;5;MW;5;MW;11.90;CHF/MW;59.50;CHF;2.98;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 12:00 bis 16:00;10;MW;10;MW;12.00;CHF/MW;120.00;CHF;3.00;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 12:00 bis 16:00;10;MW;0;MW;18.00;CHF/MW;0.00;CHF;4.50;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 12:00 bis 16:00;20;MW;0;MW;22.00;CHF/MW;0.00;CHF;5.50;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 12:00 bis 16:00;8;MW;8;MW;14.50;CHF/MW;116.00;CHF;3.62;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 12:00 bis 16:00;10;MW;10;MW;14.00;CHF/MW;140.00;CHF;3.50;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 12:00 bis 16:00;10;MW;0;MW;17.00;CHF/MW;0.00;CHF;4.25;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 12:00 bis 16:00;40;MW;40;MW;12.50;CHF/MW;500.00;CHF;3.12;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 12:00 bis 16:00;10;MW;10;MW;10.00;CHF/MW;100.00;CHF;2.50;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 12:00 bis 16:00;10;MW;10;MW;11.50;CHF/MW;115.00;CHF;2.88;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 12:00 bis 16:00;7;MW;7;MW;13.60;CHF/MW;95.20;CHF;3.40;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 12:00 bis 16:00;65;MW;0;MW;127.00;CHF/MW;0.00;CHF;31.75;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 12:00 bis 16:00;60;MW;0;MW;99.00;CHF/MW;0.00;CHF;24.75;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 12:00 bis 16:00;50;MW;0;MW;1030.00;CHF/MW;0.00;CHF;257.50;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 12:00 bis 16:00;10;MW;0;MW;45.10;CHF/MW;0.00;CHF;11.28;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 12:00 bis 16:00;25;MW;0;MW;80.10;CHF/MW;0.00;CHF;20.02;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 12:00 bis 16:00;27;MW;0;MW;60.10;CHF/MW;0.00;CHF;15.02;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 16:00 bis 20:00;20;MW;20;MW;21.40;CHF/MW;428.00;CHF;5.35;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 16:00 bis 20:00;10;MW;0;MW;30.00;CHF/MW;0.00;CHF;7.50;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 16:00 bis 20:00;50;MW;0;MW;39.00;CHF/MW;0.00;CHF;9.75;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 16:00 bis 20:00;50;MW;0;MW;42.00;CHF/MW;0.00;CHF;10.50;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 16:00 bis 20:00;35;MW;0;MW;48.00;CHF/MW;0.00;CHF;12.00;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 16:00 bis 20:00;10;MW;10;MW;26.30;CHF/MW;263.00;CHF;6.58;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 16:00 bis 20:00;60;MW;40;MW;27.25;CHF/MW;1090.00;CHF;6.81;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 16:00 bis 20:00;5;MW;5;MW;18.00;CHF/MW;90.00;CHF;4.50;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 16:00 bis 20:00;10;MW;10;MW;25.00;CHF/MW;250.00;CHF;6.25;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 16:00 bis 20:00;5;MW;5;MW;25.00;CHF/MW;125.00;CHF;6.25;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 16:00 bis 20:00;5;MW;5;MW;24.25;CHF/MW;121.25;CHF;6.06;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 16:00 bis 20:00;10;MW;10;MW;24.00;CHF/MW;240.00;CHF;6.00;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 16:00 bis 20:00;10;MW;0;MW;29.00;CHF/MW;0.00;CHF;7.25;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 16:00 bis 20:00;20;MW;0;MW;32.00;CHF/MW;0.00;CHF;8.00;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 16:00 bis 20:00;8;MW;8;MW;26.00;CHF/MW;208.00;CHF;6.50;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 16:00 bis 20:00;10;MW;10;MW;26.50;CHF/MW;265.00;CHF;6.62;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 16:00 bis 20:00;10;MW;0;MW;28.00;CHF/MW;0.00;CHF;7.00;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 16:00 bis 20:00;20;MW;20;MW;22.00;CHF/MW;440.00;CHF;5.50;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 16:00 bis 20:00;5;MW;5;MW;18.00;CHF/MW;90.00;CHF;4.50;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 16:00 bis 20:00;10;MW;10;MW;21.50;CHF/MW;215.00;CHF;5.38;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 16:00 bis 20:00;5;MW;5;MW;27.00;CHF/MW;135.00;CHF;6.75;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 16:00 bis 20:00;7;MW;0;MW;28.00;CHF/MW;0.00;CHF;7.00;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 16:00 bis 20:00;65;MW;0;MW;146.00;CHF/MW;0.00;CHF;36.50;CHF/MWh*;CH
TRL+_17_01_11;Tertiary Power UP 16:00 bis 20:00;60;MW;0;MW;119.00;CHF/MW;0.00;CHF;29.75;CHF/MWh*;CH
