Ausschreibung;Beschreibung;Angebotenes Volumen;Einheit;Zugesprochenes Volumen;Einheit;Leistungspreis;Einheit;Kosten;Einheit;Preis;Einheit;Land;Angebotspreis;Einheit;Teilbarkeit
SRL_24_KW10_S1;Secondary control Auction SRL-;5;MW;5;MW;5409.60;CHF/MW;27048.00;CHF;32.20;CHF/MWh*;CH;32.20;CHF/MWh*;
SRL_24_KW10_S1;Secondary control Auction SRL-;5;MW;5;MW;4821.60;CHF/MW;24108.00;CHF;28.70;CHF/MWh*;CH;28.70;CHF/MWh*;
SRL_24_KW10_S1;Secondary control Auction SRL-;5;MW;5;MW;5407.92;CHF/MW;27039.60;CHF;32.19;CHF/MWh*;CH;32.19;CHF/MWh*;
SRL_24_KW10_S1;Secondary control Auction SRL-;5;MW;5;MW;4821.60;CHF/MW;24108.00;CHF;28.70;CHF/MWh*;CH;28.70;CHF/MWh*;
SRL_24_KW10_S1;Secondary control Auction SRL-;100;MW;100;MW;3427.20;CHF/MW;342720.00;CHF;20.40;CHF/MWh*;CH;20.40;CHF/MWh*;
SRL_24_KW10_S1;Secondary control Auction SRL-;40;MW;40;MW;4334.40;CHF/MW;173376.00;CHF;25.80;CHF/MWh*;CH;25.80;CHF/MWh*;
SRL_24_KW10_S1;Secondary control Auction SRL-;5;MW;5;MW;4263.00;CHF/MW;21315.00;CHF;25.38;CHF/MWh*;CH;25.38;CHF/MWh*;
SRL_24_KW10_S1;Secondary control Auction SRL-;30;MW;30;MW;4012.00;CHF/MW;120360.00;CHF;23.88;CHF/MWh*;CH;23.88;CHF/MWh*;
SRL_24_KW10_S1;Secondary control Auction SRL-;5;MW;5;MW;3912.72;CHF/MW;19563.60;CHF;23.29;CHF/MWh*;CH;23.29;CHF/MWh*;
SRL_24_KW11_S1;Secondary control Auction SRL+;5;MW;5;MW;2177.28;CHF/MW;10886.40;CHF;12.96;CHF/MWh*;CH;12.96;CHF/MWh*;
SRL_24_KW11_S1;Secondary control Auction SRL+;5;MW;5;MW;1886.64;CHF/MW;9433.20;CHF;11.23;CHF/MWh*;CH;11.23;CHF/MWh*;
SRL_24_KW11_S1;Secondary control Auction SRL+;7;MW;7;MW;1248.00;CHF/MW;8736.00;CHF;7.43;CHF/MWh*;CH;7.43;CHF/MWh*;
SRL_24_KW11_S1;Secondary control Auction SRL+;50;MW;50;MW;1930.00;CHF/MW;96500.00;CHF;11.49;CHF/MWh*;CH;11.49;CHF/MWh*;
SRL_24_KW11_S1;Secondary control Auction SRL+;30;MW;30;MW;1944.00;CHF/MW;58320.00;CHF;11.57;CHF/MWh*;CH;11.57;CHF/MWh*;
SRL_24_KW11_S1;Secondary control Auction SRL+;20;MW;20;MW;1323.00;CHF/MW;26460.00;CHF;7.88;CHF/MWh*;CH;7.88;CHF/MWh*;
SRL_24_KW11_S1;Secondary control Auction SRL+;5;MW;5;MW;1886.64;CHF/MW;9433.20;CHF;11.23;CHF/MWh*;CH;11.23;CHF/MWh*;
SRL_24_KW11_S1;Secondary control Auction SRL+;5;MW;5;MW;2177.28;CHF/MW;10886.40;CHF;12.96;CHF/MWh*;CH;12.96;CHF/MWh*;
SRL_24_KW11_S1;Secondary control Auction SRL+;10;MW;10;MW;1884.96;CHF/MW;18849.60;CHF;11.22;CHF/MWh*;CH;11.22;CHF/MWh*;
SRL_24_KW11_S1;Secondary control Auction SRL+;5;MW;5;MW;2175.60;CHF/MW;10878.00;CHF;12.95;CHF/MWh*;CH;12.95;CHF/MWh*;
SRL_24_KW11_S1;Secondary control Auction SRL+;7;MW;7;MW;1888.32;CHF/MW;13218.24;CHF;11.24;CHF/MWh*;CH;11.24;CHF/MWh*;
SRL_24_KW11_S1;Secondary control Auction SRL+;5;MW;5;MW;2178.96;CHF/MW;10894.80;CHF;12.97;CHF/MWh*;CH;12.97;CHF/MWh*;
SRL_24_KW11_S1;Secondary control Auction SRL+;5;MW;5;MW;2467.92;CHF/MW;12339.60;CHF;14.69;CHF/MWh*;CH;14.69;CHF/MWh*;
SRL_24_KW11_S1;Secondary control Auction SRL+;100;MW;100;MW;1579.20;CHF/MW;157920.00;CHF;9.40;CHF/MWh*;CH;9.40;CHF/MWh*;
SRL_24_KW11_S1;Secondary control Auction SRL+;36;MW;36;MW;2087.00;CHF/MW;75132.00;CHF;12.42;CHF/MWh*;CH;12.42;CHF/MWh*;
SRL_24_KW11_S1;Secondary control Auction SRL+;5;MW;5;MW;1737.54;CHF/MW;8687.70;CHF;10.34;CHF/MWh*;CH;10.34;CHF/MWh*;
SRL_24_KW11_S1;Secondary control Auction SRL-;10;MW;10;MW;5969.00;CHF/MW;59690.00;CHF;35.53;CHF/MWh*;CH;35.53;CHF/MWh*;
SRL_24_KW11_S1;Secondary control Auction SRL-;20;MW;20;MW;6069.00;CHF/MW;121380.00;CHF;36.12;CHF/MWh*;CH;36.12;CHF/MWh*;
SRL_24_KW11_S1;Secondary control Auction SRL-;15;MW;15;MW;4645.00;CHF/MW;69675.00;CHF;27.65;CHF/MWh*;CH;27.65;CHF/MWh*;
SRL_24_KW11_S1;Secondary control Auction SRL-;5;MW;5;MW;5090.40;CHF/MW;25452.00;CHF;30.30;CHF/MWh*;CH;30.30;CHF/MWh*;
SRL_24_KW11_S1;Secondary control Auction SRL-;10;MW;10;MW;5195.00;CHF/MW;51950.00;CHF;30.92;CHF/MWh*;CH;30.92;CHF/MWh*;
SRL_24_KW11_S1;Secondary control Auction SRL-;10;MW;10;MW;5088.72;CHF/MW;50887.20;CHF;30.29;CHF/MWh*;CH;30.29;CHF/MWh*;
SRL_24_KW11_S1;Secondary control Auction SRL-;5;MW;5;MW;5090.40;CHF/MW;25452.00;CHF;30.30;CHF/MWh*;CH;30.30;CHF/MWh*;
SRL_24_KW11_S1;Secondary control Auction SRL-;5;MW;5;MW;5090.40;CHF/MW;25452.00;CHF;30.30;CHF/MWh*;CH;30.30;CHF/MWh*;
SRL_24_KW11_S1;Secondary control Auction SRL-;5;MW;5;MW;5712.00;CHF/MW;28560.00;CHF;34.00;CHF/MWh*;CH;34.00;CHF/MWh*;
SRL_24_KW11_S1;Secondary control Auction SRL-;5;MW;5;MW;5090.40;CHF/MW;25452.00;CHF;30.30;CHF/MWh*;CH;30.30;CHF/MWh*;
SRL_24_KW11_S1;Secondary control Auction SRL-;5;MW;5;MW;5090.40;CHF/MW;25452.00;CHF;30.30;CHF/MWh*;CH;30.30;CHF/MWh*;
SRL_24_KW11_S1;Secondary control Auction SRL-;5;MW;5;MW;5712.00;CHF/MW;28560.00;CHF;34.00;CHF/MWh*;CH;34.00;CHF/MWh*;
SRL_24_KW11_S1;Secondary control Auction SRL-;5;MW;5;MW;5712.00;CHF/MW;28560.00;CHF;34.00;CHF/MWh*;CH;34.00;CHF/MWh*;
SRL_24_KW11_S1;Secondary control Auction SRL-;10;MW;10;MW;5963.00;CHF/MW;59630.00;CHF;35.49;CHF/MWh*;CH;35.49;CHF/MWh*;
SRL_24_KW11_S1;Secondary control Auction SRL-;5;MW;5;MW;5712.00;CHF/MW;28560.00;CHF;34.00;CHF/MWh*;CH;34.00;CHF/MWh*;
SRL_24_KW11_S1;Secondary control Auction SRL-;5;MW;5;MW;5710.32;CHF/MW;28551.60;CHF;33.99;CHF/MWh*;CH;33.99;CHF/MWh*;
SRL_24_KW11_S1;Secondary control Auction SRL-;100;MW;100;MW;3948.00;CHF/MW;394800.00;CHF;23.50;CHF/MWh*;CH;23.50;CHF/MWh*;
SRL_24_KW11_S1;Secondary control Auction SRL-;40;MW;40;MW;4620.00;CHF/MW;184800.00;CHF;27.50;CHF/MWh*;CH;27.50;CHF/MWh*;
SRL_24_KW11_S1;Secondary control Auction SRL-;30;MW;30;MW;5776.00;CHF/MW;173280.00;CHF;34.38;CHF/MWh*;CH;34.38;CHF/MWh*;
SRL_24_KW11_S1;Secondary control Auction SRL-;5;MW;5;MW;4423.44;CHF/MW;22117.20;CHF;26.33;CHF/MWh*;CH;26.33;CHF/MWh*;
SRL_24_KW12_S1;Secondary control Auction SRL+;30;MW;30;MW;1739.00;CHF/MW;52170.00;CHF;10.35;CHF/MWh*;CH;10.35;CHF/MWh*;
SRL_24_KW12_S1;Secondary control Auction SRL+;30;MW;30;MW;1356.00;CHF/MW;40680.00;CHF;8.07;CHF/MWh*;CH;8.07;CHF/MWh*;
SRL_24_KW12_S1;Secondary control Auction SRL+;5;MW;5;MW;2304.96;CHF/MW;11524.80;CHF;13.72;CHF/MWh*;CH;13.72;CHF/MWh*;
SRL_24_KW12_S1;Secondary control Auction SRL+;30;MW;30;MW;1954.00;CHF/MW;58620.00;CHF;11.63;CHF/MWh*;CH;11.63;CHF/MWh*;
SRL_24_KW12_S1;Secondary control Auction SRL+;7;MW;7;MW;1243.00;CHF/MW;8701.00;CHF;7.40;CHF/MWh*;CH;7.40;CHF/MWh*;
SRL_24_KW12_S1;Secondary control Auction SRL+;5;MW;5;MW;2306.64;CHF/MW;11533.20;CHF;13.73;CHF/MWh*;CH;13.73;CHF/MWh*;
SRL_24_KW12_S1;Secondary control Auction SRL+;8;MW;8;MW;2872.80;CHF/MW;22982.40;CHF;17.10;CHF/MWh*;CH;17.10;CHF/MWh*;
SRL_24_KW12_S1;Secondary control Auction SRL+;5;MW;5;MW;2304.96;CHF/MW;11524.80;CHF;13.72;CHF/MWh*;CH;13.72;CHF/MWh*;
SRL_24_KW12_S1;Secondary control Auction SRL+;5;MW;5;MW;2007.60;CHF/MW;10038.00;CHF;11.95;CHF/MWh*;CH;11.95;CHF/MWh*;
SRL_24_KW12_S1;Secondary control Auction SRL+;5;MW;5;MW;2303.28;CHF/MW;11516.40;CHF;13.71;CHF/MWh*;CH;13.71;CHF/MWh*;
SRL_24_KW12_S1;Secondary control Auction SRL+;10;MW;10;MW;2005.92;CHF/MW;20059.20;CHF;11.94;CHF/MWh*;CH;11.94;CHF/MWh*;
SRL_24_KW12_S1;Secondary control Auction SRL+;5;MW;5;MW;2009.28;CHF/MW;10046.40;CHF;11.96;CHF/MWh*;CH;11.96;CHF/MWh*;
SRL_24_KW12_S1;Secondary control Auction SRL+;5;MW;5;MW;2602.32;CHF/MW;13011.60;CHF;15.49;CHF/MWh*;CH;15.49;CHF/MWh*;
SRL_24_KW12_S1;Secondary control Auction SRL+;5;MW;5;MW;2007.60;CHF/MW;10038.00;CHF;11.95;CHF/MWh*;CH;11.95;CHF/MWh*;
SRL_24_KW12_S1;Secondary control Auction SRL+;100;MW;100;MW;1394.40;CHF/MW;139440.00;CHF;8.30;CHF/MWh*;CH;8.30;CHF/MWh*;
SRL_24_KW12_S1;Secondary control Auction SRL+;40;MW;40;MW;1898.40;CHF/MW;75936.00;CHF;11.30;CHF/MWh*;CH;11.30;CHF/MWh*;
SRL_24_KW12_S1;Secondary control Auction SRL+;5;MW;5;MW;1855.43;CHF/MW;9277.15;CHF;11.04;CHF/MWh*;CH;11.04;CHF/MWh*;
SRL_24_KW12_S1;Secondary control Auction SRL-;20;MW;20;MW;6443.00;CHF/MW;128860.00;CHF;38.35;CHF/MWh*;CH;38.35;CHF/MWh*;
SRL_24_KW12_S1;Secondary control Auction SRL-;5;MW;5;MW;6333.60;CHF/MW;31668.00;CHF;37.70;CHF/MWh*;CH;37.70;CHF/MWh*;
SRL_24_KW12_S1;Secondary control Auction SRL-;10;MW;10;MW;5946.00;CHF/MW;59460.00;CHF;35.39;CHF/MWh*;CH;35.39;CHF/MWh*;
SRL_24_KW12_S1;Secondary control Auction SRL-;5;MW;5;MW;6333.60;CHF/MW;31668.00;CHF;37.70;CHF/MWh*;CH;37.70;CHF/MWh*;
SRL_24_KW12_S1;Secondary control Auction SRL-;5;MW;5;MW;6333.60;CHF/MW;31668.00;CHF;37.70;CHF/MWh*;CH;37.70;CHF/MWh*;
SRL_24_KW12_S1;Secondary control Auction SRL-;10;MW;10;MW;6343.00;CHF/MW;63430.00;CHF;37.76;CHF/MWh*;CH;37.76;CHF/MWh*;
SRL_24_KW12_S1;Secondary control Auction SRL-;10;MW;10;MW;4987.00;CHF/MW;49870.00;CHF;29.68;CHF/MWh*;CH;29.68;CHF/MWh*;
SRL_24_KW12_S1;Secondary control Auction SRL-;15;MW;15;MW;4437.00;CHF/MW;66555.00;CHF;26.41;CHF/MWh*;CH;26.41;CHF/MWh*;
SRL_24_KW12_S1;Secondary control Auction SRL-;10;MW;10;MW;2956.00;CHF/MW;29560.00;CHF;17.60;CHF/MWh*;CH;17.60;CHF/MWh*;
SRL_24_KW12_S1;Secondary control Auction SRL-;5;MW;5;MW;6333.60;CHF/MW;31668.00;CHF;37.70;CHF/MWh*;CH;37.70;CHF/MWh*;
SRL_24_KW12_S1;Secondary control Auction SRL-;10;MW;10;MW;6331.92;CHF/MW;63319.20;CHF;37.69;CHF/MWh*;CH;37.69;CHF/MWh*;
SRL_24_KW12_S1;Secondary control Auction SRL-;5;MW;5;MW;6333.60;CHF/MW;31668.00;CHF;37.70;CHF/MWh*;CH;37.70;CHF/MWh*;
SRL_24_KW12_S1;Secondary control Auction SRL-;5;MW;5;MW;6552.00;CHF/MW;32760.00;CHF;39.00;CHF/MWh*;CH;39.00;CHF/MWh*;
SRL_24_KW12_S1;Secondary control Auction SRL-;5;MW;5;MW;7104.72;CHF/MW;35523.60;CHF;42.29;CHF/MWh*;CH;42.29;CHF/MWh*;
SRL_24_KW12_S1;Secondary control Auction SRL-;100;MW;100;MW;5241.60;CHF/MW;524160.00;CHF;31.20;CHF/MWh*;CH;31.20;CHF/MWh*;
SRL_24_KW12_S1;Secondary control Auction SRL-;40;MW;40;MW;5913.60;CHF/MW;236544.00;CHF;35.20;CHF/MWh*;CH;35.20;CHF/MWh*;
SRL_24_KW12_S1;Secondary control Auction SRL-;5;MW;5;MW;5112.24;CHF/MW;25561.20;CHF;30.43;CHF/MWh*;CH;30.43;CHF/MWh*;
SRL_24_KW12_S1;Secondary control Auction SRL-;5;MW;5;MW;6203.00;CHF/MW;31015.00;CHF;36.92;CHF/MWh*;CH;36.92;CHF/MWh*;
SRL_24_KW12_S1;Secondary control Auction SRL-;30;MW;30;MW;5838.00;CHF/MW;175140.00;CHF;34.75;CHF/MWh*;CH;34.75;CHF/MWh*;
SRL_24_KW13_S1;Secondary control Auction SRL+;30;MW;30;MW;1489.00;CHF/MW;44670.00;CHF;8.92;CHF/MWh*;CH;8.92;CHF/MWh*;
SRL_24_KW13_S1;Secondary control Auction SRL+;7;MW;7;MW;1360.00;CHF/MW;9520.00;CHF;8.14;CHF/MWh*;CH;8.14;CHF/MWh*;
SRL_24_KW13_S1;Secondary control Auction SRL+;10;MW;10;MW;3682.00;CHF/MW;36820.00;CHF;22.05;CHF/MWh*;CH;22.05;CHF/MWh*;
SRL_24_KW13_S1;Secondary control Auction SRL+;35;MW;35;MW;1974.00;CHF/MW;69090.00;CHF;11.82;CHF/MWh*;CH;11.82;CHF/MWh*;
SRL_24_KW13_S1;Secondary control Auction SRL+;5;MW;5;MW;2191.04;CHF/MW;10955.20;CHF;13.12;CHF/MWh*;CH;13.12;CHF/MWh*;
SRL_24_KW13_S1;Secondary control Auction SRL+;5;MW;5;MW;2498.32;CHF/MW;12491.60;CHF;14.96;CHF/MWh*;CH;14.96;CHF/MWh*;
SRL_24_KW13_S1;Secondary control Auction SRL+;5;MW;5;MW;3106.32;CHF/MW;15531.60;CHF;18.60;CHF/MWh*;CH;18.60;CHF/MWh*;
SRL_24_KW13_S1;Secondary control Auction SRL+;10;MW;10;MW;2202.48;CHF/MW;22024.80;CHF;13.19;CHF/MWh*;CH;13.19;CHF/MWh*;
SRL_24_KW13_S1;Secondary control Auction SRL+;5;MW;5;MW;2191.04;CHF/MW;10955.20;CHF;13.12;CHF/MWh*;CH;13.12;CHF/MWh*;
SRL_24_KW13_S1;Secondary control Auction SRL+;5;MW;5;MW;2824.08;CHF/MW;14120.40;CHF;16.91;CHF/MWh*;CH;16.91;CHF/MWh*;
SRL_24_KW13_S1;Secondary control Auction SRL+;5;MW;5;MW;2511.60;CHF/MW;12558.00;CHF;15.04;CHF/MWh*;CH;15.04;CHF/MWh*;
SRL_24_KW13_S1;Secondary control Auction SRL+;5;MW;5;MW;2205.84;CHF/MW;11029.20;CHF;13.21;CHF/MWh*;CH;13.21;CHF/MWh*;
SRL_24_KW13_S1;Secondary control Auction SRL+;5;MW;5;MW;2498.32;CHF/MW;12491.60;CHF;14.96;CHF/MWh*;CH;14.96;CHF/MWh*;
SRL_24_KW13_S1;Secondary control Auction SRL+;8;MW;8;MW;3089.50;CHF/MW;24716.00;CHF;18.50;CHF/MWh*;CH;18.50;CHF/MWh*;
SRL_24_KW13_S1;Secondary control Auction SRL+;5;MW;5;MW;2805.60;CHF/MW;14028.00;CHF;16.80;CHF/MWh*;CH;16.80;CHF/MWh*;
SRL_24_KW13_S1;Secondary control Auction SRL+;5;MW;5;MW;2514.96;CHF/MW;12574.80;CHF;15.06;CHF/MWh*;CH;15.06;CHF/MWh*;
SRL_24_KW13_S1;Secondary control Auction SRL+;100;MW;100;MW;1965.60;CHF/MW;196560.00;CHF;11.77;CHF/MWh*;CH;11.77;CHF/MWh*;
SRL_24_KW13_S1;Secondary control Auction SRL+;40;MW;40;MW;2805.60;CHF/MW;112224.00;CHF;16.80;CHF/MWh*;CH;16.80;CHF/MWh*;
SRL_24_KW13_S1;Secondary control Auction SRL+;5;MW;5;MW;1856.66;CHF/MW;9283.30;CHF;11.12;CHF/MWh*;CH;11.12;CHF/MWh*;
SRL_24_KW13_S1;Secondary control Auction SRL+;5;MW;5;MW;2882.00;CHF/MW;14410.00;CHF;17.26;CHF/MWh*;CH;17.26;CHF/MWh*;
SRL_24_KW13_S1;Secondary control Auction SRL-;15;MW;15;MW;8343.00;CHF/MW;125145.00;CHF;49.96;CHF/MWh*;CH;49.96;CHF/MWh*;
SRL_24_KW13_S1;Secondary control Auction SRL-;20;MW;20;MW;7882.00;CHF/MW;157640.00;CHF;47.20;CHF/MWh*;CH;47.20;CHF/MWh*;
SRL_24_KW13_S1;Secondary control Auction SRL-;10;MW;10;MW;8893.00;CHF/MW;88930.00;CHF;53.25;CHF/MWh*;CH;53.25;CHF/MWh*;
SRL_24_KW13_S1;Secondary control Auction SRL-;20;MW;20;MW;5962.00;CHF/MW;119240.00;CHF;35.70;CHF/MWh*;CH;35.70;CHF/MWh*;
SRL_24_KW13_S1;Secondary control Auction SRL-;5;MW;5;MW;8583.80;CHF/MW;42919.00;CHF;51.40;CHF/MWh*;CH;51.40;CHF/MWh*;
SRL_24_KW13_S1;Secondary control Auction SRL-;5;MW;5;MW;8583.80;CHF/MW;42919.00;CHF;51.40;CHF/MWh*;CH;51.40;CHF/MWh*;
SRL_24_KW13_S1;Secondary control Auction SRL-;10;MW;10;MW;6405.00;CHF/MW;64050.00;CHF;38.35;CHF/MWh*;CH;38.35;CHF/MWh*;
SRL_24_KW13_S1;Secondary control Auction SRL-;10;MW;10;MW;5862.00;CHF/MW;58620.00;CHF;35.10;CHF/MWh*;CH;35.10;CHF/MWh*;
SRL_24_KW13_S1;Secondary control Auction SRL-;5;MW;5;MW;8583.80;CHF/MW;42919.00;CHF;51.40;CHF/MWh*;CH;51.40;CHF/MWh*;
SRL_24_KW13_S1;Secondary control Auction SRL-;10;MW;10;MW;8633.52;CHF/MW;86335.20;CHF;51.70;CHF/MWh*;CH;51.70;CHF/MWh*;
SRL_24_KW13_S1;Secondary control Auction SRL-;5;MW;5;MW;8583.80;CHF/MW;42919.00;CHF;51.40;CHF/MWh*;CH;51.40;CHF/MWh*;
SRL_24_KW13_S1;Secondary control Auction SRL-;100;MW;100;MW;5292.00;CHF/MW;529200.00;CHF;31.69;CHF/MWh*;CH;31.69;CHF/MWh*;
SRL_24_KW13_S1;Secondary control Auction SRL-;40;MW;40;MW;7896.00;CHF/MW;315840.00;CHF;47.28;CHF/MWh*;CH;47.28;CHF/MWh*;
SRL_24_KW13_S1;Secondary control Auction SRL-;5;MW;5;MW;8373.00;CHF/MW;41865.00;CHF;50.14;CHF/MWh*;CH;50.14;CHF/MWh*;
SRL_24_KW13_S1;Secondary control Auction SRL-;30;MW;30;MW;7881.00;CHF/MW;236430.00;CHF;47.19;CHF/MWh*;CH;47.19;CHF/MWh*;
SRL_24_KW13_S1;Secondary control Auction SRL-;5;MW;5;MW;8370.00;CHF/MW;41850.00;CHF;50.12;CHF/MWh*;CH;50.12;CHF/MWh*;
SRL_24_KW13_S1;Secondary control Auction SRL-;5;MW;5;MW;5391.12;CHF/MW;26955.60;CHF;32.28;CHF/MWh*;CH;32.28;CHF/MWh*;
SRL_24_KW14_S1;Secondary control Auction SRL+;5;MW;5;MW;2777.04;CHF/MW;13885.20;CHF;16.53;CHF/MWh*;CH;16.53;CHF/MWh*;
SRL_24_KW14_S1;Secondary control Auction SRL+;5;MW;5;MW;2775.36;CHF/MW;13876.80;CHF;16.52;CHF/MWh*;CH;16.52;CHF/MWh*;
SRL_24_KW14_S1;Secondary control Auction SRL+;10;MW;10;MW;2439.36;CHF/MW;24393.60;CHF;14.52;CHF/MWh*;CH;14.52;CHF/MWh*;
SRL_24_KW14_S1;Secondary control Auction SRL+;60;MW;60;MW;1875.00;CHF/MW;112500.00;CHF;11.16;CHF/MWh*;CH;11.16;CHF/MWh*;
SRL_24_KW14_S1;Secondary control Auction SRL+;5;MW;5;MW;1358.00;CHF/MW;6790.00;CHF;8.08;CHF/MWh*;CH;8.08;CHF/MWh*;
SRL_24_KW14_S1;Secondary control Auction SRL+;5;MW;5;MW;2452.80;CHF/MW;12264.00;CHF;14.60;CHF/MWh*;CH;14.60;CHF/MWh*;
SRL_24_KW14_S1;Secondary control Auction SRL+;30;MW;30;MW;1683.00;CHF/MW;50490.00;CHF;10.02;CHF/MWh*;CH;10.02;CHF/MWh*;
SRL_24_KW14_S1;Secondary control Auction SRL+;5;MW;5;MW;2772.00;CHF/MW;13860.00;CHF;16.50;CHF/MWh*;CH;16.50;CHF/MWh*;
SRL_24_KW14_S1;Secondary control Auction SRL+;5;MW;5;MW;2772.00;CHF/MW;13860.00;CHF;16.50;CHF/MWh*;CH;16.50;CHF/MWh*;
SRL_24_KW14_S1;Secondary control Auction SRL+;5;MW;5;MW;2441.04;CHF/MW;12205.20;CHF;14.53;CHF/MWh*;CH;14.53;CHF/MWh*;
SRL_24_KW14_S1;Secondary control Auction SRL+;5;MW;5;MW;2452.80;CHF/MW;12264.00;CHF;14.60;CHF/MWh*;CH;14.60;CHF/MWh*;
SRL_24_KW14_S1;Secondary control Auction SRL+;5;MW;5;MW;3091.20;CHF/MW;15456.00;CHF;18.40;CHF/MWh*;CH;18.40;CHF/MWh*;
SRL_24_KW14_S1;Secondary control Auction SRL+;5;MW;5;MW;2777.04;CHF/MW;13885.20;CHF;16.53;CHF/MWh*;CH;16.53;CHF/MWh*;
SRL_24_KW14_S1;Secondary control Auction SRL+;40;MW;40;MW;2889.60;CHF/MW;115584.00;CHF;17.20;CHF/MWh*;CH;17.20;CHF/MWh*;
SRL_24_KW14_S1;Secondary control Auction SRL+;100;MW;100;MW;2049.60;CHF/MW;204960.00;CHF;12.20;CHF/MWh*;CH;12.20;CHF/MWh*;
SRL_24_KW14_S1;Secondary control Auction SRL+;5;MW;5;MW;1889.43;CHF/MW;9447.15;CHF;11.25;CHF/MWh*;CH;11.25;CHF/MWh*;
SRL_24_KW14_S1;Secondary control Auction SRL+;5;MW;5;MW;2786.00;CHF/MW;13930.00;CHF;16.58;CHF/MWh*;CH;16.58;CHF/MWh*;
SRL_24_KW14_S1;Secondary control Auction SRL-;20;MW;20;MW;4847.00;CHF/MW;96940.00;CHF;28.85;CHF/MWh*;CH;28.85;CHF/MWh*;
SRL_24_KW14_S1;Secondary control Auction SRL-;20;MW;20;MW;5330.00;CHF/MW;106600.00;CHF;31.73;CHF/MWh*;CH;31.73;CHF/MWh*;
SRL_24_KW14_S1;Secondary control Auction SRL-;13;MW;13;MW;4747.00;CHF/MW;61711.00;CHF;28.26;CHF/MWh*;CH;28.26;CHF/MWh*;
SRL_24_KW14_S1;Secondary control Auction SRL-;5;MW;5;MW;9273.60;CHF/MW;46368.00;CHF;55.20;CHF/MWh*;CH;55.20;CHF/MWh*;
SRL_24_KW14_S1;Secondary control Auction SRL-;10;MW;10;MW;5663.00;CHF/MW;56630.00;CHF;33.71;CHF/MWh*;CH;33.71;CHF/MWh*;
SRL_24_KW14_S1;Secondary control Auction SRL-;8;MW;8;MW;9276.96;CHF/MW;74215.68;CHF;55.22;CHF/MWh*;CH;55.22;CHF/MWh*;
SRL_24_KW14_S1;Secondary control Auction SRL-;5;MW;5;MW;8265.60;CHF/MW;41328.00;CHF;49.20;CHF/MWh*;CH;49.20;CHF/MWh*;
SRL_24_KW14_S1;Secondary control Auction SRL-;5;MW;5;MW;8265.60;CHF/MW;41328.00;CHF;49.20;CHF/MWh*;CH;49.20;CHF/MWh*;
SRL_24_KW14_S1;Secondary control Auction SRL-;5;MW;5;MW;9273.60;CHF/MW;46368.00;CHF;55.20;CHF/MWh*;CH;55.20;CHF/MWh*;
SRL_24_KW14_S1;Secondary control Auction SRL-;5;MW;5;MW;8265.60;CHF/MW;41328.00;CHF;49.20;CHF/MWh*;CH;49.20;CHF/MWh*;
SRL_24_KW14_S1;Secondary control Auction SRL-;5;MW;5;MW;8265.60;CHF/MW;41328.00;CHF;49.20;CHF/MWh*;CH;49.20;CHF/MWh*;
SRL_24_KW14_S1;Secondary control Auction SRL-;5;MW;5;MW;9273.60;CHF/MW;46368.00;CHF;55.20;CHF/MWh*;CH;55.20;CHF/MWh*;
SRL_24_KW14_S1;Secondary control Auction SRL-;5;MW;5;MW;9273.60;CHF/MW;46368.00;CHF;55.20;CHF/MWh*;CH;55.20;CHF/MWh*;
SRL_24_KW14_S1;Secondary control Auction SRL-;5;MW;5;MW;9273.60;CHF/MW;46368.00;CHF;55.20;CHF/MWh*;CH;55.20;CHF/MWh*;
SRL_24_KW14_S1;Secondary control Auction SRL-;10;MW;10;MW;8268.96;CHF/MW;82689.60;CHF;49.22;CHF/MWh*;CH;49.22;CHF/MWh*;
SRL_24_KW14_S1;Secondary control Auction SRL-;40;MW;40;MW;7896.00;CHF/MW;315840.00;CHF;47.00;CHF/MWh*;CH;47.00;CHF/MWh*;
SRL_24_KW14_S1;Secondary control Auction SRL-;100;MW;100;MW;6484.80;CHF/MW;648480.00;CHF;38.60;CHF/MWh*;CH;38.60;CHF/MWh*;
SRL_24_KW14_S1;Secondary control Auction SRL-;29;MW;29;MW;9376.00;CHF/MW;271904.00;CHF;55.81;CHF/MWh*;CH;55.81;CHF/MWh*;
SRL_24_KW14_S1;Secondary control Auction SRL-;5;MW;5;MW;6044.64;CHF/MW;30223.20;CHF;35.98;CHF/MWh*;CH;35.98;CHF/MWh*;
SRL_24_KW15_S1;Secondary control Auction SRL+;10;MW;10;MW;2764.00;CHF/MW;27640.00;CHF;16.45;CHF/MWh*;CH;16.45;CHF/MWh*;
SRL_24_KW15_S1;Secondary control Auction SRL+;60;MW;60;MW;1777.00;CHF/MW;106620.00;CHF;10.58;CHF/MWh*;CH;10.58;CHF/MWh*;
SRL_24_KW15_S1;Secondary control Auction SRL+;30;MW;30;MW;1643.00;CHF/MW;49290.00;CHF;9.78;CHF/MWh*;CH;9.78;CHF/MWh*;
SRL_24_KW15_S1;Secondary control Auction SRL+;5;MW;5;MW;1298.00;CHF/MW;6490.00;CHF;7.73;CHF/MWh*;CH;7.73;CHF/MWh*;
SRL_24_KW15_S1;Secondary control Auction SRL+;5;MW;5;MW;2688.00;CHF/MW;13440.00;CHF;16.00;CHF/MWh*;CH;16.00;CHF/MWh*;
