Ausschreibung;Beschreibung;Angebotenes Volumen;Einheit;Zugesprochenes Volumen;Einheit;Leistungspreis;Einheit;Kosten;Einheit;Preis;Einheit;Land;Angebotspreis;Einheit;Teilbarkeit
TRL-_24_KW06_S1;Tertiary Power DOWN;15;MW;15;MW;1535.00;CHF/MW;23025.00;CHF;9.14;CHF/MWh*;CH;9.14;CHF/MWh*;
TRL-_24_KW06_S1;Tertiary Power DOWN;100;MW;100;MW;1159.20;CHF/MW;115920.00;CHF;6.90;CHF/MWh*;CH;6.90;CHF/MWh*;
TRL-_24_KW06_S1;Tertiary Power DOWN;5;MW;0;MW;7845.00;CHF/MW;0.00;CHF;46.70;CHF/MWh*;CH;46.70;CHF/MWh*;
TRL-_24_KW06_S1;Tertiary Power DOWN;5;MW;5;MW;1555.00;CHF/MW;7775.00;CHF;9.26;CHF/MWh*;CH;9.26;CHF/MWh*;
TRL-_24_KW06_S1;Tertiary Power DOWN;10;MW;10;MW;1575.00;CHF/MW;15750.00;CHF;9.38;CHF/MWh*;CH;9.38;CHF/MWh*;
TRL-_24_KW06_S1;Tertiary Power DOWN;5;MW;0;MW;3854.00;CHF/MW;0.00;CHF;22.94;CHF/MWh*;CH;22.94;CHF/MWh*;
TRL-_24_KW06_S1;Tertiary Power DOWN;5;MW;0;MW;7924.00;CHF/MW;0.00;CHF;47.17;CHF/MWh*;CH;47.17;CHF/MWh*;
TRL-_24_KW06_S1;Tertiary Power DOWN;5;MW;0;MW;3035.00;CHF/MW;0.00;CHF;18.07;CHF/MWh*;CH;18.07;CHF/MWh*;
TRL-_24_KW06_S1;Tertiary Power DOWN;10;MW;10;MW;1555.00;CHF/MW;15550.00;CHF;9.26;CHF/MWh*;CH;9.26;CHF/MWh*;
TRL-_24_KW06_S1;Tertiary Power DOWN;5;MW;0;MW;2956.00;CHF/MW;0.00;CHF;17.60;CHF/MWh*;CH;17.60;CHF/MWh*;
TRL-_24_KW06_S1;Tertiary Power DOWN;5;MW;0;MW;3933.00;CHF/MW;0.00;CHF;23.41;CHF/MWh*;CH;23.41;CHF/MWh*;
TRL-_24_KW06_S1;Tertiary Power DOWN;25;MW;25;MW;1663.20;CHF/MW;41580.00;CHF;9.90;CHF/MWh*;CH;9.90;CHF/MWh*;
TRL-_24_KW06_S1;Tertiary Power DOWN;25;MW;0;MW;3343.20;CHF/MW;0.00;CHF;19.90;CHF/MWh*;CH;19.90;CHF/MWh*;
TRL-_24_KW06_S1;Tertiary Power DOWN;5;MW;0;MW;2520.00;CHF/MW;0.00;CHF;15.00;CHF/MWh*;CH;15.00;CHF/MWh*;
TRL-_24_KW06_S1;Tertiary Power DOWN;86;MW;0;MW;4056.00;CHF/MW;0.00;CHF;24.14;CHF/MWh*;CH;24.14;CHF/MWh*;
TRL-_24_KW06_S1;Tertiary Power DOWN;64;MW;0;MW;3732.00;CHF/MW;0.00;CHF;22.21;CHF/MWh*;CH;22.21;CHF/MWh*;
TRL-_24_KW06_S1;Tertiary Power DOWN;100;MW;0;MW;10029.60;CHF/MW;0.00;CHF;59.70;CHF/MWh*;CH;59.70;CHF/MWh*;
TRL-_24_KW06_S1;Tertiary Power DOWN;5;MW;0;MW;5750.00;CHF/MW;0.00;CHF;34.23;CHF/MWh*;CH;34.23;CHF/MWh*;
TRL-_24_KW06_S1;Tertiary Power DOWN;9;MW;0;MW;3750.00;CHF/MW;0.00;CHF;22.32;CHF/MWh*;CH;22.32;CHF/MWh*;
TRL-_24_KW06_S1;Tertiary Power DOWN;13;MW;0;MW;3087.00;CHF/MW;0.00;CHF;18.38;CHF/MWh*;CH;18.38;CHF/MWh*;
TRL-_24_KW06_S1;Tertiary Power DOWN;64;MW;0;MW;5029.00;CHF/MW;0.00;CHF;29.93;CHF/MWh*;CH;29.93;CHF/MWh*;
TRL-_24_KW06_S1;Tertiary Power DOWN;5;MW;5;MW;1512.00;CHF/MW;7560.00;CHF;9.00;CHF/MWh*;CH;9.00;CHF/MWh*;
TRL-_24_KW06_S1;Tertiary Power DOWN;12;MW;11;MW;1197.84;CHF/MW;13176.24;CHF;7.13;CHF/MWh*;CH;7.13;CHF/MWh*;
TRL-_24_KW06_S1;Tertiary Power DOWN;11;MW;0;MW;3056.00;CHF/MW;0.00;CHF;18.19;CHF/MWh*;CH;18.19;CHF/MWh*;
TRL-_24_KW06_S1;Tertiary Power DOWN;10;MW;0;MW;2520.00;CHF/MW;0.00;CHF;15.00;CHF/MWh*;CH;15.00;CHF/MWh*;
TRL-_24_KW06_S1;Tertiary Power DOWN;5;MW;5;MW;1680.00;CHF/MW;8400.00;CHF;10.00;CHF/MWh*;CH;10.00;CHF/MWh*;
TRL-_24_KW06_S1;Tertiary Power DOWN;10;MW;0;MW;2940.00;CHF/MW;0.00;CHF;17.50;CHF/MWh*;CH;17.50;CHF/MWh*;
TRL-_24_KW06_S1;Tertiary Power DOWN;5;MW;0;MW;5555.00;CHF/MW;0.00;CHF;33.07;CHF/MWh*;CH;33.07;CHF/MWh*;
TRL-_24_KW06_S1;Tertiary Power DOWN;5;MW;0;MW;4444.00;CHF/MW;0.00;CHF;26.45;CHF/MWh*;CH;26.45;CHF/MWh*;
TRL-_24_KW06_S1;Tertiary Power DOWN;5;MW;0;MW;9999.00;CHF/MW;0.00;CHF;59.52;CHF/MWh*;CH;59.52;CHF/MWh*;
TRL-_24_KW06_S1;Tertiary Power DOWN;5;MW;0;MW;2000.00;CHF/MW;0.00;CHF;11.90;CHF/MWh*;CH;11.90;CHF/MWh*;
TRL-_24_KW07_S1;Tertiary Power DOWN;15;MW;15;MW;1430.00;CHF/MW;21450.00;CHF;8.51;CHF/MWh*;CH;8.51;CHF/MWh*;
TRL-_24_KW07_S1;Tertiary Power DOWN;90;MW;40;MW;1901.00;CHF/MW;76040.00;CHF;11.32;CHF/MWh*;CH;11.32;CHF/MWh*;
TRL-_24_KW07_S1;Tertiary Power DOWN;100;MW;100;MW;1293.60;CHF/MW;129360.00;CHF;7.70;CHF/MWh*;CH;7.70;CHF/MWh*;
TRL-_24_KW07_S1;Tertiary Power DOWN;5;MW;0;MW;4233.00;CHF/MW;0.00;CHF;25.20;CHF/MWh*;CH;25.20;CHF/MWh*;
TRL-_24_KW07_S1;Tertiary Power DOWN;5;MW;5;MW;1450.00;CHF/MW;7250.00;CHF;8.63;CHF/MWh*;CH;8.63;CHF/MWh*;
TRL-_24_KW07_S1;Tertiary Power DOWN;10;MW;10;MW;1450.00;CHF/MW;14500.00;CHF;8.63;CHF/MWh*;CH;8.63;CHF/MWh*;
TRL-_24_KW07_S1;Tertiary Power DOWN;5;MW;0;MW;3125.00;CHF/MW;0.00;CHF;18.60;CHF/MWh*;CH;18.60;CHF/MWh*;
TRL-_24_KW07_S1;Tertiary Power DOWN;28;MW;28;MW;1450.00;CHF/MW;40600.00;CHF;8.63;CHF/MWh*;CH;8.63;CHF/MWh*;
TRL-_24_KW07_S1;Tertiary Power DOWN;10;MW;10;MW;1470.00;CHF/MW;14700.00;CHF;8.75;CHF/MWh*;CH;8.75;CHF/MWh*;
TRL-_24_KW07_S1;Tertiary Power DOWN;5;MW;0;MW;4154.00;CHF/MW;0.00;CHF;24.73;CHF/MWh*;CH;24.73;CHF/MWh*;
TRL-_24_KW07_S1;Tertiary Power DOWN;5;MW;0;MW;8298.00;CHF/MW;0.00;CHF;49.39;CHF/MWh*;CH;49.39;CHF/MWh*;
TRL-_24_KW07_S1;Tertiary Power DOWN;5;MW;0;MW;3204.00;CHF/MW;0.00;CHF;19.07;CHF/MWh*;CH;19.07;CHF/MWh*;
TRL-_24_KW07_S1;Tertiary Power DOWN;5;MW;0;MW;8219.00;CHF/MW;0.00;CHF;48.92;CHF/MWh*;CH;48.92;CHF/MWh*;
TRL-_24_KW07_S1;Tertiary Power DOWN;25;MW;24;MW;1816.90;CHF/MW;43605.60;CHF;10.81;CHF/MWh*;CH;10.81;CHF/MWh*;
TRL-_24_KW07_S1;Tertiary Power DOWN;25;MW;0;MW;3477.60;CHF/MW;0.00;CHF;20.70;CHF/MWh*;CH;20.70;CHF/MWh*;
TRL-_24_KW07_S1;Tertiary Power DOWN;100;MW;0;MW;10432.80;CHF/MW;0.00;CHF;62.10;CHF/MWh*;CH;62.10;CHF/MWh*;
TRL-_24_KW07_S1;Tertiary Power DOWN;64;MW;0;MW;3483.00;CHF/MW;0.00;CHF;20.73;CHF/MWh*;CH;20.73;CHF/MWh*;
TRL-_24_KW07_S1;Tertiary Power DOWN;86;MW;0;MW;3786.00;CHF/MW;0.00;CHF;22.54;CHF/MWh*;CH;22.54;CHF/MWh*;
TRL-_24_KW07_S1;Tertiary Power DOWN;5;MW;5;MW;1528.80;CHF/MW;7644.00;CHF;9.10;CHF/MWh*;CH;9.10;CHF/MWh*;
TRL-_24_KW07_S1;Tertiary Power DOWN;5;MW;5;MW;1696.80;CHF/MW;8484.00;CHF;10.10;CHF/MWh*;CH;10.10;CHF/MWh*;
TRL-_24_KW07_S1;Tertiary Power DOWN;64;MW;0;MW;4695.00;CHF/MW;0.00;CHF;27.95;CHF/MWh*;CH;27.95;CHF/MWh*;
TRL-_24_KW07_S1;Tertiary Power DOWN;5;MW;0;MW;5750.00;CHF/MW;0.00;CHF;34.23;CHF/MWh*;CH;34.23;CHF/MWh*;
TRL-_24_KW07_S1;Tertiary Power DOWN;11;MW;0;MW;2830.00;CHF/MW;0.00;CHF;16.85;CHF/MWh*;CH;16.85;CHF/MWh*;
TRL-_24_KW07_S1;Tertiary Power DOWN;12;MW;12;MW;1219.68;CHF/MW;14636.16;CHF;7.26;CHF/MWh*;CH;7.26;CHF/MWh*;
TRL-_24_KW07_S1;Tertiary Power DOWN;5;MW;0;MW;4368.00;CHF/MW;0.00;CHF;26.00;CHF/MWh*;CH;26.00;CHF/MWh*;
TRL-_24_KW07_S1;Tertiary Power DOWN;5;MW;0;MW;9999.00;CHF/MW;0.00;CHF;59.52;CHF/MWh*;CH;59.52;CHF/MWh*;
TRL-_24_KW07_S1;Tertiary Power DOWN;13;MW;0;MW;2858.00;CHF/MW;0.00;CHF;17.01;CHF/MWh*;CH;17.01;CHF/MWh*;
TRL-_24_KW07_S1;Tertiary Power DOWN;10;MW;0;MW;2536.80;CHF/MW;0.00;CHF;15.10;CHF/MWh*;CH;15.10;CHF/MWh*;
TRL-_24_KW07_S1;Tertiary Power DOWN;5;MW;0;MW;1800.00;CHF/MW;0.00;CHF;10.71;CHF/MWh*;CH;10.71;CHF/MWh*;
TRL-_24_KW07_S1;Tertiary Power DOWN;10;MW;0;MW;2956.80;CHF/MW;0.00;CHF;17.60;CHF/MWh*;CH;17.60;CHF/MWh*;
TRL-_24_KW07_S1;Tertiary Power DOWN;9;MW;0;MW;3750.00;CHF/MW;0.00;CHF;22.32;CHF/MWh*;CH;22.32;CHF/MWh*;
TRL-_24_KW07_S1;Tertiary Power DOWN;5;MW;0;MW;5555.00;CHF/MW;0.00;CHF;33.07;CHF/MWh*;CH;33.07;CHF/MWh*;
TRL-_24_KW07_S1;Tertiary Power DOWN;5;MW;0;MW;4444.00;CHF/MW;0.00;CHF;26.45;CHF/MWh*;CH;26.45;CHF/MWh*;
TRL-_24_KW08_S1;Tertiary Power DOWN;100;MW;100;MW;1495.20;CHF/MW;149520.00;CHF;8.90;CHF/MWh*;CH;8.90;CHF/MWh*;
TRL-_24_KW08_S1;Tertiary Power DOWN;90;MW;40;MW;2055.00;CHF/MW;82200.00;CHF;12.23;CHF/MWh*;CH;12.23;CHF/MWh*;
TRL-_24_KW08_S1;Tertiary Power DOWN;28;MW;28;MW;1350.00;CHF/MW;37800.00;CHF;8.04;CHF/MWh*;CH;8.04;CHF/MWh*;
TRL-_24_KW08_S1;Tertiary Power DOWN;11;MW;11;MW;1701.00;CHF/MW;18711.00;CHF;10.12;CHF/MWh*;CH;10.12;CHF/MWh*;
TRL-_24_KW08_S1;Tertiary Power DOWN;15;MW;15;MW;1681.00;CHF/MW;25215.00;CHF;10.01;CHF/MWh*;CH;10.01;CHF/MWh*;
TRL-_24_KW08_S1;Tertiary Power DOWN;5;MW;0;MW;4533.00;CHF/MW;0.00;CHF;26.98;CHF/MWh*;CH;26.98;CHF/MWh*;
TRL-_24_KW08_S1;Tertiary Power DOWN;10;MW;10;MW;1721.00;CHF/MW;17210.00;CHF;10.24;CHF/MWh*;CH;10.24;CHF/MWh*;
TRL-_24_KW08_S1;Tertiary Power DOWN;5;MW;5;MW;1701.00;CHF/MW;8505.00;CHF;10.12;CHF/MWh*;CH;10.12;CHF/MWh*;
TRL-_24_KW08_S1;Tertiary Power DOWN;5;MW;0;MW;4454.00;CHF/MW;0.00;CHF;26.51;CHF/MWh*;CH;26.51;CHF/MWh*;
TRL-_24_KW08_S1;Tertiary Power DOWN;5;MW;0;MW;3295.00;CHF/MW;0.00;CHF;19.61;CHF/MWh*;CH;19.61;CHF/MWh*;
TRL-_24_KW08_S1;Tertiary Power DOWN;5;MW;0;MW;8671.00;CHF/MW;0.00;CHF;51.61;CHF/MWh*;CH;51.61;CHF/MWh*;
TRL-_24_KW08_S1;Tertiary Power DOWN;5;MW;0;MW;3374.00;CHF/MW;0.00;CHF;20.08;CHF/MWh*;CH;20.08;CHF/MWh*;
TRL-_24_KW08_S1;Tertiary Power DOWN;5;MW;0;MW;8592.00;CHF/MW;0.00;CHF;51.14;CHF/MWh*;CH;51.14;CHF/MWh*;
TRL-_24_KW08_S1;Tertiary Power DOWN;25;MW;23;MW;2016.00;CHF/MW;46368.00;CHF;12.00;CHF/MWh*;CH;12.00;CHF/MWh*;
TRL-_24_KW08_S1;Tertiary Power DOWN;25;MW;0;MW;3679.20;CHF/MW;0.00;CHF;21.90;CHF/MWh*;CH;21.90;CHF/MWh*;
TRL-_24_KW08_S1;Tertiary Power DOWN;100;MW;0;MW;11037.60;CHF/MW;0.00;CHF;65.70;CHF/MWh*;CH;65.70;CHF/MWh*;
TRL-_24_KW08_S1;Tertiary Power DOWN;10;MW;0;MW;3074.40;CHF/MW;0.00;CHF;18.30;CHF/MWh*;CH;18.30;CHF/MWh*;
TRL-_24_KW08_S1;Tertiary Power DOWN;86;MW;0;MW;4046.00;CHF/MW;0.00;CHF;24.08;CHF/MWh*;CH;24.08;CHF/MWh*;
TRL-_24_KW08_S1;Tertiary Power DOWN;5;MW;0;MW;5750.00;CHF/MW;0.00;CHF;34.23;CHF/MWh*;CH;34.23;CHF/MWh*;
TRL-_24_KW08_S1;Tertiary Power DOWN;64;MW;0;MW;5016.00;CHF/MW;0.00;CHF;29.86;CHF/MWh*;CH;29.86;CHF/MWh*;
TRL-_24_KW08_S1;Tertiary Power DOWN;11;MW;0;MW;2781.00;CHF/MW;0.00;CHF;16.55;CHF/MWh*;CH;16.55;CHF/MWh*;
TRL-_24_KW08_S1;Tertiary Power DOWN;5;MW;0;MW;2500.00;CHF/MW;0.00;CHF;14.88;CHF/MWh*;CH;14.88;CHF/MWh*;
TRL-_24_KW08_S1;Tertiary Power DOWN;10;MW;0;MW;2654.40;CHF/MW;0.00;CHF;15.80;CHF/MWh*;CH;15.80;CHF/MWh*;
TRL-_24_KW08_S1;Tertiary Power DOWN;5;MW;5;MW;1814.40;CHF/MW;9072.00;CHF;10.80;CHF/MWh*;CH;10.80;CHF/MWh*;
TRL-_24_KW08_S1;Tertiary Power DOWN;5;MW;5;MW;1646.40;CHF/MW;8232.00;CHF;9.80;CHF/MWh*;CH;9.80;CHF/MWh*;
TRL-_24_KW08_S1;Tertiary Power DOWN;9;MW;0;MW;3750.00;CHF/MW;0.00;CHF;22.32;CHF/MWh*;CH;22.32;CHF/MWh*;
TRL-_24_KW08_S1;Tertiary Power DOWN;64;MW;0;MW;3722.00;CHF/MW;0.00;CHF;22.15;CHF/MWh*;CH;22.15;CHF/MWh*;
TRL-_24_KW08_S1;Tertiary Power DOWN;5;MW;0;MW;2688.00;CHF/MW;0.00;CHF;16.00;CHF/MWh*;CH;16.00;CHF/MWh*;
TRL-_24_KW08_S1;Tertiary Power DOWN;5;MW;0;MW;9999.00;CHF/MW;0.00;CHF;59.52;CHF/MWh*;CH;59.52;CHF/MWh*;
TRL-_24_KW08_S1;Tertiary Power DOWN;12;MW;12;MW;1273.44;CHF/MW;15281.28;CHF;7.58;CHF/MWh*;CH;7.58;CHF/MWh*;
TRL-_24_KW08_S1;Tertiary Power DOWN;5;MW;0;MW;5555.00;CHF/MW;0.00;CHF;33.07;CHF/MWh*;CH;33.07;CHF/MWh*;
TRL-_24_KW08_S1;Tertiary Power DOWN;13;MW;0;MW;2809.00;CHF/MW;0.00;CHF;16.72;CHF/MWh*;CH;16.72;CHF/MWh*;
TRL-_24_KW08_S1;Tertiary Power DOWN;5;MW;0;MW;4444.00;CHF/MW;0.00;CHF;26.45;CHF/MWh*;CH;26.45;CHF/MWh*;
TRL-_24_KW09_S1;Tertiary Power DOWN;90;MW;40;MW;2203.00;CHF/MW;88120.00;CHF;13.11;CHF/MWh*;CH;13.11;CHF/MWh*;
TRL-_24_KW09_S1;Tertiary Power DOWN;11;MW;11;MW;2006.00;CHF/MW;22066.00;CHF;11.94;CHF/MWh*;CH;11.94;CHF/MWh*;
TRL-_24_KW09_S1;Tertiary Power DOWN;15;MW;15;MW;1986.00;CHF/MW;29790.00;CHF;11.82;CHF/MWh*;CH;11.82;CHF/MWh*;
TRL-_24_KW09_S1;Tertiary Power DOWN;100;MW;100;MW;1797.60;CHF/MW;179760.00;CHF;10.70;CHF/MWh*;CH;10.70;CHF/MWh*;
TRL-_24_KW09_S1;Tertiary Power DOWN;5;MW;5;MW;2006.00;CHF/MW;10030.00;CHF;11.94;CHF/MWh*;CH;11.94;CHF/MWh*;
TRL-_24_KW09_S1;Tertiary Power DOWN;28;MW;28;MW;1250.00;CHF/MW;35000.00;CHF;7.44;CHF/MWh*;CH;7.44;CHF/MWh*;
TRL-_24_KW09_S1;Tertiary Power DOWN;10;MW;10;MW;2026.00;CHF/MW;20260.00;CHF;12.06;CHF/MWh*;CH;12.06;CHF/MWh*;
TRL-_24_KW09_S1;Tertiary Power DOWN;5;MW;0;MW;4834.00;CHF/MW;0.00;CHF;28.77;CHF/MWh*;CH;28.77;CHF/MWh*;
TRL-_24_KW09_S1;Tertiary Power DOWN;5;MW;0;MW;3464.00;CHF/MW;0.00;CHF;20.62;CHF/MWh*;CH;20.62;CHF/MWh*;
TRL-_24_KW09_S1;Tertiary Power DOWN;25;MW;22;MW;2326.80;CHF/MW;51189.60;CHF;13.85;CHF/MWh*;CH;13.85;CHF/MWh*;
TRL-_24_KW09_S1;Tertiary Power DOWN;5;MW;0;MW;4755.00;CHF/MW;0.00;CHF;28.30;CHF/MWh*;CH;28.30;CHF/MWh*;
TRL-_24_KW09_S1;Tertiary Power DOWN;5;MW;0;MW;3543.00;CHF/MW;0.00;CHF;21.09;CHF/MWh*;CH;21.09;CHF/MWh*;
TRL-_24_KW09_S1;Tertiary Power DOWN;5;MW;0;MW;9045.00;CHF/MW;0.00;CHF;53.84;CHF/MWh*;CH;53.84;CHF/MWh*;
TRL-_24_KW09_S1;Tertiary Power DOWN;25;MW;0;MW;3981.60;CHF/MW;0.00;CHF;23.70;CHF/MWh*;CH;23.70;CHF/MWh*;
TRL-_24_KW09_S1;Tertiary Power DOWN;5;MW;0;MW;8966.00;CHF/MW;0.00;CHF;53.37;CHF/MWh*;CH;53.37;CHF/MWh*;
TRL-_24_KW09_S1;Tertiary Power DOWN;5;MW;0;MW;5750.00;CHF/MW;0.00;CHF;34.23;CHF/MWh*;CH;34.23;CHF/MWh*;
TRL-_24_KW09_S1;Tertiary Power DOWN;100;MW;0;MW;11944.80;CHF/MW;0.00;CHF;71.10;CHF/MWh*;CH;71.10;CHF/MWh*;
TRL-_24_KW09_S1;Tertiary Power DOWN;5;MW;5;MW;1982.40;CHF/MW;9912.00;CHF;11.80;CHF/MWh*;CH;11.80;CHF/MWh*;
TRL-_24_KW09_S1;Tertiary Power DOWN;10;MW;0;MW;3242.40;CHF/MW;0.00;CHF;19.30;CHF/MWh*;CH;19.30;CHF/MWh*;
TRL-_24_KW09_S1;Tertiary Power DOWN;86;MW;0;MW;4336.00;CHF/MW;0.00;CHF;25.81;CHF/MWh*;CH;25.81;CHF/MWh*;
TRL-_24_KW09_S1;Tertiary Power DOWN;9;MW;0;MW;3750.00;CHF/MW;0.00;CHF;22.32;CHF/MWh*;CH;22.32;CHF/MWh*;
TRL-_24_KW09_S1;Tertiary Power DOWN;12;MW;12;MW;1364.16;CHF/MW;16369.92;CHF;8.12;CHF/MWh*;CH;8.12;CHF/MWh*;
TRL-_24_KW09_S1;Tertiary Power DOWN;13;MW;0;MW;3031.00;CHF/MW;0.00;CHF;18.04;CHF/MWh*;CH;18.04;CHF/MWh*;
TRL-_24_KW09_S1;Tertiary Power DOWN;5;MW;0;MW;9999.00;CHF/MW;0.00;CHF;59.52;CHF/MWh*;CH;59.52;CHF/MWh*;
TRL-_24_KW09_S1;Tertiary Power DOWN;5;MW;0;MW;4444.00;CHF/MW;0.00;CHF;26.45;CHF/MWh*;CH;26.45;CHF/MWh*;
TRL-_24_KW09_S1;Tertiary Power DOWN;64;MW;0;MW;3989.00;CHF/MW;0.00;CHF;23.74;CHF/MWh*;CH;23.74;CHF/MWh*;
TRL-_24_KW09_S1;Tertiary Power DOWN;6;MW;6;MW;1814.40;CHF/MW;10886.40;CHF;10.80;CHF/MWh*;CH;10.80;CHF/MWh*;
TRL-_24_KW09_S1;Tertiary Power DOWN;5;MW;0;MW;2500.00;CHF/MW;0.00;CHF;14.88;CHF/MWh*;CH;14.88;CHF/MWh*;
TRL-_24_KW09_S1;Tertiary Power DOWN;64;MW;0;MW;5376.00;CHF/MW;0.00;CHF;32.00;CHF/MWh*;CH;32.00;CHF/MWh*;
TRL-_24_KW09_S1;Tertiary Power DOWN;5;MW;0;MW;4704.00;CHF/MW;0.00;CHF;28.00;CHF/MWh*;CH;28.00;CHF/MWh*;
TRL-_24_KW09_S1;Tertiary Power DOWN;11;MW;0;MW;3001.00;CHF/MW;0.00;CHF;17.86;CHF/MWh*;CH;17.86;CHF/MWh*;
TRL-_24_KW09_S1;Tertiary Power DOWN;10;MW;0;MW;2822.40;CHF/MW;0.00;CHF;16.80;CHF/MWh*;CH;16.80;CHF/MWh*;
TRL-_24_KW09_S1;Tertiary Power DOWN;5;MW;0;MW;5555.00;CHF/MW;0.00;CHF;33.07;CHF/MWh*;CH;33.07;CHF/MWh*;
TRL-_24_KW10_S1;Tertiary Power DOWN;90;MW;40;MW;2129.00;CHF/MW;85160.00;CHF;12.67;CHF/MWh*;CH;12.67;CHF/MWh*;
TRL-_24_KW10_S1;Tertiary Power DOWN;5;MW;0;MW;3633.00;CHF/MW;0.00;CHF;21.62;CHF/MWh*;CH;21.62;CHF/MWh*;
TRL-_24_KW10_S1;Tertiary Power DOWN;10;MW;10;MW;1878.00;CHF/MW;18780.00;CHF;11.18;CHF/MWh*;CH;11.18;CHF/MWh*;
TRL-_24_KW10_S1;Tertiary Power DOWN;100;MW;100;MW;1562.40;CHF/MW;156240.00;CHF;9.30;CHF/MWh*;CH;9.30;CHF/MWh*;
TRL-_24_KW10_S1;Tertiary Power DOWN;5;MW;0;MW;5134.00;CHF/MW;0.00;CHF;30.56;CHF/MWh*;CH;30.56;CHF/MWh*;
TRL-_24_KW10_S1;Tertiary Power DOWN;11;MW;11;MW;1858.00;CHF/MW;20438.00;CHF;11.06;CHF/MWh*;CH;11.06;CHF/MWh*;
TRL-_24_KW10_S1;Tertiary Power DOWN;5;MW;0;MW;9340.00;CHF/MW;0.00;CHF;55.60;CHF/MWh*;CH;55.60;CHF/MWh*;
TRL-_24_KW10_S1;Tertiary Power DOWN;28;MW;28;MW;1150.00;CHF/MW;32200.00;CHF;6.85;CHF/MWh*;CH;6.85;CHF/MWh*;
TRL-_24_KW10_S1;Tertiary Power DOWN;5;MW;0;MW;5055.00;CHF/MW;0.00;CHF;30.09;CHF/MWh*;CH;30.09;CHF/MWh*;
TRL-_24_KW10_S1;Tertiary Power DOWN;15;MW;15;MW;1838.00;CHF/MW;27570.00;CHF;10.94;CHF/MWh*;CH;10.94;CHF/MWh*;
TRL-_24_KW10_S1;Tertiary Power DOWN;5;MW;0;MW;9419.00;CHF/MW;0.00;CHF;56.07;CHF/MWh*;CH;56.07;CHF/MWh*;
TRL-_24_KW10_S1;Tertiary Power DOWN;5;MW;0;MW;3712.00;CHF/MW;0.00;CHF;22.10;CHF/MWh*;CH;22.10;CHF/MWh*;
TRL-_24_KW10_S1;Tertiary Power DOWN;5;MW;5;MW;1858.00;CHF/MW;9290.00;CHF;11.06;CHF/MWh*;CH;11.06;CHF/MWh*;
TRL-_24_KW10_S1;Tertiary Power DOWN;25;MW;22;MW;2091.60;CHF/MW;46015.20;CHF;12.45;CHF/MWh*;CH;12.45;CHF/MWh*;
TRL-_24_KW10_S1;Tertiary Power DOWN;25;MW;0;MW;3746.40;CHF/MW;0.00;CHF;22.30;CHF/MWh*;CH;22.30;CHF/MWh*;
TRL-_24_KW10_S1;Tertiary Power DOWN;100;MW;0;MW;11239.20;CHF/MW;0.00;CHF;66.90;CHF/MWh*;CH;66.90;CHF/MWh*;
TRL-_24_KW10_S1;Tertiary Power DOWN;9;MW;0;MW;3750.00;CHF/MW;0.00;CHF;22.32;CHF/MWh*;CH;22.32;CHF/MWh*;
TRL-_24_KW10_S1;Tertiary Power DOWN;6;MW;6;MW;1932.00;CHF/MW;11592.00;CHF;11.50;CHF/MWh*;CH;11.50;CHF/MWh*;
TRL-_24_KW10_S1;Tertiary Power DOWN;86;MW;0;MW;4604.00;CHF/MW;0.00;CHF;27.40;CHF/MWh*;CH;27.40;CHF/MWh*;
TRL-_24_KW10_S1;Tertiary Power DOWN;64;MW;0;MW;4236.00;CHF/MW;0.00;CHF;25.21;CHF/MWh*;CH;25.21;CHF/MWh*;
TRL-_24_KW10_S1;Tertiary Power DOWN;5;MW;0;MW;2352.00;CHF/MW;0.00;CHF;14.00;CHF/MWh*;CH;14.00;CHF/MWh*;
TRL-_24_KW10_S1;Tertiary Power DOWN;10;MW;0;MW;2940.00;CHF/MW;0.00;CHF;17.50;CHF/MWh*;CH;17.50;CHF/MWh*;
TRL-_24_KW10_S1;Tertiary Power DOWN;10;MW;0;MW;3360.00;CHF/MW;0.00;CHF;20.00;CHF/MWh*;CH;20.00;CHF/MWh*;
TRL-_24_KW10_S1;Tertiary Power DOWN;5;MW;0;MW;5750.00;CHF/MW;0.00;CHF;34.23;CHF/MWh*;CH;34.23;CHF/MWh*;
TRL-_24_KW10_S1;Tertiary Power DOWN;64;MW;0;MW;5709.00;CHF/MW;0.00;CHF;33.98;CHF/MWh*;CH;33.98;CHF/MWh*;
TRL-_24_KW10_S1;Tertiary Power DOWN;11;MW;0;MW;2907.00;CHF/MW;0.00;CHF;17.30;CHF/MWh*;CH;17.30;CHF/MWh*;
TRL-_24_KW10_S1;Tertiary Power DOWN;5;MW;0;MW;5555.00;CHF/MW;0.00;CHF;33.07;CHF/MWh*;CH;33.07;CHF/MWh*;
TRL-_24_KW10_S1;Tertiary Power DOWN;12;MW;12;MW;1058.40;CHF/MW;12700.80;CHF;6.30;CHF/MWh*;CH;6.30;CHF/MWh*;
TRL-_24_KW10_S1;Tertiary Power DOWN;13;MW;0;MW;2937.00;CHF/MW;0.00;CHF;17.48;CHF/MWh*;CH;17.48;CHF/MWh*;
TRL-_24_KW10_S1;Tertiary Power DOWN;5;MW;0;MW;9999.00;CHF/MW;0.00;CHF;59.52;CHF/MWh*;CH;59.52;CHF/MWh*;
