Ausschreibung;Beschreibung;Angebotenes Volumen;Einheit;Zugesprochenes Volumen;Einheit;Leistungspreis;Einheit;Kosten;Einheit;Preis;Einheit
TRL-_16_04_15;Tertiary Power DOWN 08:00 bis 12:00;70;MW;0;MW;21.00;CHF/MW;0.00;CHF;5.25;CHF/MWh*
TRL-_16_04_15;Tertiary Power DOWN 08:00 bis 12:00;65;MW;65;MW;2.50;CHF/MW;162.50;CHF;0.62;CHF/MWh*
TRL-_16_04_15;Tertiary Power DOWN 08:00 bis 12:00;65;MW;0;MW;7.00;CHF/MW;0.00;CHF;1.75;CHF/MWh*
TRL-_16_04_15;Tertiary Power DOWN 08:00 bis 12:00;5;MW;5;MW;2.00;CHF/MW;10.00;CHF;0.50;CHF/MWh*
TRL-_16_04_15;Tertiary Power DOWN 08:00 bis 12:00;5;MW;0;MW;4.00;CHF/MW;0.00;CHF;1.00;CHF/MWh*
TRL-_16_04_15;Tertiary Power DOWN 08:00 bis 12:00;10;MW;0;MW;4.00;CHF/MW;0.00;CHF;1.00;CHF/MWh*
TRL-_16_04_15;Tertiary Power DOWN 08:00 bis 12:00;15;MW;0;MW;2.30;CHF/MW;0.00;CHF;0.58;CHF/MWh*
TRL-_16_04_15;Tertiary Power DOWN 08:00 bis 12:00;10;MW;0;MW;2.80;CHF/MW;0.00;CHF;0.70;CHF/MWh*
TRL-_16_04_15;Tertiary Power DOWN 08:00 bis 12:00;5;MW;0;MW;2.70;CHF/MW;0.00;CHF;0.68;CHF/MWh*
TRL-_16_04_15;Tertiary Power DOWN 12:00 bis 16:00;5;MW;0;MW;3.00;CHF/MW;0.00;CHF;0.75;CHF/MWh*
TRL-_16_04_15;Tertiary Power DOWN 12:00 bis 16:00;10;MW;10;MW;2.00;CHF/MW;20.00;CHF;0.50;CHF/MWh*
TRL-_16_04_15;Tertiary Power DOWN 12:00 bis 16:00;5;MW;0;MW;2.00;CHF/MW;0.00;CHF;0.50;CHF/MWh*
TRL-_16_04_15;Tertiary Power DOWN 12:00 bis 16:00;10;MW;0;MW;3.50;CHF/MW;0.00;CHF;0.88;CHF/MWh*
TRL-_16_04_15;Tertiary Power DOWN 12:00 bis 16:00;30;MW;15;MW;2.60;CHF/MW;39.00;CHF;0.65;CHF/MWh*
TRL-_16_04_15;Tertiary Power DOWN 12:00 bis 16:00;35;MW;0;MW;8.00;CHF/MW;0.00;CHF;2.00;CHF/MWh*
TRL-_16_04_15;Tertiary Power DOWN 12:00 bis 16:00;30;MW;0;MW;299.00;CHF/MW;0.00;CHF;74.75;CHF/MWh*
TRL-_16_04_15;Tertiary Power DOWN 12:00 bis 16:00;8;MW;0;MW;3.90;CHF/MW;0.00;CHF;0.98;CHF/MWh*
TRL-_16_04_15;Tertiary Power DOWN 12:00 bis 16:00;70;MW;0;MW;30.00;CHF/MW;0.00;CHF;7.50;CHF/MWh*
TRL-_16_04_15;Tertiary Power DOWN 12:00 bis 16:00;65;MW;65;MW;2.70;CHF/MW;175.50;CHF;0.68;CHF/MWh*
TRL-_16_04_15;Tertiary Power DOWN 12:00 bis 16:00;65;MW;0;MW;7.00;CHF/MW;0.00;CHF;1.75;CHF/MWh*
TRL-_16_04_15;Tertiary Power DOWN 12:00 bis 16:00;5;MW;0;MW;4.00;CHF/MW;0.00;CHF;1.00;CHF/MWh*
TRL-_16_04_15;Tertiary Power DOWN 12:00 bis 16:00;5;MW;0;MW;8.00;CHF/MW;0.00;CHF;2.00;CHF/MWh*
TRL-_16_04_15;Tertiary Power DOWN 12:00 bis 16:00;10;MW;0;MW;4.00;CHF/MW;0.00;CHF;1.00;CHF/MWh*
TRL-_16_04_15;Tertiary Power DOWN 12:00 bis 16:00;15;MW;0;MW;2.80;CHF/MW;0.00;CHF;0.70;CHF/MWh*
TRL-_16_04_15;Tertiary Power DOWN 12:00 bis 16:00;10;MW;0;MW;3.80;CHF/MW;0.00;CHF;0.95;CHF/MWh*
TRL-_16_04_15;Tertiary Power DOWN 12:00 bis 16:00;5;MW;0;MW;3.30;CHF/MW;0.00;CHF;0.82;CHF/MWh*
TRL-_16_04_15;Tertiary Power DOWN 16:00 bis 20:00;5;MW;0;MW;2.10;CHF/MW;0.00;CHF;0.52;CHF/MWh*
TRL-_16_04_15;Tertiary Power DOWN 16:00 bis 20:00;10;MW;10;MW;2.00;CHF/MW;20.00;CHF;0.50;CHF/MWh*
TRL-_16_04_15;Tertiary Power DOWN 16:00 bis 20:00;5;MW;0;MW;2.00;CHF/MW;0.00;CHF;0.50;CHF/MWh*
TRL-_16_04_15;Tertiary Power DOWN 16:00 bis 20:00;10;MW;0;MW;3.70;CHF/MW;0.00;CHF;0.92;CHF/MWh*
TRL-_16_04_15;Tertiary Power DOWN 16:00 bis 20:00;30;MW;15;MW;1.80;CHF/MW;27.00;CHF;0.45;CHF/MWh*
TRL-_16_04_15;Tertiary Power DOWN 16:00 bis 20:00;35;MW;0;MW;24.00;CHF/MW;0.00;CHF;6.00;CHF/MWh*
TRL-_16_04_15;Tertiary Power DOWN 16:00 bis 20:00;30;MW;0;MW;299.00;CHF/MW;0.00;CHF;74.75;CHF/MWh*
TRL-_16_04_15;Tertiary Power DOWN 16:00 bis 20:00;8;MW;0;MW;1.80;CHF/MW;0.00;CHF;0.45;CHF/MWh*
TRL-_16_04_15;Tertiary Power DOWN 16:00 bis 20:00;70;MW;0;MW;29.00;CHF/MW;0.00;CHF;7.25;CHF/MWh*
TRL-_16_04_15;Tertiary Power DOWN 16:00 bis 20:00;65;MW;65;MW;2.30;CHF/MW;149.50;CHF;0.58;CHF/MWh*
TRL-_16_04_15;Tertiary Power DOWN 16:00 bis 20:00;65;MW;0;MW;5.00;CHF/MW;0.00;CHF;1.25;CHF/MWh*
TRL-_16_04_15;Tertiary Power DOWN 16:00 bis 20:00;5;MW;0;MW;4.00;CHF/MW;0.00;CHF;1.00;CHF/MWh*
TRL-_16_04_15;Tertiary Power DOWN 16:00 bis 20:00;5;MW;0;MW;8.00;CHF/MW;0.00;CHF;2.00;CHF/MWh*
TRL-_16_04_15;Tertiary Power DOWN 16:00 bis 20:00;10;MW;0;MW;4.00;CHF/MW;0.00;CHF;1.00;CHF/MWh*
TRL-_16_04_15;Tertiary Power DOWN 16:00 bis 20:00;5;MW;0;MW;100.00;CHF/MW;0.00;CHF;25.00;CHF/MWh*
TRL-_16_04_15;Tertiary Power DOWN 16:00 bis 20:00;15;MW;0;MW;1.80;CHF/MW;0.00;CHF;0.45;CHF/MWh*
TRL-_16_04_15;Tertiary Power DOWN 16:00 bis 20:00;10;MW;0;MW;2.30;CHF/MW;0.00;CHF;0.58;CHF/MWh*
TRL-_16_04_15;Tertiary Power DOWN 16:00 bis 20:00;5;MW;0;MW;2.40;CHF/MW;0.00;CHF;0.60;CHF/MWh*
TRL-_16_04_15;Tertiary Power DOWN 20:00 bis 24:00;5;MW;5;MW;2.00;CHF/MW;10.00;CHF;0.50;CHF/MWh*
TRL-_16_04_15;Tertiary Power DOWN 20:00 bis 24:00;10;MW;0;MW;2.00;CHF/MW;0.00;CHF;0.50;CHF/MWh*
TRL-_16_04_15;Tertiary Power DOWN 20:00 bis 24:00;5;MW;0;MW;2.00;CHF/MW;0.00;CHF;0.50;CHF/MWh*
TRL-_16_04_15;Tertiary Power DOWN 20:00 bis 24:00;30;MW;0;MW;3.00;CHF/MW;0.00;CHF;0.75;CHF/MWh*
TRL-_16_04_15;Tertiary Power DOWN 20:00 bis 24:00;35;MW;0;MW;4.70;CHF/MW;0.00;CHF;1.18;CHF/MWh*
TRL-_16_04_15;Tertiary Power DOWN 20:00 bis 24:00;30;MW;0;MW;299.00;CHF/MW;0.00;CHF;74.75;CHF/MWh*
TRL-_16_04_15;Tertiary Power DOWN 20:00 bis 24:00;7;MW;0;MW;4.90;CHF/MW;0.00;CHF;1.22;CHF/MWh*
TRL-_16_04_15;Tertiary Power DOWN 20:00 bis 24:00;70;MW;0;MW;81.00;CHF/MW;0.00;CHF;20.25;CHF/MWh*
TRL-_16_04_15;Tertiary Power DOWN 20:00 bis 24:00;65;MW;65;MW;2.50;CHF/MW;162.50;CHF;0.62;CHF/MWh*
TRL-_16_04_15;Tertiary Power DOWN 20:00 bis 24:00;65;MW;0;MW;7.00;CHF/MW;0.00;CHF;1.75;CHF/MWh*
TRL-_16_04_15;Tertiary Power DOWN 20:00 bis 24:00;5;MW;5;MW;2.00;CHF/MW;10.00;CHF;0.50;CHF/MWh*
TRL-_16_04_15;Tertiary Power DOWN 20:00 bis 24:00;5;MW;0;MW;10.00;CHF/MW;0.00;CHF;2.50;CHF/MWh*
TRL-_16_04_15;Tertiary Power DOWN 20:00 bis 24:00;10;MW;0;MW;4.00;CHF/MW;0.00;CHF;1.00;CHF/MWh*
TRL-_16_04_15;Tertiary Power DOWN 20:00 bis 24:00;5;MW;0;MW;100.00;CHF/MW;0.00;CHF;25.00;CHF/MWh*
TRL-_16_04_15;Tertiary Power DOWN 20:00 bis 24:00;15;MW;15;MW;1.80;CHF/MW;27.00;CHF;0.45;CHF/MWh*
TRL-_16_04_15;Tertiary Power DOWN 20:00 bis 24:00;5;MW;0;MW;2.30;CHF/MW;0.00;CHF;0.58;CHF/MWh*
TRL-_16_04_15;Tertiary Power DOWN 20:00 bis 24:00;5;MW;0;MW;2.70;CHF/MW;0.00;CHF;0.68;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 00:00 bis 04:00;50;MW;25;MW;4.00;CHF/MW;100.00;CHF;1.00;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 00:00 bis 04:00;50;MW;0;MW;8.00;CHF/MW;0.00;CHF;2.00;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 00:00 bis 04:00;50;MW;0;MW;299.00;CHF/MW;0.00;CHF;74.75;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 00:00 bis 04:00;10;MW;10;MW;2.00;CHF/MW;20.00;CHF;0.50;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 00:00 bis 04:00;5;MW;5;MW;2.00;CHF/MW;10.00;CHF;0.50;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 00:00 bis 04:00;7;MW;7;MW;6.40;CHF/MW;44.80;CHF;1.60;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 00:00 bis 04:00;80;MW;0;MW;85.00;CHF/MW;0.00;CHF;21.25;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 00:00 bis 04:00;5;MW;5;MW;6.00;CHF/MW;30.00;CHF;1.50;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 00:00 bis 04:00;5;MW;5;MW;3.00;CHF/MW;15.00;CHF;0.75;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 00:00 bis 04:00;5;MW;0;MW;15.00;CHF/MW;0.00;CHF;3.75;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 00:00 bis 04:00;10;MW;0;MW;80.00;CHF/MW;0.00;CHF;20.00;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 00:00 bis 04:00;6;MW;6;MW;2.80;CHF/MW;16.80;CHF;0.70;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 00:00 bis 04:00;5;MW;5;MW;3.80;CHF/MW;19.00;CHF;0.95;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 00:00 bis 04:00;5;MW;5;MW;3.40;CHF/MW;17.00;CHF;0.85;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 00:00 bis 04:00;65;MW;0;MW;14.50;CHF/MW;0.00;CHF;3.62;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 00:00 bis 04:00;65;MW;0;MW;29.00;CHF/MW;0.00;CHF;7.25;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 00:00 bis 04:00;10;MW;10;MW;5.00;CHF/MW;50.00;CHF;1.25;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 04:00 bis 08:00;50;MW;25;MW;4.00;CHF/MW;100.00;CHF;1.00;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 04:00 bis 08:00;50;MW;13;MW;11.60;CHF/MW;150.80;CHF;2.90;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 04:00 bis 08:00;50;MW;0;MW;299.00;CHF/MW;0.00;CHF;74.75;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 04:00 bis 08:00;10;MW;10;MW;2.00;CHF/MW;20.00;CHF;0.50;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 04:00 bis 08:00;5;MW;5;MW;2.00;CHF/MW;10.00;CHF;0.50;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 04:00 bis 08:00;5;MW;5;MW;7.90;CHF/MW;39.50;CHF;1.98;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 04:00 bis 08:00;80;MW;0;MW;81.00;CHF/MW;0.00;CHF;20.25;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 04:00 bis 08:00;5;MW;5;MW;7.50;CHF/MW;37.50;CHF;1.88;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 04:00 bis 08:00;5;MW;5;MW;4.00;CHF/MW;20.00;CHF;1.00;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 04:00 bis 08:00;5;MW;0;MW;15.00;CHF/MW;0.00;CHF;3.75;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 04:00 bis 08:00;10;MW;0;MW;80.00;CHF/MW;0.00;CHF;20.00;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 04:00 bis 08:00;6;MW;6;MW;2.80;CHF/MW;16.80;CHF;0.70;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 04:00 bis 08:00;5;MW;5;MW;3.80;CHF/MW;19.00;CHF;0.95;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 04:00 bis 08:00;5;MW;5;MW;3.40;CHF/MW;17.00;CHF;0.85;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 04:00 bis 08:00;65;MW;0;MW;18.00;CHF/MW;0.00;CHF;4.50;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 04:00 bis 08:00;65;MW;0;MW;35.00;CHF/MW;0.00;CHF;8.75;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 08:00 bis 12:00;50;MW;25;MW;2.10;CHF/MW;52.50;CHF;0.52;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 08:00 bis 12:00;50;MW;49;MW;2.43;CHF/MW;119.07;CHF;0.61;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 08:00 bis 12:00;50;MW;0;MW;299.00;CHF/MW;0.00;CHF;74.75;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 08:00 bis 12:00;10;MW;10;MW;1.50;CHF/MW;15.00;CHF;0.38;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 08:00 bis 12:00;5;MW;5;MW;1.50;CHF/MW;7.50;CHF;0.38;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 08:00 bis 12:00;5;MW;0;MW;6.70;CHF/MW;0.00;CHF;1.68;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 08:00 bis 12:00;70;MW;0;MW;35.00;CHF/MW;0.00;CHF;8.75;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 08:00 bis 12:00;5;MW;0;MW;2.10;CHF/MW;0.00;CHF;0.52;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 08:00 bis 12:00;5;MW;0;MW;2.00;CHF/MW;0.00;CHF;0.50;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 08:00 bis 12:00;5;MW;0;MW;15.00;CHF/MW;0.00;CHF;3.75;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 08:00 bis 12:00;10;MW;0;MW;4.00;CHF/MW;0.00;CHF;1.00;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 08:00 bis 12:00;10;MW;0;MW;2.80;CHF/MW;0.00;CHF;0.70;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 08:00 bis 12:00;8;MW;0;MW;4.80;CHF/MW;0.00;CHF;1.20;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 08:00 bis 12:00;5;MW;0;MW;1.70;CHF/MW;0.00;CHF;0.42;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 08:00 bis 12:00;65;MW;0;MW;14.50;CHF/MW;0.00;CHF;3.62;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 08:00 bis 12:00;65;MW;0;MW;27.00;CHF/MW;0.00;CHF;6.75;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 12:00 bis 16:00;50;MW;0;MW;3.20;CHF/MW;0.00;CHF;0.80;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 12:00 bis 16:00;50;MW;49;MW;2.43;CHF/MW;119.07;CHF;0.61;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 12:00 bis 16:00;50;MW;0;MW;299.00;CHF/MW;0.00;CHF;74.75;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 12:00 bis 16:00;10;MW;10;MW;1.50;CHF/MW;15.00;CHF;0.38;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 12:00 bis 16:00;5;MW;5;MW;1.50;CHF/MW;7.50;CHF;0.38;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 12:00 bis 16:00;5;MW;0;MW;8.00;CHF/MW;0.00;CHF;2.00;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 12:00 bis 16:00;70;MW;0;MW;75.00;CHF/MW;0.00;CHF;18.75;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 12:00 bis 16:00;5;MW;5;MW;2.00;CHF/MW;10.00;CHF;0.50;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 12:00 bis 16:00;5;MW;5;MW;3.00;CHF/MW;15.00;CHF;0.75;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 12:00 bis 16:00;5;MW;0;MW;20.00;CHF/MW;0.00;CHF;5.00;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 12:00 bis 16:00;10;MW;0;MW;8.00;CHF/MW;0.00;CHF;2.00;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 12:00 bis 16:00;10;MW;10;MW;1.80;CHF/MW;18.00;CHF;0.45;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 12:00 bis 16:00;8;MW;0;MW;3.80;CHF/MW;0.00;CHF;0.95;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 12:00 bis 16:00;5;MW;5;MW;1.70;CHF/MW;8.50;CHF;0.42;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 12:00 bis 16:00;65;MW;0;MW;27.00;CHF/MW;0.00;CHF;6.75;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 12:00 bis 16:00;65;MW;0;MW;47.00;CHF/MW;0.00;CHF;11.75;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 16:00 bis 20:00;50;MW;0;MW;3.20;CHF/MW;0.00;CHF;0.80;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 16:00 bis 20:00;50;MW;49;MW;2.43;CHF/MW;119.07;CHF;0.61;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 16:00 bis 20:00;50;MW;0;MW;299.00;CHF/MW;0.00;CHF;74.75;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 16:00 bis 20:00;10;MW;10;MW;1.00;CHF/MW;10.00;CHF;0.25;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 16:00 bis 20:00;5;MW;5;MW;1.00;CHF/MW;5.00;CHF;0.25;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 16:00 bis 20:00;5;MW;0;MW;3.80;CHF/MW;0.00;CHF;0.95;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 16:00 bis 20:00;70;MW;0;MW;39.00;CHF/MW;0.00;CHF;9.75;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 16:00 bis 20:00;5;MW;5;MW;2.10;CHF/MW;10.50;CHF;0.52;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 16:00 bis 20:00;5;MW;5;MW;2.00;CHF/MW;10.00;CHF;0.50;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 16:00 bis 20:00;5;MW;0;MW;12.00;CHF/MW;0.00;CHF;3.00;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 16:00 bis 20:00;10;MW;0;MW;4.00;CHF/MW;0.00;CHF;1.00;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 16:00 bis 20:00;10;MW;10;MW;1.80;CHF/MW;18.00;CHF;0.45;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 16:00 bis 20:00;8;MW;0;MW;3.80;CHF/MW;0.00;CHF;0.95;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 16:00 bis 20:00;5;MW;5;MW;1.70;CHF/MW;8.50;CHF;0.42;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 16:00 bis 20:00;65;MW;0;MW;12.90;CHF/MW;0.00;CHF;3.22;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 16:00 bis 20:00;65;MW;0;MW;27.00;CHF/MW;0.00;CHF;6.75;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 20:00 bis 24:00;50;MW;0;MW;3.20;CHF/MW;0.00;CHF;0.80;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 20:00 bis 24:00;50;MW;49;MW;2.43;CHF/MW;119.07;CHF;0.61;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 20:00 bis 24:00;50;MW;0;MW;299.00;CHF/MW;0.00;CHF;74.75;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 20:00 bis 24:00;10;MW;10;MW;1.00;CHF/MW;10.00;CHF;0.25;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 20:00 bis 24:00;5;MW;5;MW;1.00;CHF/MW;5.00;CHF;0.25;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 20:00 bis 24:00;5;MW;0;MW;4.90;CHF/MW;0.00;CHF;1.22;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 20:00 bis 24:00;70;MW;0;MW;81.00;CHF/MW;0.00;CHF;20.25;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 20:00 bis 24:00;5;MW;5;MW;2.00;CHF/MW;10.00;CHF;0.50;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 20:00 bis 24:00;5;MW;5;MW;2.00;CHF/MW;10.00;CHF;0.50;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 20:00 bis 24:00;5;MW;0;MW;12.00;CHF/MW;0.00;CHF;3.00;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 20:00 bis 24:00;10;MW;0;MW;8.00;CHF/MW;0.00;CHF;2.00;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 20:00 bis 24:00;10;MW;10;MW;1.80;CHF/MW;18.00;CHF;0.45;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 20:00 bis 24:00;5;MW;0;MW;2.80;CHF/MW;0.00;CHF;0.70;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 20:00 bis 24:00;5;MW;5;MW;1.70;CHF/MW;8.50;CHF;0.42;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 20:00 bis 24:00;65;MW;0;MW;6.60;CHF/MW;0.00;CHF;1.65;CHF/MWh*
TRL-_16_04_16;Tertiary Power DOWN 20:00 bis 24:00;65;MW;0;MW;15.00;CHF/MW;0.00;CHF;3.75;CHF/MWh*
TRL-_16_04_17;Tertiary Power DOWN 00:00 bis 04:00;70;MW;35;MW;5.00;CHF/MW;175.00;CHF;1.25;CHF/MWh*
TRL-_16_04_17;Tertiary Power DOWN 00:00 bis 04:00;50;MW;15;MW;5.00;CHF/MW;75.00;CHF;1.25;CHF/MWh*
TRL-_16_04_17;Tertiary Power DOWN 00:00 bis 04:00;10;MW;10;MW;4.00;CHF/MW;40.00;CHF;1.00;CHF/MWh*
TRL-_16_04_17;Tertiary Power DOWN 00:00 bis 04:00;5;MW;5;MW;4.00;CHF/MW;20.00;CHF;1.00;CHF/MWh*
TRL-_16_04_17;Tertiary Power DOWN 00:00 bis 04:00;5;MW;5;MW;3.00;CHF/MW;15.00;CHF;0.75;CHF/MWh*
TRL-_16_04_17;Tertiary Power DOWN 00:00 bis 04:00;5;MW;0;MW;20.00;CHF/MW;0.00;CHF;5.00;CHF/MWh*
TRL-_16_04_17;Tertiary Power DOWN 00:00 bis 04:00;10;MW;0;MW;80.00;CHF/MW;0.00;CHF;20.00;CHF/MWh*
TRL-_16_04_17;Tertiary Power DOWN 00:00 bis 04:00;10;MW;0;MW;6.00;CHF/MW;0.00;CHF;1.50;CHF/MWh*
TRL-_16_04_17;Tertiary Power DOWN 00:00 bis 04:00;65;MW;0;MW;39.00;CHF/MW;0.00;CHF;9.75;CHF/MWh*
TRL-_16_04_17;Tertiary Power DOWN 00:00 bis 04:00;65;MW;0;MW;65.00;CHF/MW;0.00;CHF;16.25;CHF/MWh*
TRL-_16_04_17;Tertiary Power DOWN 00:00 bis 04:00;5;MW;5;MW;4.80;CHF/MW;24.00;CHF;1.20;CHF/MWh*
TRL-_16_04_17;Tertiary Power DOWN 00:00 bis 04:00;5;MW;0;MW;4.80;CHF/MW;0.00;CHF;1.20;CHF/MWh*
TRL-_16_04_17;Tertiary Power DOWN 00:00 bis 04:00;6;MW;6;MW;3.80;CHF/MW;22.80;CHF;0.95;CHF/MWh*
TRL-_16_04_17;Tertiary Power DOWN 00:00 bis 04:00;5;MW;0;MW;5.80;CHF/MW;0.00;CHF;1.45;CHF/MWh*
TRL-_16_04_17;Tertiary Power DOWN 00:00 bis 04:00;8;MW;0;MW;16.40;CHF/MW;0.00;CHF;4.10;CHF/MWh*
TRL-_16_04_17;Tertiary Power DOWN 00:00 bis 04:00;80;MW;0;MW;85.00;CHF/MW;0.00;CHF;21.25;CHF/MWh*
TRL-_16_04_17;Tertiary Power DOWN 04:00 bis 08:00;70;MW;42;MW;7.12;CHF/MW;299.04;CHF;1.78;CHF/MWh*
TRL-_16_04_17;Tertiary Power DOWN 04:00 bis 08:00;50;MW;0;MW;99.00;CHF/MW;0.00;CHF;24.75;CHF/MWh*
TRL-_16_04_17;Tertiary Power DOWN 04:00 bis 08:00;10;MW;10;MW;7.00;CHF/MW;70.00;CHF;1.75;CHF/MWh*
TRL-_16_04_17;Tertiary Power DOWN 04:00 bis 08:00;5;MW;5;MW;7.00;CHF/MW;35.00;CHF;1.75;CHF/MWh*
TRL-_16_04_17;Tertiary Power DOWN 04:00 bis 08:00;5;MW;5;MW;3.00;CHF/MW;15.00;CHF;0.75;CHF/MWh*
TRL-_16_04_17;Tertiary Power DOWN 04:00 bis 08:00;5;MW;0;MW;30.00;CHF/MW;0.00;CHF;7.50;CHF/MWh*
TRL-_16_04_17;Tertiary Power DOWN 04:00 bis 08:00;10;MW;0;MW;80.00;CHF/MW;0.00;CHF;20.00;CHF/MWh*
TRL-_16_04_17;Tertiary Power DOWN 04:00 bis 08:00;65;MW;0;MW;47.00;CHF/MW;0.00;CHF;11.75;CHF/MWh*
TRL-_16_04_17;Tertiary Power DOWN 04:00 bis 08:00;65;MW;0;MW;73.00;CHF/MW;0.00;CHF;18.25;CHF/MWh*
