Ausschreibung,Preis
PRL_32_01_01_1,20.7
PRL_32_01_01_2,18.82
PRL_32_01_01_3,12.4
PRL_32_01_01_4,13.99
PRL_32_01_01_5,13.05
PRL_32_01_01_6,14.42
PRL_32_01_02_1,16.95
PRL_32_01_02_2,17.67
PRL_32_01_02_3,12.09
PRL_32_01_02_4,10.67
PRL_32_01_02_5,10.82
PRL_32_01_02_6,10.28
PRL_32_01_03_1,17.02
PRL_32_01_03_2,15.81
PRL_32_01_03_3,10.17
PRL_32_01_03_4,10.82
PRL_32_01_03_5,12.15
PRL_32_01_03_6,10.02
PRL_32_01_04_1,24.45
PRL_32_01_04_2,19.4
PRL_32_01_04_3,10.13
PRL_32_01_04_4,9.74
PRL_32_01_04_5,10.1
PRL_32_01_04_6,8.94
PRL_32_01_05_1,14.68
PRL_32_01_05_2,11.76
PRL_32_01_05_3,9.02
PRL_32_01_05_4,7.72
PRL_32_01_05_5,9.81
PRL_32_01_05_6,7.28
PRL_32_01_06_1,12.55
PRL_32_01_06_2,10.1
PRL_32_01_06_3,6.92
PRL_32_01_06_4,6.56
PRL_32_01_06_5,7.41
PRL_32_01_06_6,6.78
PRL_32_01_07_1,9.91
PRL_32_01_07_2,10.46
PRL_32_01_07_3,7.01
PRL_32_01_07_4,6.15
PRL_32_01_07_5,7.85
PRL_32_01_07_6,6.42
PRL_32_01_08_1,9.07
PRL_32_01_08_2,12.12
PRL_32_01_08_3,7.3
PRL_32_01_08_4,6.68
PRL_32_01_08_5,7.21
PRL_32_01_08_6,6.2
PRL_32_01_09_1,7.3
PRL_32_01_09_2,8.33
PRL_32_01_09_3,6.54
PRL_32_01_09_4,5.99
PRL_32_01_09_5,9.54
PRL_32_01_09_6,6.13
PRL_32_01_10_1,6.67
PRL_32_01_10_2,9.85
PRL_32_01_10_3,10.01
PRL_32_01_10_4,6.95
PRL_32_01_10_5,10.24
PRL_32_01_10_6,5.25
PRL_32_01_11_1,5.91
PRL_32_01_11_2,6.64
PRL_32_01_11_3,6.33
PRL_32_01_11_4,5.05
