Ausschreibung,Preis
PRL_25_01_25_3,7.61
PRL_25_01_25_4,7.58
PRL_25_01_25_5,9.82
PRL_25_01_25_6,7.21
PRL_25_01_26_1,14.02
PRL_25_01_26_2,11.58
PRL_25_01_26_3,8.42
PRL_25_01_26_4,8.2
PRL_25_01_26_5,10.98
PRL_25_01_26_6,8.36
PRL_25_01_27_1,12.86
PRL_25_01_27_2,11.24
PRL_25_01_27_3,10.46
PRL_25_01_27_4,8.35
PRL_25_01_27_5,8.2
PRL_25_01_27_6,8.08
PRL_25_01_28_1,11.52
PRL_25_01_28_2,9.61
PRL_25_01_28_3,8.56
PRL_25_01_28_4,11.14
PRL_25_01_28_5,9.24
PRL_25_01_28_6,7.64
PRL_25_01_29_1,9.76
PRL_25_01_29_2,11.41
PRL_25_01_29_3,7.38
PRL_25_01_29_4,6.97
PRL_25_01_29_5,9.03
PRL_25_01_29_6,5.84
PRL_25_01_30_1,8.48
PRL_25_01_30_2,9.32
PRL_25_01_30_3,7.98
PRL_25_01_30_4,7.08
PRL_25_01_30_5,9.59
PRL_25_01_30_6,5.7
PRL_25_01_31_1,7.84
PRL_25_01_31_2,8.55
PRL_25_01_31_3,7.57
PRL_25_01_31_4,7.3
PRL_25_01_31_5,6.42
PRL_25_01_31_6,6.23
PRL_25_02_01_1,7.53
PRL_25_02_01_2,8.01
PRL_25_02_01_3,6.73
PRL_25_02_01_4,6.39
PRL_25_02_01_5,6.18
PRL_25_02_01_6,6.26
PRL_25_02_02_1,7.13
PRL_25_02_02_2,9.73
PRL_25_02_02_3,7.79
PRL_25_02_02_4,7.08
PRL_25_02_02_5,6.05
PRL_25_02_02_6,6.29
PRL_25_02_03_1,18.53
PRL_25_02_03_2,20.17
PRL_25_02_03_3,13.31
PRL_25_02_03_4,17.82
PRL_25_02_03_5,11.84
PRL_25_02_03_6,13.31
PRL_25_02_04_1,15.32
PRL_25_02_04_2,13.4
PRL_25_02_04_3,8.72
PRL_25_02_04_4,10.46
PRL_25_02_04_5,9.03
PRL_25_02_04_6,8.08
PRL_25_02_05_1,13.45
PRL_25_02_05_2,13.12
PRL_25_02_05_3,9.03
PRL_25_02_05_4,9.2
PRL_25_02_05_5,9.03
PRL_25_02_05_6,8.06
PRL_25_02_06_1,13.31
PRL_25_02_06_2,13.4
PRL_25_02_06_3,9.13
PRL_25_02_06_4,8.55
PRL_25_02_06_5,9.58
PRL_25_02_06_6,7.63
PRL_25_02_07_1,13.22
PRL_25_02_07_2,12.78
PRL_25_02_07_3,6.75
PRL_25_02_07_4,7.6
PRL_25_02_07_5,9.13
PRL_25_02_07_6,6.2
PRL_25_02_08_1,7.6
PRL_25_02_08_2,9.22
PRL_25_02_08_3,7.13
PRL_25_02_08_4,5.23
PRL_25_02_08_5,7.21
PRL_25_02_08_6,6.94
PRL_25_02_09_1,9.51
PRL_25_02_09_2,9.45
PRL_25_02_09_3,6.65
PRL_25_02_09_4,6.57
PRL_25_02_09_5,7.98
PRL_25_02_09_6,6.18
PRL_25_02_10_1,8.51
PRL_25_02_10_2,8.55
PRL_25_02_10_3,5.94
PRL_25_02_10_4,6.37
PRL_25_02_10_5,6.65
PRL_25_02_10_6,5.49
PRL_25_02_11_1,9.05
PRL_25_02_11_2,8.24
PRL_25_02_11_3,6.94
PRL_25_02_11_4,5.94
PRL_25_02_11_5,7.57
PRL_25_02_11_6,5.04
PRL_25_02_12_1,8.59
PRL_25_02_12_2,8.43
PRL_25_02_12_3,6.08
PRL_25_02_12_4,5.48
PRL_25_02_12_5,8.32
PRL_25_02_12_6,4.85
PRL_25_02_13_1,7.91
PRL_25_02_13_2,8.66
PRL_25_02_13_3,7.05
PRL_25_02_13_4,7.13
PRL_25_02_13_5,9.03
PRL_25_02_13_6,4.68
PRL_25_02_14_1,7.13
PRL_25_02_14_2,7.34
PRL_25_02_14_3,6.31
PRL_25_02_14_4,5.15
PRL_25_02_14_5,6.96
PRL_25_02_14_6,4.54
PRL_25_02_15_1,6.46
PRL_25_02_15_2,5.23
PRL_25_02_15_3,4.4
PRL_25_02_15_4,6.88
PRL_25_02_15_5,4.37
PRL_25_02_15_6,4.37
PRL_25_02_16_1,5.86
PRL_25_02_16_2,6.08
PRL_25_02_16_3,5.35
PRL_25_02_16_4,4.4
PRL_25_02_16_5,6.6
PRL_25_02_16_6,4.37
PRL_25_02_17_1,5.83
PRL_25_02_17_2,5.32
PRL_25_02_17_3,4.54
PRL_25_02_17_4,4.99
PRL_25_02_17_5,4.78
PRL_25_02_17_6,4.12
PRL_25_02_18_1,5.7
PRL_25_02_18_2,5.94
PRL_25_02_18_3,6.97
PRL_25_02_18_4,8.36
PRL_25_02_18_5,5.55
PRL_25_02_18_6,4.37
PRL_25_02_19_1,5.94
PRL_25_02_19_2,5.7
PRL_25_02_19_3,5.55
PRL_25_02_19_4,6.03
PRL_25_02_19_5,7.51
PRL_25_02_19_6,4.54
PRL_25_02_20_1,7.02
PRL_25_02_20_2,6.46
PRL_25_02_20_3,6.75
PRL_25_02_20_4,7.79
PRL_25_02_20_5,8.07
PRL_25_02_20_6,4.54
PRL_25_02_21_1,10.44
PRL_25_02_21_2,8.61
PRL_25_02_21_3,6.98
PRL_25_02_21_4,7.22
PRL_25_02_21_5,7.65
PRL_25_02_21_6,5.46
PRL_25_02_22_1,9.24
PRL_25_02_22_2,9.21
PRL_25_02_22_3,5.7
PRL_25_02_22_4,7.69
PRL_25_02_22_5,8.33
PRL_25_02_22_6,10.6
PRL_25_02_23_1,13.21
PRL_25_02_23_2,15.71
PRL_25_02_23_3,7.6
PRL_25_02_23_4,9.63
PRL_25_02_23_5,8.18
PRL_25_02_23_6,7.6
PRL_25_02_24_1,11.26
PRL_25_02_24_2,11.67
PRL_25_02_24_3,7.77
PRL_25_02_24_4,9.9
PRL_25_02_24_5,7.03
PRL_25_02_24_6,7.6
PRL_25_02_25_1,10.65
PRL_25_02_25_2,8.19
PRL_25_02_25_3,8.15
PRL_25_02_25_4,9.89
PRL_25_02_25_5,7.53
PRL_25_02_25_6,6.63
PRL_25_02_26_1,7.6
PRL_25_02_26_2,5.23
PRL_25_02_26_3,6.65
PRL_25_02_26_4,6.92
PRL_25_02_26_5,4.86
PRL_25_02_26_6,4.86
PRL_25_02_27_1,6.06
PRL_25_02_27_2,4.66
PRL_25_02_27_3,4.52
PRL_25_02_27_4,8.27
PRL_25_02_27_5,4.39
PRL_25_02_27_6,4.39
PRL_25_02_28_1,4.56
PRL_25_02_28_2,4.54
PRL_25_02_28_3,5.13
PRL_25_02_28_4,4.53
PRL_25_02_28_5,13.12
PRL_25_02_28_6,4.37
PRL_25_03_01_1,6.25
PRL_25_03_01_2,5.47
PRL_25_03_01_3,5.61
PRL_25_03_01_4,5.81
PRL_25_03_01_5,6.28
PRL_25_03_01_6,5.7
PRL_25_03_02_1,5.08
PRL_25_03_02_2,4.96
PRL_25_03_02_3,4.9
PRL_25_03_02_4,5.15
PRL_25_03_02_5,5.21
PRL_25_03_02_6,4.54
PRL_25_03_03_1,5.31
PRL_25_03_03_2,4.74
PRL_25_03_03_3,5.94
PRL_25_03_03_4,6.94
PRL_25_03_03_5,6.67
PRL_25_03_03_6,4.49
PRL_25_03_04_1,5.29
PRL_25_03_04_2,5.45
PRL_25_03_04_3,6.63
PRL_25_03_04_4,5.23
PRL_25_03_04_5,8.78
PRL_25_03_04_6,4.33
PRL_25_03_05_1,5.94
PRL_25_03_05_2,5.02
PRL_25_03_05_3,5.04
PRL_25_03_05_4,4.54
PRL_25_03_05_5,9.3
PRL_25_03_05_6,4.37
PRL_25_03_06_1,4.8
PRL_25_03_06_2,4.67
PRL_25_03_06_3,4.54
PRL_25_03_06_4,9.03
PRL_25_03_06_5,4.28
PRL_25_03_06_6,4.28
PRL_25_03_07_1,4.75
PRL_25_03_07_2,5.21
PRL_25_03_07_3,6.49
PRL_25_03_07_4,7.24
PRL_25_03_07_5,9.03
PRL_25_03_07_6,4.37
PRL_25_03_08_1,4.75
PRL_25_03_08_2,5.77
PRL_25_03_08_3,6.56
PRL_25_03_08_4,9.98
PRL_25_03_08_5,8.52
PRL_25_03_08_6,4.8
PRL_25_03_09_1,5.29
PRL_25_03_09_2,5.23
PRL_25_03_09_3,9.36
PRL_25_03_09_4,12.83
PRL_25_03_09_5,8.97
PRL_25_03_09_6,6.59
PRL_25_03_10_1,6.5
PRL_25_03_10_2,5.7
PRL_25_03_10_3,9.51
PRL_25_03_10_4,13.21
PRL_25_03_10_5,8.98
PRL_25_03_10_6,5.94
PRL_25_03_11_1,8.44
PRL_25_03_11_2,6.58
PRL_25_03_11_3,8.08
PRL_25_03_11_4,9.4
PRL_25_03_11_5,9.57
PRL_25_03_11_6,5.02
PRL_25_03_12_1,4.64
PRL_25_03_12_2,5.95
PRL_25_03_12_3,8.08
PRL_25_03_12_4,7.11
PRL_25_03_12_5,9.89
PRL_25_03_12_6,5.13
PRL_25_03_13_1,4.77
PRL_25_03_13_2,5.61
PRL_25_03_13_3,5.25
PRL_25_03_13_4,5.72
PRL_25_03_13_5,9.98
PRL_25_03_13_6,4.54
PRL_25_03_14_1,5.09
PRL_25_03_14_2,5.27
PRL_25_03_14_3,6.5
PRL_25_03_14_4,5.87
PRL_25_03_14_5,9.23
PRL_25_03_14_6,4.54
PRL_25_03_15_1,4.75
PRL_25_03_15_2,4.54
PRL_25_03_15_3,6.16
PRL_25_03_15_4,7.24
PRL_25_03_15_5,8.08
PRL_25_03_15_6,4.52
PRL_25_03_16_1,5.03
PRL_25_03_16_2,5.29
PRL_25_03_16_3,6.46
PRL_25_03_16_4,9.4
PRL_25_03_16_5,8.55
PRL_25_03_16_6,4.41
PRL_25_03_17_1,7.01
PRL_25_03_17_2,6.08
PRL_25_03_17_3,8.55
PRL_25_03_17_4,10.83
PRL_25_03_17_5,7.49
PRL_25_03_17_6,4.92
PRL_25_03_18_1,6.18
PRL_25_03_18_2,6.96
PRL_25_03_18_3,7.19
PRL_25_03_18_4,9.27
PRL_25_03_18_5,4.75
PRL_25_03_18_6,4.75
PRL_25_03_19_1,6.2
PRL_25_03_19_2,4.94
PRL_25_03_19_3,6.83
PRL_25_03_19_4,7.13
PRL_25_03_19_5,9.4
PRL_25_03_19_6,4.99
PRL_25_03_20_1,5.47
PRL_25_03_20_2,7.4
PRL_25_03_20_3,8.25
PRL_25_03_20_4,13.21
PRL_25_03_20_5,5.39
PRL_25_03_20_6,5.39
PRL_25_03_21_1,4.86
PRL_25_03_21_2,5.7
PRL_25_03_21_3,8.5
PRL_25_03_21_4,8.1
PRL_25_03_21_5,12.36
PRL_25_03_21_6,5.72
PRL_25_03_22_1,4.77
PRL_25_03_22_2,6.43
PRL_25_03_22_3,8.63
PRL_25_03_22_4,7.62
PRL_25_03_22_5,12.12
PRL_25_03_22_6,5.91
PRL_25_03_23_1,4.83
PRL_25_03_23_2,6.18
PRL_25_03_23_3,10.65
PRL_25_03_23_4,12.26
PRL_25_03_23_5,13.36
PRL_25_03_23_6,8.32
PRL_25_03_24_1,8.22
PRL_25_03_24_2,9.39
PRL_25_03_24_3,16.81
PRL_25_03_24_4,21.77
PRL_25_03_24_5,16.77
PRL_25_03_24_6,7.6
PRL_25_03_25_1,9.35
PRL_25_03_25_2,9.64
PRL_25_03_25_3,10.32
PRL_25_03_25_4,8.55
PRL_25_03_25_5,15.23
PRL_25_03_25_6,7.35
PRL_25_03_26_1,8.42
PRL_25_03_26_2,8.5
PRL_25_03_26_3,13.92
PRL_25_03_26_4,13.76
PRL_25_03_26_5,12.83
PRL_25_03_26_6,7.11
PRL_25_03_27_1,7.18
PRL_25_03_27_2,7.9
PRL_25_03_27_3,12.84
PRL_25_03_27_4,13.31
PRL_25_03_27_5,13.21
PRL_25_03_27_6,7.59
PRL_25_03_28_1,6.72
PRL_25_03_28_2,6.93
PRL_25_03_28_3,11.44
PRL_25_03_28_4,17.3
PRL_25_03_28_5,12.36
PRL_25_03_28_6,7.0
PRL_25_03_29_1,6.65
PRL_25_03_29_2,7.53
PRL_25_03_29_3,15.13
PRL_25_03_29_4,21.11
PRL_25_03_29_5,12.62
PRL_25_03_29_6,7.54
PRL_25_03_30_1,9.8
PRL_25_03_30_2,9.27
PRL_25_03_30_3,13.94
PRL_25_03_30_4,21.85
PRL_25_03_30_5,13.59
PRL_25_03_30_6,8.04
PRL_25_03_31_1,12.51
PRL_25_03_31_2,8.71
PRL_25_03_31_3,15.14
PRL_25_03_31_4,23.49
PRL_25_03_31_5,14.72
PRL_25_03_31_6,9.11
PRL_25_04_01_1,10.83
PRL_25_04_01_2,10.67
PRL_25_04_01_3,18.54
PRL_25_04_01_4,27.33
PRL_25_04_01_5,13.73
PRL_25_04_01_6,9.58
PRL_25_04_02_1,10.51
PRL_25_04_02_2,9.52
PRL_25_04_02_3,14.5
PRL_25_04_02_4,23.65
PRL_25_04_02_5,16.33
PRL_25_04_02_6,9.07
PRL_25_04_03_1,12.29
PRL_25_04_03_2,10.34
PRL_25_04_03_3,16.05
PRL_25_04_03_4,26.14
PRL_25_04_03_5,15.09
PRL_25_04_03_6,9.35
PRL_25_04_04_1,10.46
PRL_25_04_04_2,10.67
PRL_25_04_04_3,16.74
PRL_25_04_04_4,28.12
PRL_25_04_04_5,14.65
PRL_25_04_04_6,9.35
PRL_25_04_05_1,9.24
PRL_25_04_05_2,8.73
PRL_25_04_05_3,12.25
PRL_25_04_05_4,17.59
PRL_25_04_05_5,12.18
PRL_25_04_05_6,9.17
PRL_25_04_06_1,8.45
PRL_25_04_06_2,8.46
PRL_25_04_06_3,13.55
PRL_25_04_06_4,27.48
PRL_25_04_06_5,13.12
PRL_25_04_06_6,8.44
PRL_25_04_07_1,8.71
PRL_25_04_07_2,8.15
PRL_25_04_07_3,13.31
PRL_25_04_07_4,30.89
PRL_25_04_07_5,14.44
PRL_25_04_07_6,7.81
PRL_25_04_08_1,10.69
PRL_25_04_08_2,13.31
PRL_25_04_08_3,15.42
PRL_25_04_08_4,29.16
PRL_25_04_08_5,20.8
PRL_25_04_08_6,13.21
PRL_25_04_09_1,11.41
PRL_25_04_09_2,11.64
PRL_25_04_09_3,13.59
PRL_25_04_09_4,19.31
PRL_25_04_09_5,13.4
PRL_25_04_09_6,10.69
PRL_25_04_10_1,24.72
PRL_25_04_10_2,17.82
PRL_25_04_10_3,25.21
PRL_25_04_10_4,34.68
PRL_25_04_10_5,23.67
PRL_25_04_10_6,15.19
PRL_25_04_11_1,21.39
PRL_25_04_11_2,16.43
PRL_25_04_11_3,24.0
PRL_25_04_11_4,34.35
PRL_25_04_11_5,22.34
PRL_25_04_11_6,14.89
PRL_25_04_12_1,16.4
PRL_25_04_12_2,14.18
PRL_25_04_12_3,23.46
PRL_25_04_12_4,33.03
PRL_25_04_12_5,22.32
PRL_25_04_12_6,14.26
PRL_25_04_13_1,16.4
PRL_25_04_13_2,14.18
PRL_25_04_13_3,36.88
PRL_25_04_13_4,34.9
PRL_25_04_13_5,27.56
PRL_25_04_13_6,14.26
PRL_25_04_14_1,23.62
PRL_25_04_14_2,23.76
PRL_25_04_14_3,45.5
PRL_25_04_14_4,68.45
PRL_25_04_14_5,28.99
PRL_25_04_14_6,13.05
PRL_25_04_15_1,13.14
PRL_25_04_15_2,13.4
PRL_25_04_15_3,29.32
PRL_25_04_15_4,35.35
PRL_25_04_15_5,21.86
PRL_25_04_15_6,18.1
PRL_25_04_16_1,17.82
PRL_25_04_16_2,18.94
PRL_25_04_16_3,29.94
PRL_25_04_16_4,34.56
PRL_25_04_16_5,22.09
PRL_25_04_16_6,17.11
PRL_25_04_17_1,10.46
PRL_25_04_17_2,16.92
PRL_25_04_17_3,19.63
PRL_25_04_17_4,23.76
PRL_25_04_17_5,18.06
PRL_25_04_17_6,11.55
PRL_25_04_18_1,9.31
PRL_25_04_18_2,13.21
PRL_25_04_18_3,13.4
PRL_25_04_18_4,27.96
PRL_25_04_18_5,12.74
PRL_25_04_18_6,9.14
PRL_25_04_19_1,10.91
PRL_25_04_19_2,14.07
PRL_25_04_19_3,18.78
PRL_25_04_19_4,25.33
PRL_25_04_19_5,14.74
PRL_25_04_19_6,10.78
PRL_25_04_20_1,15.82
PRL_25_04_20_2,17.1
PRL_25_04_20_3,26.58
PRL_25_04_20_4,26.73
PRL_25_04_20_5,22.43
PRL_25_04_20_6,10.96
PRL_25_04_21_1,13.4
PRL_25_04_21_2,14.73
PRL_25_04_21_3,23.0
PRL_25_04_21_4,30.23
PRL_25_04_21_5,22.53
PRL_25_04_21_6,11.24
PRL_25_04_22_1,11.31
PRL_25_04_22_2,13.31
PRL_25_04_22_3,20.44
PRL_25_04_22_4,25.69
PRL_25_04_22_5,18.44
PRL_25_04_22_6,12.23
PRL_25_04_23_1,7.53
PRL_25_04_23_2,9.9
PRL_25_04_23_3,13.7
PRL_25_04_23_4,18.91
PRL_25_04_23_5,10.17
PRL_25_04_23_6,7.6
PRL_25_04_24_1,9.01
PRL_25_04_24_2,14.26
PRL_25_04_24_3,16.24
PRL_25_04_24_4,17.54
PRL_25_04_24_5,16.99
PRL_25_04_24_6,13.4
PRL_25_04_25_1,7.95
PRL_25_04_25_2,15.65
PRL_25_04_25_3,16.14
PRL_25_04_25_4,14.11
PRL_25_04_25_5,11.88
PRL_25_04_25_6,11.88
PRL_25_04_26_1,9.6
PRL_25_04_26_2,16.16
PRL_25_04_26_3,17.64
PRL_25_04_26_4,16.33
PRL_25_04_26_5,17.77
PRL_25_04_26_6,16.16
PRL_25_04_27_1,8.55
PRL_25_04_27_2,13.07
PRL_25_04_27_3,19.3
PRL_25_04_27_4,23.0
PRL_25_04_27_5,20.72
PRL_25_04_27_6,13.12
PRL_25_04_28_1,10.69
PRL_25_04_28_2,13.21
PRL_25_04_28_3,29.48
PRL_25_04_28_4,43.25
PRL_25_04_28_5,22.45
PRL_25_04_28_6,15.72
PRL_25_04_29_1,9.76
PRL_25_04_29_2,12.12
PRL_25_04_29_3,18.87
PRL_25_04_29_4,32.24
PRL_25_04_29_5,15.9
PRL_25_04_29_6,12.07
PRL_25_04_30_1,9.41
PRL_25_04_30_2,10.59
PRL_25_04_30_3,13.48
PRL_25_04_30_4,23.78
PRL_25_04_30_5,12.12
PRL_25_04_30_6,10.86
PRL_25_05_01_1,8.55
PRL_25_05_01_2,13.44
PRL_25_05_01_3,30.42
PRL_25_05_01_4,42.77
PRL_25_05_01_5,26.38
PRL_25_05_01_6,13.59
PRL_25_05_02_1,9.06
PRL_25_05_02_2,13.12
PRL_25_05_02_3,25.66
PRL_25_05_02_4,39.5
PRL_25_05_02_5,20.67
PRL_25_05_02_6,12.83
PRL_25_05_03_1,9.98
PRL_25_05_03_2,12.12
PRL_25_05_03_3,16.11
PRL_25_05_03_4,28.52
PRL_25_05_03_5,13.31
PRL_25_05_03_6,9.32
PRL_25_05_04_1,9.25
PRL_25_05_04_2,11.05
PRL_25_05_04_3,22.34
PRL_25_05_04_4,27.41
PRL_25_05_04_5,16.16
PRL_25_05_04_6,10.38
PRL_25_05_05_1,9.13
PRL_25_05_05_2,11.82
PRL_25_05_05_3,23.76
PRL_25_05_05_4,38.02
PRL_25_05_05_5,20.86
PRL_25_05_05_6,8.32
PRL_25_05_06_1,7.6
PRL_25_05_06_2,10.69
PRL_25_05_06_3,19.91
PRL_25_05_06_4,22.88
PRL_25_05_06_5,13.07
PRL_25_05_06_6,8.08
PRL_25_05_07_1,8.55
PRL_25_05_07_2,10.22
PRL_25_05_07_3,10.96
PRL_25_05_07_4,15.11
PRL_25_05_07_5,14.05
PRL_25_05_07_6,16.71
PRL_25_05_08_1,8.08
PRL_25_05_08_2,12.46
PRL_25_05_08_3,18.55
PRL_25_05_08_4,23.89
PRL_25_05_08_5,15.09
PRL_25_05_08_6,13.34
PRL_25_05_09_1,7.88
PRL_25_05_09_2,11.8
PRL_25_05_09_3,29.92
PRL_25_05_09_4,36.39
PRL_25_05_09_5,21.49
PRL_25_05_09_6,12.25
PRL_25_05_10_1,7.49
PRL_25_05_10_2,11.45
PRL_25_05_10_3,23.62
PRL_25_05_10_4,29.52
PRL_25_05_10_5,21.2
PRL_25_05_10_6,13.44
PRL_25_05_11_1,7.72
PRL_25_05_11_2,11.88
PRL_25_05_11_3,39.68
PRL_25_05_11_4,47.48
PRL_25_05_11_5,22.18
PRL_25_05_11_6,13.07
PRL_25_05_12_1,9.15
PRL_25_05_12_2,12.01
PRL_25_05_12_3,31.25
PRL_25_05_12_4,53.44
PRL_25_05_12_5,27.69
PRL_25_05_12_6,14.02
PRL_25_05_13_1,9.13
PRL_25_05_13_2,12.05
PRL_25_05_13_3,26.14
PRL_25_05_13_4,37.31
PRL_25_05_13_5,27.01
PRL_25_05_13_6,15.47
PRL_25_05_14_1,13.12
PRL_25_05_14_2,13.22
PRL_25_05_14_3,34.43
PRL_25_05_14_4,41.33
PRL_25_05_14_5,27.57
PRL_25_05_14_6,17.49
PRL_25_05_15_1,10.31
PRL_25_05_15_2,14.83
PRL_25_05_15_3,71.29
PRL_25_05_15_4,43.97
PRL_25_05_15_5,29.66
PRL_25_05_15_6,17.11
PRL_25_05_16_1,9.74
PRL_25_05_16_2,17.07
PRL_25_05_16_3,63.21
PRL_25_05_16_4,57.46
PRL_25_05_16_5,26.01
PRL_25_05_16_6,17.08
PRL_25_05_17_1,8.66
PRL_25_05_17_2,14.63
PRL_25_05_17_3,28.09
PRL_25_05_17_4,41.87
PRL_25_05_17_5,22.58
PRL_25_05_17_6,13.76
PRL_25_05_18_1,7.9
PRL_25_05_18_2,13.12
PRL_25_05_18_3,38.98
PRL_25_05_18_4,52.26
PRL_25_05_18_5,22.5
PRL_25_05_18_6,13.12
PRL_25_05_19_1,8.9
PRL_25_05_19_2,18.35
PRL_25_05_19_3,51.3
PRL_25_05_19_4,71.49
PRL_25_05_19_5,36.64
PRL_25_05_19_6,22.7
PRL_25_05_20_1,9.51
PRL_25_05_20_2,12.55
PRL_25_05_20_3,38.47
PRL_25_05_20_4,58.29
PRL_25_05_20_5,24.58
PRL_25_05_20_6,18.42
PRL_25_05_21_1,7.77
PRL_25_05_21_2,11.93
PRL_25_05_21_3,24.85
PRL_25_05_21_4,48.8
PRL_25_05_21_5,26.24
PRL_25_05_21_6,23.76
PRL_25_05_22_1,19.11
PRL_25_05_22_2,17.01
PRL_25_05_22_3,31.93
PRL_25_05_22_4,46.39
PRL_25_05_22_5,25.93
PRL_25_05_22_6,18.71
PRL_25_05_23_1,9.51
PRL_25_05_23_2,13.41
PRL_25_05_23_3,22.81
PRL_25_05_23_4,40.68
PRL_25_05_23_5,19.35
PRL_25_05_23_6,19.01
PRL_25_05_24_1,7.43
PRL_25_05_24_2,10.46
PRL_25_05_24_3,16.87
PRL_25_05_24_4,20.44
PRL_25_05_24_5,16.63
PRL_25_05_24_6,13.21
PRL_25_05_25_1,7.53
PRL_25_05_25_2,9.79
PRL_25_05_25_3,24.3
PRL_25_05_25_4,32.2
PRL_25_05_25_5,21.86
PRL_25_05_25_6,12.07
PRL_25_05_26_1,8.21
PRL_25_05_26_2,11.44
PRL_25_05_26_3,30.91
