Ausschreibung,Beschreibung,Total_MW
PRL_23_05_31,Primary control Auction 00:00 bis 04:00,60
PRL_23_05_31,Primary control Auction 04:00 bis 08:00,77
PRL_23_05_31,Primary control Auction 08:00 bis 12:00,111
PRL_23_05_31,Primary control Auction 12:00 bis 16:00,76
PRL_23_05_31,Primary control Auction 16:00 bis 20:00,91
PRL_23_05_31,Primary control Auction 20:00 bis 24:00,60
PRL_23_06_01,Primary control Auction 00:00 bis 04:00,21
PRL_23_06_01,Primary control Auction 04:00 bis 08:00,83
PRL_23_06_01,Primary control Auction 08:00 bis 12:00,99
PRL_23_06_01,Primary control Auction 12:00 bis 16:00,88
PRL_23_06_01,Primary control Auction 16:00 bis 20:00,97
PRL_23_06_01,Primary control Auction 20:00 bis 24:00,77
PRL_23_06_02,Primary control Auction 00:00 bis 04:00,39
PRL_23_06_02,Primary control Auction 04:00 bis 08:00,38
PRL_23_06_02,Primary control Auction 08:00 bis 12:00,66
PRL_23_06_02,Primary control Auction 12:00 bis 16:00,52
PRL_23_06_02,Primary control Auction 16:00 bis 20:00,72
PRL_23_06_02,Primary control Auction 20:00 bis 24:00,70
PRL_23_06_03,Primary control Auction 00:00 bis 04:00,72
PRL_23_06_03,Primary control Auction 04:00 bis 08:00,72
PRL_23_06_03,Primary control Auction 08:00 bis 12:00,63
PRL_23_06_03,Primary control Auction 12:00 bis 16:00,63
PRL_23_06_03,Primary control Auction 16:00 bis 20:00,74
PRL_23_06_03,Primary control Auction 20:00 bis 24:00,77
PRL_23_06_04,Primary control Auction 00:00 bis 04:00,76
PRL_23_06_04,Primary control Auction 04:00 bis 08:00,70
PRL_23_06_04,Primary control Auction 08:00 bis 12:00,66
PRL_23_06_04,Primary control Auction 12:00 bis 16:00,66
PRL_23_06_04,Primary control Auction 16:00 bis 20:00,70
PRL_23_06_04,Primary control Auction 20:00 bis 24:00,77
PRL_23_06_05,Primary control Auction 00:00 bis 04:00,62
PRL_23_06_05,Primary control Auction 04:00 bis 08:00,62
PRL_23_06_05,Primary control Auction 08:00 bis 12:00,62
PRL_23_06_05,Primary control Auction 12:00 bis 16:00,62
PRL_23_06_05,Primary control Auction 16:00 bis 20:00,62
PRL_23_06_05,Primary control Auction 20:00 bis 24:00,62
PRL_23_06_06,Primary control Auction 00:00 bis 04:00,91
PRL_23_06_06,Primary control Auction 04:00 bis 08:00,72
PRL_23_06_06,Primary control Auction 08:00 bis 12:00,113
PRL_23_06_06,Primary control Auction 12:00 bis 16:00,95
PRL_23_06_06,Primary control Auction 16:00 bis 20:00,88
PRL_23_06_06,Primary control Auction 20:00 bis 24:00,118
PRL_23_06_07,Primary control Auction 00:00 bis 04:00,103
PRL_23_06_07,Primary control Auction 04:00 bis 08:00,104
PRL_23_06_07,Primary control Auction 08:00 bis 12:00,126
PRL_23_06_07,Primary control Auction 12:00 bis 16:00,92
PRL_23_06_07,Primary control Auction 16:00 bis 20:00,106
PRL_23_06_07,Primary control Auction 20:00 bis 24:00,98
PRL_23_06_08,Primary control Auction 00:00 bis 04:00,84
PRL_23_06_08,Primary control Auction 04:00 bis 08:00,117
PRL_23_06_08,Primary control Auction 08:00 bis 12:00,111
PRL_23_06_08,Primary control Auction 12:00 bis 16:00,88
PRL_23_06_08,Primary control Auction 16:00 bis 20:00,107
PRL_23_06_08,Primary control Auction 20:00 bis 24:00,122
PRL_23_06_09,Primary control Auction 00:00 bis 04:00,108
PRL_23_06_09,Primary control Auction 04:00 bis 08:00,118
PRL_23_06_09,Primary control Auction 08:00 bis 12:00,109
PRL_23_06_09,Primary control Auction 12:00 bis 16:00,81
PRL_23_06_09,Primary control Auction 16:00 bis 20:00,109
PRL_23_06_09,Primary control Auction 20:00 bis 24:00,124
PRL_23_06_10,Primary control Auction 00:00 bis 04:00,88
PRL_23_06_10,Primary control Auction 04:00 bis 08:00,85
PRL_23_06_10,Primary control Auction 08:00 bis 12:00,96
PRL_23_06_10,Primary control Auction 12:00 bis 16:00,97
PRL_23_06_10,Primary control Auction 16:00 bis 20:00,90
PRL_23_06_10,Primary control Auction 20:00 bis 24:00,105
PRL_23_06_11,Primary control Auction 00:00 bis 04:00,74
PRL_23_06_11,Primary control Auction 04:00 bis 08:00,78
PRL_23_06_11,Primary control Auction 08:00 bis 12:00,67
PRL_23_06_11,Primary control Auction 12:00 bis 16:00,78
PRL_23_06_11,Primary control Auction 16:00 bis 20:00,78
PRL_23_06_11,Primary control Auction 20:00 bis 24:00,74
PRL_23_06_12,Primary control Auction 00:00 bis 04:00,81
PRL_23_06_12,Primary control Auction 04:00 bis 08:00,82
PRL_23_06_12,Primary control Auction 08:00 bis 12:00,52
PRL_23_06_12,Primary control Auction 12:00 bis 16:00,40
PRL_23_06_12,Primary control Auction 16:00 bis 20:00,53
PRL_23_06_12,Primary control Auction 20:00 bis 24:00,58
PRL_23_06_13,Primary control Auction 00:00 bis 04:00,67
PRL_23_06_13,Primary control Auction 04:00 bis 08:00,76
PRL_23_06_13,Primary control Auction 08:00 bis 12:00,79
PRL_23_06_13,Primary control Auction 12:00 bis 16:00,80
PRL_23_06_13,Primary control Auction 16:00 bis 20:00,75
PRL_23_06_13,Primary control Auction 20:00 bis 24:00,74
PRL_23_06_14,Primary control Auction 00:00 bis 04:00,79
PRL_23_06_14,Primary control Auction 04:00 bis 08:00,59
PRL_23_06_14,Primary control Auction 08:00 bis 12:00,87
PRL_23_06_14,Primary control Auction 12:00 bis 16:00,52
PRL_23_06_14,Primary control Auction 16:00 bis 20:00,82
PRL_23_06_14,Primary control Auction 20:00 bis 24:00,63
PRL_23_06_15,Primary control Auction 00:00 bis 04:00,75
PRL_23_06_15,Primary control Auction 04:00 bis 08:00,55
PRL_23_06_15,Primary control Auction 08:00 bis 12:00,83
PRL_23_06_15,Primary control Auction 12:00 bis 16:00,82
PRL_23_06_15,Primary control Auction 16:00 bis 20:00,37
PRL_23_06_15,Primary control Auction 20:00 bis 24:00,51
PRL_23_06_16,Primary control Auction 00:00 bis 04:00,45
PRL_23_06_16,Primary control Auction 04:00 bis 08:00,33
PRL_23_06_16,Primary control Auction 08:00 bis 12:00,50
PRL_23_06_16,Primary control Auction 12:00 bis 16:00,22
PRL_23_06_16,Primary control Auction 16:00 bis 20:00,22
PRL_23_06_16,Primary control Auction 20:00 bis 24:00,40
PRL_23_06_17,Primary control Auction 00:00 bis 04:00,42
PRL_23_06_17,Primary control Auction 04:00 bis 08:00,47
PRL_23_06_17,Primary control Auction 08:00 bis 12:00,53
PRL_23_06_17,Primary control Auction 12:00 bis 16:00,58
PRL_23_06_17,Primary control Auction 16:00 bis 20:00,63
PRL_23_06_17,Primary control Auction 20:00 bis 24:00,42
PRL_23_06_18,Primary control Auction 00:00 bis 04:00,81
PRL_23_06_18,Primary control Auction 04:00 bis 08:00,100
PRL_23_06_18,Primary control Auction 08:00 bis 12:00,83
PRL_23_06_18,Primary control Auction 12:00 bis 16:00,69
PRL_23_06_18,Primary control Auction 16:00 bis 20:00,83
PRL_23_06_18,Primary control Auction 20:00 bis 24:00,61
PRL_23_06_19,Primary control Auction 00:00 bis 04:00,91
PRL_23_06_19,Primary control Auction 04:00 bis 08:00,84
PRL_23_06_19,Primary control Auction 08:00 bis 12:00,109
PRL_23_06_19,Primary control Auction 12:00 bis 16:00,98
PRL_23_06_19,Primary control Auction 16:00 bis 20:00,117
PRL_23_06_19,Primary control Auction 20:00 bis 24:00,98
PRL_23_06_20,Primary control Auction 00:00 bis 04:00,25
PRL_23_06_20,Primary control Auction 04:00 bis 08:00,48
PRL_23_06_20,Primary control Auction 08:00 bis 12:00,36
PRL_23_06_20,Primary control Auction 12:00 bis 16:00,19
PRL_23_06_20,Primary control Auction 16:00 bis 20:00,57
PRL_23_06_20,Primary control Auction 20:00 bis 24:00,58
PRL_23_06_21,Primary control Auction 00:00 bis 04:00,58
PRL_23_06_21,Primary control Auction 04:00 bis 08:00,35
PRL_23_06_21,Primary control Auction 08:00 bis 12:00,68
PRL_23_06_21,Primary control Auction 12:00 bis 16:00,60
PRL_23_06_21,Primary control Auction 16:00 bis 20:00,74
PRL_23_06_21,Primary control Auction 20:00 bis 24:00,77
PRL_23_06_22,Primary control Auction 00:00 bis 04:00,57
PRL_23_06_22,Primary control Auction 04:00 bis 08:00,32
PRL_23_06_22,Primary control Auction 08:00 bis 12:00,52
PRL_23_06_22,Primary control Auction 12:00 bis 16:00,33
PRL_23_06_22,Primary control Auction 16:00 bis 20:00,45
PRL_23_06_22,Primary control Auction 20:00 bis 24:00,72
PRL_23_06_23,Primary control Auction 00:00 bis 04:00,73
PRL_23_06_23,Primary control Auction 04:00 bis 08:00,76
PRL_23_06_23,Primary control Auction 08:00 bis 12:00,83
PRL_23_06_23,Primary control Auction 12:00 bis 16:00,68
PRL_23_06_23,Primary control Auction 16:00 bis 20:00,75
PRL_23_06_23,Primary control Auction 20:00 bis 24:00,85
PRL_23_06_24,Primary control Auction 00:00 bis 04:00,87
PRL_23_06_24,Primary control Auction 04:00 bis 08:00,86
PRL_23_06_24,Primary control Auction 08:00 bis 12:00,74
PRL_23_06_24,Primary control Auction 12:00 bis 16:00,66
PRL_23_06_24,Primary control Auction 16:00 bis 20:00,71
PRL_23_06_24,Primary control Auction 20:00 bis 24:00,91
PRL_23_06_25,Primary control Auction 00:00 bis 04:00,74
PRL_23_06_25,Primary control Auction 04:00 bis 08:00,73
PRL_23_06_25,Primary control Auction 08:00 bis 12:00,69
PRL_23_06_25,Primary control Auction 12:00 bis 16:00,65
PRL_23_06_25,Primary control Auction 16:00 bis 20:00,72
PRL_23_06_25,Primary control Auction 20:00 bis 24:00,74
PRL_23_06_26,Primary control Auction 00:00 bis 04:00,68
PRL_23_06_26,Primary control Auction 04:00 bis 08:00,68
PRL_23_06_26,Primary control Auction 08:00 bis 12:00,87
PRL_23_06_26,Primary control Auction 12:00 bis 16:00,89
PRL_23_06_26,Primary control Auction 16:00 bis 20:00,87
PRL_23_06_26,Primary control Auction 20:00 bis 24:00,83
PRL_23_06_27,Primary control Auction 00:00 bis 04:00,65
PRL_23_06_27,Primary control Auction 04:00 bis 08:00,67
PRL_23_06_27,Primary control Auction 08:00 bis 12:00,94
PRL_23_06_27,Primary control Auction 12:00 bis 16:00,75
PRL_23_06_27,Primary control Auction 16:00 bis 20:00,80
PRL_23_06_27,Primary control Auction 20:00 bis 24:00,81
PRL_23_06_28,Primary control Auction 00:00 bis 04:00,70
PRL_23_06_28,Primary control Auction 04:00 bis 08:00,63
PRL_23_06_28,Primary control Auction 08:00 bis 12:00,71
PRL_23_06_28,Primary control Auction 12:00 bis 16:00,56
PRL_23_06_28,Primary control Auction 16:00 bis 20:00,54
PRL_23_06_28,Primary control Auction 20:00 bis 24:00,60
PRL_23_06_29,Primary control Auction 00:00 bis 04:00,73
PRL_23_06_29,Primary control Auction 04:00 bis 08:00,73
PRL_23_06_29,Primary control Auction 08:00 bis 12:00,48
PRL_23_06_29,Primary control Auction 12:00 bis 16:00,30
PRL_23_06_29,Primary control Auction 16:00 bis 20:00,49
PRL_23_06_29,Primary control Auction 20:00 bis 24:00,70
PRL_23_06_30,Primary control Auction 00:00 bis 04:00,65
PRL_23_06_30,Primary control Auction 04:00 bis 08:00,73
PRL_23_06_30,Primary control Auction 08:00 bis 12:00,50
PRL_23_06_30,Primary control Auction 12:00 bis 16:00,53
PRL_23_06_30,Primary control Auction 16:00 bis 20:00,53
PRL_23_06_30,Primary control Auction 20:00 bis 24:00,83
PRL_23_07_01,Primary control Auction 00:00 bis 04:00,58
PRL_23_07_01,Primary control Auction 04:00 bis 08:00,61
PRL_23_07_01,Primary control Auction 08:00 bis 12:00,61
PRL_23_07_01,Primary control Auction 12:00 bis 16:00,58
PRL_23_07_01,Primary control Auction 16:00 bis 20:00,61
PRL_23_07_01,Primary control Auction 20:00 bis 24:00,61
PRL_23_07_02,Primary control Auction 00:00 bis 04:00,74
PRL_23_07_02,Primary control Auction 04:00 bis 08:00,67
PRL_23_07_02,Primary control Auction 08:00 bis 12:00,71
PRL_23_07_02,Primary control Auction 12:00 bis 16:00,74
PRL_23_07_02,Primary control Auction 16:00 bis 20:00,64
PRL_23_07_02,Primary control Auction 20:00 bis 24:00,83
PRL_23_07_03,Primary control Auction 00:00 bis 04:00,91
PRL_23_07_03,Primary control Auction 04:00 bis 08:00,95
PRL_23_07_03,Primary control Auction 08:00 bis 12:00,130
PRL_23_07_03,Primary control Auction 12:00 bis 16:00,124
PRL_23_07_03,Primary control Auction 16:00 bis 20:00,125
PRL_23_07_03,Primary control Auction 20:00 bis 24:00,123
PRL_23_07_04,Primary control Auction 00:00 bis 04:00,71
PRL_23_07_04,Primary control Auction 04:00 bis 08:00,71
PRL_23_07_04,Primary control Auction 08:00 bis 12:00,78
PRL_23_07_04,Primary control Auction 12:00 bis 16:00,73
PRL_23_07_04,Primary control Auction 16:00 bis 20:00,77
PRL_23_07_04,Primary control Auction 20:00 bis 24:00,63
PRL_23_07_05,Primary control Auction 00:00 bis 04:00,63
PRL_23_07_05,Primary control Auction 04:00 bis 08:00,66
PRL_23_07_05,Primary control Auction 08:00 bis 12:00,72
PRL_23_07_05,Primary control Auction 12:00 bis 16:00,68
PRL_23_07_05,Primary control Auction 16:00 bis 20:00,73
PRL_23_07_05,Primary control Auction 20:00 bis 24:00,56
PRL_23_07_06,Primary control Auction 00:00 bis 04:00,65
PRL_23_07_06,Primary control Auction 04:00 bis 08:00,67
PRL_23_07_06,Primary control Auction 08:00 bis 12:00,109
PRL_23_07_06,Primary control Auction 12:00 bis 16:00,89
PRL_23_07_06,Primary control Auction 16:00 bis 20:00,82
PRL_23_07_06,Primary control Auction 20:00 bis 24:00,67
PRL_23_07_07,Primary control Auction 00:00 bis 04:00,118
PRL_23_07_07,Primary control Auction 04:00 bis 08:00,83
PRL_23_07_07,Primary control Auction 08:00 bis 12:00,117
PRL_23_07_07,Primary control Auction 12:00 bis 16:00,95
PRL_23_07_07,Primary control Auction 16:00 bis 20:00,79
PRL_23_07_07,Primary control Auction 20:00 bis 24:00,60
PRL_23_07_08,Primary control Auction 00:00 bis 04:00,96
PRL_23_07_08,Primary control Auction 04:00 bis 08:00,78
PRL_23_07_08,Primary control Auction 08:00 bis 12:00,123
PRL_23_07_08,Primary control Auction 12:00 bis 16:00,75
PRL_23_07_08,Primary control Auction 16:00 bis 20:00,91
PRL_23_07_08,Primary control Auction 20:00 bis 24:00,102
PRL_23_07_09,Primary control Auction 00:00 bis 04:00,67
PRL_23_07_09,Primary control Auction 04:00 bis 08:00,66
PRL_23_07_09,Primary control Auction 08:00 bis 12:00,74
PRL_23_07_09,Primary control Auction 12:00 bis 16:00,68
PRL_23_07_09,Primary control Auction 16:00 bis 20:00,63
PRL_23_07_09,Primary control Auction 20:00 bis 24:00,73
PRL_23_07_10,Primary control Auction 00:00 bis 04:00,71
PRL_23_07_10,Primary control Auction 04:00 bis 08:00,90
PRL_23_07_10,Primary control Auction 08:00 bis 12:00,162
PRL_23_07_10,Primary control Auction 12:00 bis 16:00,116
PRL_23_07_10,Primary control Auction 16:00 bis 20:00,102
PRL_23_07_10,Primary control Auction 20:00 bis 24:00,87
PRL_23_07_11,Primary control Auction 00:00 bis 04:00,75
PRL_23_07_11,Primary control Auction 04:00 bis 08:00,77
PRL_23_07_11,Primary control Auction 08:00 bis 12:00,103
PRL_23_07_11,Primary control Auction 12:00 bis 16:00,103
PRL_23_07_11,Primary control Auction 16:00 bis 20:00,48
PRL_23_07_11,Primary control Auction 20:00 bis 24:00,19
PRL_23_07_12,Primary control Auction 00:00 bis 04:00,75
PRL_23_07_12,Primary control Auction 04:00 bis 08:00,78
PRL_23_07_12,Primary control Auction 08:00 bis 12:00,151
PRL_23_07_12,Primary control Auction 12:00 bis 16:00,123
PRL_23_07_12,Primary control Auction 16:00 bis 20:00,112
PRL_23_07_12,Primary control Auction 20:00 bis 24:00,33
PRL_23_07_13,Primary control Auction 00:00 bis 04:00,96
PRL_23_07_13,Primary control Auction 04:00 bis 08:00,75
PRL_23_07_13,Primary control Auction 08:00 bis 12:00,121
PRL_23_07_13,Primary control Auction 12:00 bis 16:00,97
PRL_23_07_13,Primary control Auction 16:00 bis 20:00,112
PRL_23_07_13,Primary control Auction 20:00 bis 24:00,87
PRL_23_07_14,Primary control Auction 00:00 bis 04:00,79
PRL_23_07_14,Primary control Auction 04:00 bis 08:00,74
PRL_23_07_14,Primary control Auction 08:00 bis 12:00,36
PRL_23_07_14,Primary control Auction 12:00 bis 16:00,46
PRL_23_07_14,Primary control Auction 16:00 bis 20:00,30
PRL_23_07_14,Primary control Auction 20:00 bis 24:00,83
PRL_23_07_15,Primary control Auction 00:00 bis 04:00,81
PRL_23_07_15,Primary control Auction 04:00 bis 08:00,80
PRL_23_07_15,Primary control Auction 08:00 bis 12:00,88
PRL_23_07_15,Primary control Auction 12:00 bis 16:00,82
PRL_23_07_15,Primary control Auction 16:00 bis 20:00,78
PRL_23_07_15,Primary control Auction 20:00 bis 24:00,91
PRL_23_07_16,Primary control Auction 00:00 bis 04:00,79
PRL_23_07_16,Primary control Auction 04:00 bis 08:00,83
PRL_23_07_16,Primary control Auction 08:00 bis 12:00,84
PRL_23_07_16,Primary control Auction 12:00 bis 16:00,96
PRL_23_07_16,Primary control Auction 16:00 bis 20:00,87
PRL_23_07_16,Primary control Auction 20:00 bis 24:00,89
PRL_23_07_17,Primary control Auction 00:00 bis 04:00,121
PRL_23_07_17,Primary control Auction 04:00 bis 08:00,115
PRL_23_07_17,Primary control Auction 08:00 bis 12:00,143
PRL_23_07_17,Primary control Auction 12:00 bis 16:00,92
PRL_23_07_17,Primary control Auction 16:00 bis 20:00,110
PRL_23_07_17,Primary control Auction 20:00 bis 24:00,74
PRL_23_07_18,Primary control Auction 00:00 bis 04:00,120
PRL_23_07_18,Primary control Auction 04:00 bis 08:00,121
PRL_23_07_18,Primary control Auction 08:00 bis 12:00,136
PRL_23_07_18,Primary control Auction 12:00 bis 16:00,143
PRL_23_07_18,Primary control Auction 16:00 bis 20:00,107
PRL_23_07_18,Primary control Auction 20:00 bis 24:00,83
PRL_23_07_19,Primary control Auction 00:00 bis 04:00,141
PRL_23_07_19,Primary control Auction 04:00 bis 08:00,136
PRL_23_07_19,Primary control Auction 08:00 bis 12:00,129
PRL_23_07_19,Primary control Auction 12:00 bis 16:00,112
PRL_23_07_19,Primary control Auction 16:00 bis 20:00,141
PRL_23_07_19,Primary control Auction 20:00 bis 24:00,78
PRL_23_07_20,Primary control Auction 00:00 bis 04:00,86
PRL_23_07_20,Primary control Auction 04:00 bis 08:00,83
PRL_23_07_20,Primary control Auction 08:00 bis 12:00,118
PRL_23_07_20,Primary control Auction 12:00 bis 16:00,70
PRL_23_07_20,Primary control Auction 16:00 bis 20:00,74
PRL_23_07_20,Primary control Auction 20:00 bis 24:00,83
PRL_23_07_21,Primary control Auction 00:00 bis 04:00,136
PRL_23_07_21,Primary control Auction 04:00 bis 08:00,110
PRL_23_07_21,Primary control Auction 08:00 bis 12:00,136
PRL_23_07_21,Primary control Auction 12:00 bis 16:00,89
PRL_23_07_21,Primary control Auction 16:00 bis 20:00,102
PRL_23_07_21,Primary control Auction 20:00 bis 24:00,92
PRL_23_07_22,Primary control Auction 00:00 bis 04:00,78
PRL_23_07_22,Primary control Auction 04:00 bis 08:00,64
PRL_23_07_22,Primary control Auction 08:00 bis 12:00,63
PRL_23_07_22,Primary control Auction 12:00 bis 16:00,67
PRL_23_07_22,Primary control Auction 16:00 bis 20:00,72
PRL_23_07_22,Primary control Auction 20:00 bis 24:00,131
PRL_23_07_23,Primary control Auction 00:00 bis 04:00,54
PRL_23_07_23,Primary control Auction 04:00 bis 08:00,58
PRL_23_07_23,Primary control Auction 08:00 bis 12:00,58
PRL_23_07_23,Primary control Auction 12:00 bis 16:00,66
PRL_23_07_23,Primary control Auction 16:00 bis 20:00,58
PRL_23_07_23,Primary control Auction 20:00 bis 24:00,136
PRL_23_07_24,Primary control Auction 00:00 bis 04:00,82
PRL_23_07_24,Primary control Auction 04:00 bis 08:00,99
PRL_23_07_24,Primary control Auction 08:00 bis 12:00,137
PRL_23_07_24,Primary control Auction 12:00 bis 16:00,114
PRL_23_07_24,Primary control Auction 16:00 bis 20:00,132
PRL_23_07_24,Primary control Auction 20:00 bis 24:00,115
PRL_23_07_25,Primary control Auction 00:00 bis 04:00,100
PRL_23_07_25,Primary control Auction 04:00 bis 08:00,112
PRL_23_07_25,Primary control Auction 08:00 bis 12:00,143
PRL_23_07_25,Primary control Auction 12:00 bis 16:00,101
PRL_23_07_25,Primary control Auction 16:00 bis 20:00,122
PRL_23_07_25,Primary control Auction 20:00 bis 24:00,83
PRL_23_07_26,Primary control Auction 00:00 bis 04:00,75
PRL_23_07_26,Primary control Auction 04:00 bis 08:00,72
PRL_23_07_26,Primary control Auction 08:00 bis 12:00,62
PRL_23_07_26,Primary control Auction 12:00 bis 16:00,41
PRL_23_07_26,Primary control Auction 16:00 bis 20:00,68
PRL_23_07_26,Primary control Auction 20:00 bis 24:00,97
PRL_23_07_27,Primary control Auction 00:00 bis 04:00,69
PRL_23_07_27,Primary control Auction 04:00 bis 08:00,74
PRL_23_07_27,Primary control Auction 08:00 bis 12:00,91
PRL_23_07_27,Primary control Auction 12:00 bis 16:00,49
PRL_23_07_27,Primary control Auction 16:00 bis 20:00,67
PRL_23_07_27,Primary control Auction 20:00 bis 24:00,102
PRL_23_07_28,Primary control Auction 00:00 bis 04:00,68
PRL_23_07_28,Primary control Auction 04:00 bis 08:00,85
PRL_23_07_28,Primary control Auction 08:00 bis 12:00,74
PRL_23_07_28,Primary control Auction 12:00 bis 16:00,39
PRL_23_07_28,Primary control Auction 16:00 bis 20:00,76
PRL_23_07_28,Primary control Auction 20:00 bis 24:00,103
PRL_23_07_29,Primary control Auction 00:00 bis 04:00,70
PRL_23_07_29,Primary control Auction 04:00 bis 08:00,65
PRL_23_07_29,Primary control Auction 08:00 bis 12:00,67
PRL_23_07_29,Primary control Auction 12:00 bis 16:00,72
PRL_23_07_29,Primary control Auction 16:00 bis 20:00,70
PRL_23_07_29,Primary control Auction 20:00 bis 24:00,73
PRL_23_07_30,Primary control Auction 00:00 bis 04:00,72
PRL_23_07_30,Primary control Auction 04:00 bis 08:00,75
PRL_23_07_30,Primary control Auction 08:00 bis 12:00,71
PRL_23_07_30,Primary control Auction 12:00 bis 16:00,70
PRL_23_07_30,Primary control Auction 16:00 bis 20:00,65
PRL_23_07_30,Primary control Auction 20:00 bis 24:00,71
PRL_23_07_31,Primary control Auction 00:00 bis 04:00,77
PRL_23_07_31,Primary control Auction 04:00 bis 08:00,92
PRL_23_07_31,Primary control Auction 08:00 bis 12:00,73
PRL_23_07_31,Primary control Auction 12:00 bis 16:00,85
PRL_23_07_31,Primary control Auction 16:00 bis 20:00,76
PRL_23_07_31,Primary control Auction 20:00 bis 24:00,114
PRL_23_08_01,Primary control Auction 00:00 bis 04:00,70
PRL_23_08_01,Primary control Auction 04:00 bis 08:00,70
PRL_23_08_01,Primary control Auction 08:00 bis 12:00,102
PRL_23_08_01,Primary control Auction 12:00 bis 16:00,71
PRL_23_08_01,Primary control Auction 16:00 bis 20:00,78
PRL_23_08_01,Primary control Auction 20:00 bis 24:00,112
PRL_23_08_02,Primary control Auction 00:00 bis 04:00,73
PRL_23_08_02,Primary control Auction 04:00 bis 08:00,109
PRL_23_08_02,Primary control Auction 08:00 bis 12:00,114
PRL_23_08_02,Primary control Auction 12:00 bis 16:00,87
PRL_23_08_02,Primary control Auction 16:00 bis 20:00,88
PRL_23_08_02,Primary control Auction 20:00 bis 24:00,107
PRL_23_08_03,Primary control Auction 00:00 bis 04:00,93
PRL_23_08_03,Primary control Auction 04:00 bis 08:00,84
PRL_23_08_03,Primary control Auction 08:00 bis 12:00,90
PRL_23_08_03,Primary control Auction 12:00 bis 16:00,90
PRL_23_08_03,Primary control Auction 16:00 bis 20:00,96
PRL_23_08_03,Primary control Auction 20:00 bis 24:00,120
PRL_23_08_04,Primary control Auction 00:00 bis 04:00,30
PRL_23_08_04,Primary control Auction 04:00 bis 08:00,83
PRL_23_08_04,Primary control Auction 08:00 bis 12:00,85
PRL_23_08_04,Primary control Auction 12:00 bis 16:00,81
PRL_23_08_04,Primary control Auction 16:00 bis 20:00,82
PRL_23_08_04,Primary control Auction 20:00 bis 24:00,93
PRL_23_08_05,Primary control Auction 00:00 bis 04:00,59
PRL_23_08_05,Primary control Auction 04:00 bis 08:00,37
PRL_23_08_05,Primary control Auction 08:00 bis 12:00,84
PRL_23_08_05,Primary control Auction 12:00 bis 16:00,97
PRL_23_08_05,Primary control Auction 16:00 bis 20:00,100
PRL_23_08_05,Primary control Auction 20:00 bis 24:00,127
PRL_23_08_06,Primary control Auction 00:00 bis 04:00,97
PRL_23_08_06,Primary control Auction 04:00 bis 08:00,97
PRL_23_08_06,Primary control Auction 08:00 bis 12:00,92
PRL_23_08_06,Primary control Auction 12:00 bis 16:00,92
PRL_23_08_06,Primary control Auction 16:00 bis 20:00,73
PRL_23_08_06,Primary control Auction 20:00 bis 24:00,101
PRL_23_08_07,Primary control Auction 00:00 bis 04:00,81
PRL_23_08_07,Primary control Auction 04:00 bis 08:00,95
PRL_23_08_07,Primary control Auction 08:00 bis 12:00,131
PRL_23_08_07,Primary control Auction 12:00 bis 16:00,80
PRL_23_08_07,Primary control Auction 16:00 bis 20:00,79
PRL_23_08_07,Primary control Auction 20:00 bis 24:00,80
PRL_23_08_08,Primary control Auction 00:00 bis 04:00,88
PRL_23_08_08,Primary control Auction 04:00 bis 08:00,91
PRL_23_08_08,Primary control Auction 08:00 bis 12:00,92
PRL_23_08_08,Primary control Auction 12:00 bis 16:00,87
PRL_23_08_08,Primary control Auction 16:00 bis 20:00,87
PRL_23_08_08,Primary control Auction 20:00 bis 24:00,108
PRL_23_08_09,Primary control Auction 00:00 bis 04:00,30
PRL_23_08_09,Primary control Auction 04:00 bis 08:00,54
PRL_23_08_09,Primary control Auction 08:00 bis 12:00,60
PRL_23_08_09,Primary control Auction 12:00 bis 16:00,31
PRL_23_08_09,Primary control Auction 16:00 bis 20:00,70
PRL_23_08_09,Primary control Auction 20:00 bis 24:00,49
PRL_23_08_10,Primary control Auction 00:00 bis 04:00,64
PRL_23_08_10,Primary control Auction 04:00 bis 08:00,55
PRL_23_08_10,Primary control Auction 08:00 bis 12:00,111
PRL_23_08_10,Primary control Auction 12:00 bis 16:00,64
PRL_23_08_10,Primary control Auction 16:00 bis 20:00,89
PRL_23_08_10,Primary control Auction 20:00 bis 24:00,62
PRL_23_08_11,Primary control Auction 00:00 bis 04:00,56
PRL_23_08_11,Primary control Auction 04:00 bis 08:00,81
PRL_23_08_11,Primary control Auction 08:00 bis 12:00,72
PRL_23_08_11,Primary control Auction 12:00 bis 16:00,79
PRL_23_08_11,Primary control Auction 16:00 bis 20:00,53
PRL_23_08_11,Primary control Auction 20:00 bis 24:00,66
PRL_23_08_12,Primary control Auction 00:00 bis 04:00,56
PRL_23_08_12,Primary control Auction 04:00 bis 08:00,51
PRL_23_08_12,Primary control Auction 08:00 bis 12:00,65
PRL_23_08_12,Primary control Auction 12:00 bis 16:00,54
PRL_23_08_12,Primary control Auction 16:00 bis 20:00,54
PRL_23_08_12,Primary control Auction 20:00 bis 24:00,82
PRL_23_08_13,Primary control Auction 00:00 bis 04:00,56
PRL_23_08_13,Primary control Auction 04:00 bis 08:00,60
PRL_23_08_13,Primary control Auction 08:00 bis 12:00,54
PRL_23_08_13,Primary control Auction 12:00 bis 16:00,55
PRL_23_08_13,Primary control Auction 16:00 bis 20:00,56
PRL_23_08_13,Primary control Auction 20:00 bis 24:00,49
