Ausschreibung;Beschreibung;Angebotenes Volumen;Einheit;Zugesprochenes Volumen;Einheit;Leistungspreis;Einheit;Kosten;Einheit;Preis;Einheit
TRL-_15_05_22;Tertiary Power DOWN 00:00 bis 04:00;40;MW;25;MW;5;CHF/MW;125;CHF;1.25;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 04:00 bis 08:00;15;MW;0;MW;5.5;CHF/MW;0;CHF;1.38;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 04:00 bis 08:00;10;MW;0;MW;5.8;CHF/MW;0;CHF;1.45;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 04:00 bis 08:00;18;MW;16;MW;5.7;CHF/MW;91.2;CHF;1.42;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 04:00 bis 08:00;16;MW;16;MW;5;CHF/MW;80;CHF;1.25;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 04:00 bis 08:00;65;MW;0;MW;11;CHF/MW;0;CHF;2.75;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 04:00 bis 08:00;15;MW;15;MW;5;CHF/MW;75;CHF;1.25;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 04:00 bis 08:00;15;MW;15;MW;5;CHF/MW;75;CHF;1.25;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 04:00 bis 08:00;5;MW;0;MW;5.6;CHF/MW;0;CHF;1.4;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 04:00 bis 08:00;15;MW;15;MW;4.6;CHF/MW;69;CHF;1.15;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 04:00 bis 08:00;10;MW;10;MW;4.4;CHF/MW;44;CHF;1.1;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 04:00 bis 08:00;10;MW;10;MW;4.6;CHF/MW;46;CHF;1.15;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 04:00 bis 08:00;10;MW;0;MW;5.67;CHF/MW;0;CHF;1.42;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 04:00 bis 08:00;20;MW;0;MW;6;CHF/MW;0;CHF;1.5;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 04:00 bis 08:00;10;MW;0;MW;10;CHF/MW;0;CHF;2.5;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 04:00 bis 08:00;65;MW;0;MW;300;CHF/MW;0;CHF;75;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 04:00 bis 08:00;50;MW;50;MW;4;CHF/MW;200;CHF;1;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 04:00 bis 08:00;40;MW;25;MW;5;CHF/MW;125;CHF;1.25;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 08:00 bis 12:00;20;MW;20;MW;1;CHF/MW;20;CHF;0.25;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 08:00 bis 12:00;25;MW;0;MW;1.6;CHF/MW;0;CHF;0.4;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 08:00 bis 12:00;20;MW;0;MW;1.7;CHF/MW;0;CHF;0.42;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 08:00 bis 12:00;20;MW;0;MW;1.5;CHF/MW;0;CHF;0.38;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 08:00 bis 12:00;10;MW;10;MW;1.2;CHF/MW;12;CHF;0.3;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 08:00 bis 12:00;10;MW;10;MW;1.3;CHF/MW;13;CHF;0.32;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 08:00 bis 12:00;10;MW;10;MW;1.4;CHF/MW;14;CHF;0.35;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 08:00 bis 12:00;18;MW;16;MW;1.4;CHF/MW;22.4;CHF;0.35;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 08:00 bis 12:00;16;MW;16;MW;1.4;CHF/MW;22.4;CHF;0.35;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 08:00 bis 12:00;65;MW;0;MW;5;CHF/MW;0;CHF;1.25;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 08:00 bis 12:00;15;MW;15;MW;1;CHF/MW;15;CHF;0.25;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 08:00 bis 12:00;10;MW;10;MW;1;CHF/MW;10;CHF;0.25;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 08:00 bis 12:00;5;MW;0;MW;1.5;CHF/MW;0;CHF;0.38;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 08:00 bis 12:00;15;MW;15;MW;1.3;CHF/MW;19.5;CHF;0.32;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 08:00 bis 12:00;20;MW;20;MW;1.1;CHF/MW;22;CHF;0.28;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 08:00 bis 12:00;20;MW;20;MW;1.2;CHF/MW;24;CHF;0.3;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 08:00 bis 12:00;10;MW;10;MW;1.3;CHF/MW;13;CHF;0.32;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 08:00 bis 12:00;10;MW;0;MW;1.51;CHF/MW;0;CHF;0.38;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 08:00 bis 12:00;20;MW;0;MW;2;CHF/MW;0;CHF;0.5;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 08:00 bis 12:00;10;MW;0;MW;3;CHF/MW;0;CHF;0.75;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 08:00 bis 12:00;65;MW;0;MW;300;CHF/MW;0;CHF;75;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 08:00 bis 12:00;50;MW;0;MW;1.4;CHF/MW;0;CHF;0.35;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 08:00 bis 12:00;40;MW;0;MW;5;CHF/MW;0;CHF;1.25;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 12:00 bis 16:00;20;MW;20;MW;1.5;CHF/MW;30;CHF;0.38;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 12:00 bis 16:00;20;MW;20;MW;1.6;CHF/MW;32;CHF;0.4;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 12:00 bis 16:00;10;MW;10;MW;1.5;CHF/MW;15;CHF;0.38;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 12:00 bis 16:00;10;MW;0;MW;1.8;CHF/MW;0;CHF;0.45;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 12:00 bis 16:00;10;MW;0;MW;1.85;CHF/MW;0;CHF;0.46;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 12:00 bis 16:00;10;MW;0;MW;1.9;CHF/MW;0;CHF;0.48;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 12:00 bis 16:00;18;MW;0;MW;1.9;CHF/MW;0;CHF;0.48;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 12:00 bis 16:00;16;MW;0;MW;1.9;CHF/MW;0;CHF;0.48;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 12:00 bis 16:00;65;MW;0;MW;6;CHF/MW;0;CHF;1.5;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 12:00 bis 16:00;15;MW;15;MW;1.5;CHF/MW;22.5;CHF;0.38;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 12:00 bis 16:00;10;MW;10;MW;1.5;CHF/MW;15;CHF;0.38;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 12:00 bis 16:00;5;MW;0;MW;2;CHF/MW;0;CHF;0.5;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 12:00 bis 16:00;15;MW;0;MW;1.8;CHF/MW;0;CHF;0.45;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 12:00 bis 16:00;20;MW;20;MW;1.3;CHF/MW;26;CHF;0.32;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 12:00 bis 16:00;20;MW;20;MW;1.4;CHF/MW;28;CHF;0.35;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 12:00 bis 16:00;10;MW;10;MW;1.5;CHF/MW;15;CHF;0.38;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 12:00 bis 16:00;10;MW;0;MW;1.98;CHF/MW;0;CHF;0.5;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 12:00 bis 16:00;20;MW;0;MW;2;CHF/MW;0;CHF;0.5;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 12:00 bis 16:00;10;MW;0;MW;3;CHF/MW;0;CHF;0.75;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 12:00 bis 16:00;65;MW;0;MW;280;CHF/MW;0;CHF;70;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 12:00 bis 16:00;50;MW;50;MW;1.7;CHF/MW;85;CHF;0.42;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 12:00 bis 16:00;40;MW;0;MW;5;CHF/MW;0;CHF;1.25;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 16:00 bis 20:00;20;MW;20;MW;1.5;CHF/MW;30;CHF;0.38;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 16:00 bis 20:00;20;MW;20;MW;1.6;CHF/MW;32;CHF;0.4;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 16:00 bis 20:00;10;MW;0;MW;1.7;CHF/MW;0;CHF;0.42;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 16:00 bis 20:00;10;MW;10;MW;1.6;CHF/MW;16;CHF;0.4;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 16:00 bis 20:00;10;MW;10;MW;1.7;CHF/MW;17;CHF;0.42;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 16:00 bis 20:00;10;MW;0;MW;1.8;CHF/MW;0;CHF;0.45;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 16:00 bis 20:00;18;MW;17;MW;1.8;CHF/MW;30.6;CHF;0.45;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 16:00 bis 20:00;16;MW;0;MW;1.8;CHF/MW;0;CHF;0.45;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 16:00 bis 20:00;65;MW;0;MW;6;CHF/MW;0;CHF;1.5;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 16:00 bis 20:00;15;MW;15;MW;1.5;CHF/MW;22.5;CHF;0.38;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 16:00 bis 20:00;10;MW;10;MW;1.5;CHF/MW;15;CHF;0.38;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 16:00 bis 20:00;5;MW;5;MW;1.9;CHF/MW;9.5;CHF;0.48;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 16:00 bis 20:00;15;MW;15;MW;1.7;CHF/MW;25.5;CHF;0.42;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 16:00 bis 20:00;20;MW;20;MW;1.3;CHF/MW;26;CHF;0.32;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 16:00 bis 20:00;20;MW;20;MW;1.4;CHF/MW;28;CHF;0.35;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 16:00 bis 20:00;10;MW;10;MW;1.5;CHF/MW;15;CHF;0.38;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 16:00 bis 20:00;10;MW;0;MW;1.87;CHF/MW;0;CHF;0.47;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 16:00 bis 20:00;20;MW;0;MW;3;CHF/MW;0;CHF;0.75;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 16:00 bis 20:00;10;MW;0;MW;5;CHF/MW;0;CHF;1.25;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 16:00 bis 20:00;65;MW;0;MW;280;CHF/MW;0;CHF;70;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 16:00 bis 20:00;50;MW;0;MW;1.7;CHF/MW;0;CHF;0.42;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 16:00 bis 20:00;40;MW;0;MW;5.7;CHF/MW;0;CHF;1.42;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 20:00 bis 24:00;20;MW;20;MW;1.5;CHF/MW;30;CHF;0.38;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 20:00 bis 24:00;20;MW;0;MW;1.8;CHF/MW;0;CHF;0.45;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 20:00 bis 24:00;10;MW;0;MW;1.9;CHF/MW;0;CHF;0.48;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 20:00 bis 24:00;20;MW;20;MW;1.7;CHF/MW;34;CHF;0.42;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 20:00 bis 24:00;10;MW;10;MW;1.7;CHF/MW;17;CHF;0.42;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 20:00 bis 24:00;10;MW;0;MW;1.8;CHF/MW;0;CHF;0.45;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 20:00 bis 24:00;10;MW;0;MW;1.9;CHF/MW;0;CHF;0.48;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 20:00 bis 24:00;18;MW;17;MW;1.8;CHF/MW;30.6;CHF;0.45;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 20:00 bis 24:00;16;MW;0;MW;1.8;CHF/MW;0;CHF;0.45;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 20:00 bis 24:00;65;MW;0;MW;6;CHF/MW;0;CHF;1.5;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 20:00 bis 24:00;15;MW;15;MW;1.5;CHF/MW;22.5;CHF;0.38;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 20:00 bis 24:00;10;MW;10;MW;1.5;CHF/MW;15;CHF;0.38;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 20:00 bis 24:00;5;MW;5;MW;1.8;CHF/MW;9;CHF;0.45;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 20:00 bis 24:00;15;MW;15;MW;1.5;CHF/MW;22.5;CHF;0.38;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 20:00 bis 24:00;20;MW;20;MW;1.1;CHF/MW;22;CHF;0.28;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 20:00 bis 24:00;20;MW;20;MW;1.2;CHF/MW;24;CHF;0.3;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 20:00 bis 24:00;10;MW;10;MW;1.3;CHF/MW;13;CHF;0.32;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 20:00 bis 24:00;10;MW;10;MW;1.78;CHF/MW;17.8;CHF;0.44;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 20:00 bis 24:00;20;MW;0;MW;3;CHF/MW;0;CHF;0.75;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 20:00 bis 24:00;10;MW;0;MW;5;CHF/MW;0;CHF;1.25;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 20:00 bis 24:00;45;MW;0;MW;5.9;CHF/MW;0;CHF;1.48;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 20:00 bis 24:00;50;MW;0;MW;1.7;CHF/MW;0;CHF;0.42;CHF/MWh*
TRL-_15_05_22;Tertiary Power DOWN 20:00 bis 24:00;60;MW;0;MW;300;CHF/MW;0;CHF;75;CHF/MWh*
TRL-_15_05_23;Tertiary Power DOWN 00:00 bis 04:00;5;MW;5;MW;4.4;CHF/MW;22;CHF;1.1;CHF/MWh*
TRL-_15_05_23;Tertiary Power DOWN 00:00 bis 04:00;10;MW;0;MW;6;CHF/MW;0;CHF;1.5;CHF/MWh*
TRL-_15_05_23;Tertiary Power DOWN 00:00 bis 04:00;20;MW;20;MW;4;CHF/MW;80;CHF;1;CHF/MWh*
TRL-_15_05_23;Tertiary Power DOWN 00:00 bis 04:00;15;MW;15;MW;4;CHF/MW;60;CHF;1;CHF/MWh*
TRL-_15_05_23;Tertiary Power DOWN 00:00 bis 04:00;5;MW;0;MW;9;CHF/MW;0;CHF;2.25;CHF/MWh*
TRL-_15_05_23;Tertiary Power DOWN 00:00 bis 04:00;8;MW;0;MW;14.75;CHF/MW;0;CHF;3.69;CHF/MWh*
TRL-_15_05_23;Tertiary Power DOWN 00:00 bis 04:00;20;MW;0;MW;45;CHF/MW;0;CHF;11.25;CHF/MWh*
TRL-_15_05_23;Tertiary Power DOWN 00:00 bis 04:00;20;MW;0;MW;67;CHF/MW;0;CHF;16.75;CHF/MWh*
TRL-_15_05_23;Tertiary Power DOWN 00:00 bis 04:00;25;MW;0;MW;344;CHF/MW;0;CHF;86;CHF/MWh*
TRL-_15_05_23;Tertiary Power DOWN 00:00 bis 04:00;18;MW;0;MW;6;CHF/MW;0;CHF;1.5;CHF/MWh*
TRL-_15_05_23;Tertiary Power DOWN 00:00 bis 04:00;16;MW;16;MW;4.3;CHF/MW;68.8;CHF;1.08;CHF/MWh*
TRL-_15_05_23;Tertiary Power DOWN 00:00 bis 04:00;30;MW;0;MW;8;CHF/MW;0;CHF;2;CHF/MWh*
TRL-_15_05_23;Tertiary Power DOWN 00:00 bis 04:00;6;MW;6;MW;3.7;CHF/MW;22.2;CHF;0.92;CHF/MWh*
TRL-_15_05_23;Tertiary Power DOWN 00:00 bis 04:00;10;MW;10;MW;3.8;CHF/MW;38;CHF;0.95;CHF/MWh*
TRL-_15_05_23;Tertiary Power DOWN 00:00 bis 04:00;10;MW;10;MW;3.9;CHF/MW;39;CHF;0.98;CHF/MWh*
TRL-_15_05_23;Tertiary Power DOWN 00:00 bis 04:00;5;MW;5;MW;3.8;CHF/MW;19;CHF;0.95;CHF/MWh*
TRL-_15_05_23;Tertiary Power DOWN 00:00 bis 04:00;15;MW;15;MW;4.8;CHF/MW;72;CHF;1.2;CHF/MWh*
TRL-_15_05_23;Tertiary Power DOWN 00:00 bis 04:00;20;MW;0;MW;8;CHF/MW;0;CHF;2;CHF/MWh*
TRL-_15_05_23;Tertiary Power DOWN 00:00 bis 04:00;10;MW;0;MW;15;CHF/MW;0;CHF;3.75;CHF/MWh*
TRL-_15_05_23;Tertiary Power DOWN 00:00 bis 04:00;10;MW;10;MW;5;CHF/MW;50;CHF;1.25;CHF/MWh*
TRL-_15_05_23;Tertiary Power DOWN 00:00 bis 04:00;10;MW;0;MW;10;CHF/MW;0;CHF;2.5;CHF/MWh*
TRL-_15_05_23;Tertiary Power DOWN 00:00 bis 04:00;20;MW;0;MW;20;CHF/MW;0;CHF;5;CHF/MWh*
TRL-_15_05_23;Tertiary Power DOWN 00:00 bis 04:00;20;MW;0;MW;20;CHF/MW;0;CHF;5;CHF/MWh*
TRL-_15_05_23;Tertiary Power DOWN 00:00 bis 04:00;50;MW;50;MW;5;CHF/MW;250;CHF;1.25;CHF/MWh*
TRL-_15_05_23;Tertiary Power DOWN 00:00 bis 04:00;55;MW;0;MW;155;CHF/MW;0;CHF;38.75;CHF/MWh*
TRL-_15_05_23;Tertiary Power DOWN 00:00 bis 04:00;45;MW;0;MW;180;CHF/MW;0;CHF;45;CHF/MWh*
TRL-_15_05_23;Tertiary Power DOWN 04:00 bis 08:00;5;MW;5;MW;4.4;CHF/MW;22;CHF;1.1;CHF/MWh*
TRL-_15_05_23;Tertiary Power DOWN 04:00 bis 08:00;10;MW;10;MW;5.7;CHF/MW;57;CHF;1.42;CHF/MWh*
TRL-_15_05_23;Tertiary Power DOWN 04:00 bis 08:00;15;MW;15;MW;4;CHF/MW;60;CHF;1;CHF/MWh*
TRL-_15_05_23;Tertiary Power DOWN 04:00 bis 08:00;15;MW;15;MW;4;CHF/MW;60;CHF;1;CHF/MWh*
TRL-_15_05_23;Tertiary Power DOWN 04:00 bis 08:00;8;MW;0;MW;16;CHF/MW;0;CHF;4;CHF/MWh*
TRL-_15_05_23;Tertiary Power DOWN 04:00 bis 08:00;20;MW;0;MW;33;CHF/MW;0;CHF;8.25;CHF/MWh*
TRL-_15_05_23;Tertiary Power DOWN 04:00 bis 08:00;20;MW;0;MW;56;CHF/MW;0;CHF;14;CHF/MWh*
TRL-_15_05_23;Tertiary Power DOWN 04:00 bis 08:00;25;MW;0;MW;566;CHF/MW;0;CHF;141.5;CHF/MWh*
TRL-_15_05_23;Tertiary Power DOWN 04:00 bis 08:00;18;MW;17;MW;5.9;CHF/MW;100.3;CHF;1.48;CHF/MWh*
TRL-_15_05_23;Tertiary Power DOWN 04:00 bis 08:00;16;MW;16;MW;4.1;CHF/MW;65.6;CHF;1.02;CHF/MWh*
TRL-_15_05_23;Tertiary Power DOWN 04:00 bis 08:00;30;MW;0;MW;8;CHF/MW;0;CHF;2;CHF/MWh*
TRL-_15_05_23;Tertiary Power DOWN 04:00 bis 08:00;6;MW;6;MW;3.95;CHF/MW;23.7;CHF;0.99;CHF/MWh*
TRL-_15_05_23;Tertiary Power DOWN 04:00 bis 08:00;10;MW;10;MW;4.2;CHF/MW;42;CHF;1.05;CHF/MWh*
TRL-_15_05_23;Tertiary Power DOWN 04:00 bis 08:00;10;MW;10;MW;4.3;CHF/MW;43;CHF;1.08;CHF/MWh*
TRL-_15_05_23;Tertiary Power DOWN 04:00 bis 08:00;5;MW;5;MW;3.8;CHF/MW;19;CHF;0.95;CHF/MWh*
TRL-_15_05_23;Tertiary Power DOWN 04:00 bis 08:00;15;MW;15;MW;4.8;CHF/MW;72;CHF;1.2;CHF/MWh*
TRL-_15_05_23;Tertiary Power DOWN 04:00 bis 08:00;20;MW;0;MW;8;CHF/MW;0;CHF;2;CHF/MWh*
TRL-_15_05_23;Tertiary Power DOWN 04:00 bis 08:00;10;MW;0;MW;15;CHF/MW;0;CHF;3.75;CHF/MWh*
TRL-_15_05_23;Tertiary Power DOWN 04:00 bis 08:00;10;MW;0;MW;10;CHF/MW;0;CHF;2.5;CHF/MWh*
TRL-_15_05_23;Tertiary Power DOWN 04:00 bis 08:00;10;MW;0;MW;20;CHF/MW;0;CHF;5;CHF/MWh*
TRL-_15_05_23;Tertiary Power DOWN 04:00 bis 08:00;20;MW;0;MW;40;CHF/MW;0;CHF;10;CHF/MWh*
TRL-_15_05_23;Tertiary Power DOWN 04:00 bis 08:00;20;MW;0;MW;25;CHF/MW;0;CHF;6.25;CHF/MWh*
TRL-_15_05_23;Tertiary Power DOWN 04:00 bis 08:00;45;MW;0;MW;300;CHF/MW;0;CHF;75;CHF/MWh*
TRL-_15_05_23;Tertiary Power DOWN 04:00 bis 08:00;55;MW;0;MW;170;CHF/MW;0;CHF;42.5;CHF/MWh*
TRL-_15_05_23;Tertiary Power DOWN 04:00 bis 08:00;50;MW;45;MW;5;CHF/MW;225;CHF;1.25;CHF/MWh*
TRL-_15_05_23;Tertiary Power DOWN 08:00 bis 12:00;5;MW;5;MW;1.2;CHF/MW;6;CHF;0.3;CHF/MWh*
TRL-_15_05_23;Tertiary Power DOWN 08:00 bis 12:00;10;MW;10;MW;1.6;CHF/MW;16;CHF;0.4;CHF/MWh*
TRL-_15_05_23;Tertiary Power DOWN 08:00 bis 12:00;15;MW;15;MW;1;CHF/MW;15;CHF;0.25;CHF/MWh*
TRL-_15_05_23;Tertiary Power DOWN 08:00 bis 12:00;10;MW;10;MW;1;CHF/MW;10;CHF;0.25;CHF/MWh*
TRL-_15_05_23;Tertiary Power DOWN 08:00 bis 12:00;8;MW;0;MW;23;CHF/MW;0;CHF;5.75;CHF/MWh*
TRL-_15_05_23;Tertiary Power DOWN 08:00 bis 12:00;20;MW;0;MW;25;CHF/MW;0;CHF;6.25;CHF/MWh*
TRL-_15_05_23;Tertiary Power DOWN 08:00 bis 12:00;18;MW;17;MW;2.3;CHF/MW;39.1;CHF;0.58;CHF/MWh*
TRL-_15_05_23;Tertiary Power DOWN 08:00 bis 12:00;16;MW;16;MW;2.2;CHF/MW;35.2;CHF;0.55;CHF/MWh*
TRL-_15_05_23;Tertiary Power DOWN 08:00 bis 12:00;30;MW;0;MW;4;CHF/MW;0;CHF;1;CHF/MWh*
TRL-_15_05_23;Tertiary Power DOWN 08:00 bis 12:00;6;MW;6;MW;1.1;CHF/MW;6.6;CHF;0.28;CHF/MWh*
TRL-_15_05_23;Tertiary Power DOWN 08:00 bis 12:00;10;MW;10;MW;0.9;CHF/MW;9;CHF;0.22;CHF/MWh*
TRL-_15_05_23;Tertiary Power DOWN 08:00 bis 12:00;10;MW;0;MW;20;CHF/MW;0;CHF;5;CHF/MWh*
TRL-_15_05_23;Tertiary Power DOWN 08:00 bis 12:00;5;MW;5;MW;1.3;CHF/MW;6.5;CHF;0.32;CHF/MWh*
TRL-_15_05_23;Tertiary Power DOWN 08:00 bis 12:00;10;MW;10;MW;1.8;CHF/MW;18;CHF;0.45;CHF/MWh*
TRL-_15_05_23;Tertiary Power DOWN 08:00 bis 12:00;20;MW;0;MW;4;CHF/MW;0;CHF;1;CHF/MWh*
TRL-_15_05_23;Tertiary Power DOWN 08:00 bis 12:00;10;MW;0;MW;8;CHF/MW;0;CHF;2;CHF/MWh*
TRL-_15_05_23;Tertiary Power DOWN 08:00 bis 12:00;10;MW;10;MW;2;CHF/MW;20;CHF;0.5;CHF/MWh*
TRL-_15_05_23;Tertiary Power DOWN 08:00 bis 12:00;10;MW;0;MW;10;CHF/MW;0;CHF;2.5;CHF/MWh*
TRL-_15_05_23;Tertiary Power DOWN 08:00 bis 12:00;20;MW;0;MW;20;CHF/MW;0;CHF;5;CHF/MWh*
TRL-_15_05_23;Tertiary Power DOWN 08:00 bis 12:00;10;MW;10;MW;2.5;CHF/MW;25;CHF;0.62;CHF/MWh*
TRL-_15_05_23;Tertiary Power DOWN 08:00 bis 12:00;20;MW;0;MW;20;CHF/MW;0;CHF;5;CHF/MWh*
TRL-_15_05_23;Tertiary Power DOWN 08:00 bis 12:00;20;MW;0;MW;4.9;CHF/MW;0;CHF;1.22;CHF/MWh*
TRL-_15_05_23;Tertiary Power DOWN 08:00 bis 12:00;45;MW;45;MW;1.7;CHF/MW;76.5;CHF;0.42;CHF/MWh*
TRL-_15_05_23;Tertiary Power DOWN 08:00 bis 12:00;55;MW;0;MW;193;CHF/MW;0;CHF;48.25;CHF/MWh*
TRL-_15_05_23;Tertiary Power DOWN 08:00 bis 12:00;45;MW;0;MW;12;CHF/MW;0;CHF;3;CHF/MWh*
TRL-_15_05_23;Tertiary Power DOWN 12:00 bis 16:00;5;MW;5;MW;3.4;CHF/MW;17;CHF;0.85;CHF/MWh*
TRL-_15_05_23;Tertiary Power DOWN 12:00 bis 16:00;10;MW;0;MW;4;CHF/MW;0;CHF;1;CHF/MWh*
TRL-_15_05_23;Tertiary Power DOWN 12:00 bis 16:00;15;MW;15;MW;1.5;CHF/MW;22.5;CHF;0.38;CHF/MWh*
TRL-_15_05_23;Tertiary Power DOWN 12:00 bis 16:00;10;MW;10;MW;1.5;CHF/MW;15;CHF;0.38;CHF/MWh*
TRL-_15_05_23;Tertiary Power DOWN 12:00 bis 16:00;8;MW;0;MW;22;CHF/MW;0;CHF;5.5;CHF/MWh*
TRL-_15_05_23;Tertiary Power DOWN 12:00 bis 16:00;20;MW;0;MW;25;CHF/MW;0;CHF;6.25;CHF/MWh*
