Ausschreibung;Beschreibung;Angebotenes Volumen;Einheit;Zugesprochenes Volumen;Einheit;Leistungspreis;Einheit;Kosten;Einheit;Preis;Einheit
PRL_15_KW40;Primary control Auction;1;MW;1;MW;2974;EUR/MW;2974;EUR;17.7;EUR/MWh*
PRL_15_KW40;Primary control Auction;1;MW;1;MW;2978;EUR/MW;2978;EUR;17.73;EUR/MWh*
PRL_15_KW40;Primary control Auction;1;MW;1;MW;2981;EUR/MW;2981;EUR;17.74;EUR/MWh*
PRL_15_KW40;Primary control Auction;1;MW;1;MW;2985;EUR/MW;2985;EUR;17.77;EUR/MWh*
PRL_15_KW40;Primary control Auction;1;MW;1;MW;2986;EUR/MW;2986;EUR;17.77;EUR/MWh*
PRL_15_KW40;Primary control Auction;1;MW;1;MW;2991;EUR/MW;2991;EUR;17.8;EUR/MWh*
PRL_15_KW40;Primary control Auction;1;MW;1;MW;2995;EUR/MW;2995;EUR;17.83;EUR/MWh*
PRL_15_KW40;Primary control Auction;1;MW;1;MW;2998;EUR/MW;2998;EUR;17.85;EUR/MWh*
PRL_15_KW40;Primary control Auction;3;MW;3;MW;2989;EUR/MW;8967;EUR;17.79;EUR/MWh*
PRL_15_KW40;Primary control Auction;2;MW;2;MW;2910;EUR/MW;5820;EUR;17.32;EUR/MWh*
PRL_15_KW40;Primary control Auction;2;MW;2;MW;3020;EUR/MW;6040;EUR;17.98;EUR/MWh*
PRL_15_KW40;Primary control Auction;5;MW;5;MW;2856;EUR/MW;14280;EUR;17;EUR/MWh*
PRL_15_KW40;Primary control Auction;5;MW;5;MW;2867.76;EUR/MW;14338.8;EUR;17.07;EUR/MWh*
PRL_15_KW40;Primary control Auction;5;MW;5;MW;2879.52;EUR/MW;14397.6;EUR;17.14;EUR/MWh*
PRL_15_KW40;Primary control Auction;5;MW;5;MW;2891.28;EUR/MW;14456.4;EUR;17.21;EUR/MWh*
PRL_15_KW40;Primary control Auction;5;MW;5;MW;2903.04;EUR/MW;14515.2;EUR;17.28;EUR/MWh*
PRL_15_KW40;Primary control Auction;5;MW;5;MW;2913.12;EUR/MW;14565.6;EUR;17.34;EUR/MWh*
PRL_15_KW40;Primary control Auction;5;MW;5;MW;2924.88;EUR/MW;14624.4;EUR;17.41;EUR/MWh*
PRL_15_KW40;Primary control Auction;5;MW;5;MW;2936.64;EUR/MW;14683.2;EUR;17.48;EUR/MWh*
PRL_15_KW40;Primary control Auction;5;MW;5;MW;2948.4;EUR/MW;14742;EUR;17.55;EUR/MWh*
PRL_15_KW40;Primary control Auction;2;MW;2;MW;2960.16;EUR/MW;5920.32;EUR;17.62;EUR/MWh*
PRL_15_KW40;Primary control Auction;2;MW;2;MW;2968.56;EUR/MW;5937.12;EUR;17.67;EUR/MWh*
PRL_15_KW40;Primary control Auction;2;MW;2;MW;2978.64;EUR/MW;5957.28;EUR;17.73;EUR/MWh*
PRL_15_KW40;Primary control Auction;2;MW;2;MW;2987.04;EUR/MW;5974.08;EUR;17.78;EUR/MWh*
PRL_15_KW40;Primary control Auction;2;MW;2;MW;2995.44;EUR/MW;5990.88;EUR;17.83;EUR/MWh*
PRL_15_KW40;Primary control Auction;2;MW;2;MW;3007.2;EUR/MW;6014.4;EUR;17.9;EUR/MWh*
PRL_15_KW40;Primary control Auction;2;MW;2;MW;3020.64;EUR/MW;6041.28;EUR;17.98;EUR/MWh*
PRL_15_KW40;Primary control Auction;2;MW;2;MW;3032.4;EUR/MW;6064.8;EUR;18.05;EUR/MWh*
PRL_15_KW40;Primary control Auction;2;MW;2;MW;3045.84;EUR/MW;6091.68;EUR;18.13;EUR/MWh*
PRL_15_KW40;Primary control Auction;2;MW;2;MW;3059.28;EUR/MW;6118.56;EUR;18.21;EUR/MWh*
PRL_15_KW40;Primary control Auction;2;MW;2;MW;3071.04;EUR/MW;6142.08;EUR;18.28;EUR/MWh*
PRL_15_KW40;Primary control Auction;2;MW;2;MW;3084.48;EUR/MW;6168.96;EUR;18.36;EUR/MWh*
PRL_15_KW40;Primary control Auction;3;MW;3;MW;2860;EUR/MW;8580;EUR;17.02;EUR/MWh*
PRL_15_KW40;Primary control Auction;4;MW;4;MW;2930;EUR/MW;11720;EUR;17.44;EUR/MWh*
PRL_15_KW40;Primary control Auction;3;MW;3;MW;3050;EUR/MW;9150;EUR;18.15;EUR/MWh*
PRL_15_KW40;Primary control Auction;2;MW;2;MW;2898;EUR/MW;5796;EUR;17.25;EUR/MWh*
PRL_15_KW40;Primary control Auction;2;MW;2;MW;2988;EUR/MW;5976;EUR;17.79;EUR/MWh*
PRL_15_KW40;Primary control Auction;2;MW;2;MW;3088;EUR/MW;6176;EUR;18.38;EUR/MWh*
PRL_15_KW40;Primary control Auction;4;MW;4;MW;2874;EUR/MW;11496;EUR;17.11;EUR/MWh*
PRL_15_KW40;Primary control Auction;4;MW;4;MW;2891;EUR/MW;11564;EUR;17.21;EUR/MWh*
PRL_15_KW40;Primary control Auction;3;MW;3;MW;2749;EUR/MW;8247;EUR;16.36;EUR/MWh*
PRL_15_KW40;Primary control Auction;2;MW;2;MW;2806;EUR/MW;5612;EUR;16.7;EUR/MWh*
PRL_15_KW40;Primary control Auction;2;MW;2;MW;2849;EUR/MW;5698;EUR;16.96;EUR/MWh*
PRL_15_KW40;Primary control Auction;2;MW;2;MW;2898;EUR/MW;5796;EUR;17.25;EUR/MWh*
PRL_15_KW40;Primary control Auction;2;MW;2;MW;2999;EUR/MW;5998;EUR;17.85;EUR/MWh*
PRL_15_KW40;Primary control Auction;2;MW;2;MW;3049;EUR/MW;6098;EUR;18.15;EUR/MWh*
PRL_15_KW40;Primary control Auction;2;MW;2;MW;3079;EUR/MW;6158;EUR;18.33;EUR/MWh*
PRL_15_KW40;Primary control Auction;10;MW;10;MW;2864;EUR/MW;28640;EUR;17.05;EUR/MWh*
PRL_15_KW40;Primary control Auction;10;MW;10;MW;2900;EUR/MW;29000;EUR;17.26;EUR/MWh*
PRL_15_KW40;Primary control Auction;10;MW;10;MW;2930;EUR/MW;29300;EUR;17.44;EUR/MWh*
PRL_15_KW40;Primary control Auction;10;MW;10;MW;2970;EUR/MW;29700;EUR;17.68;EUR/MWh*
PRL_15_KW40;Primary control Auction;10;MW;10;MW;3000;EUR/MW;30000;EUR;17.86;EUR/MWh*
PRL_15_KW40;Primary control Auction;10;MW;10;MW;3017;EUR/MW;30170;EUR;17.96;EUR/MWh*
PRL_15_KW40;Primary control Auction;10;MW;10;MW;3072;EUR/MW;30720;EUR;18.29;EUR/MWh*
PRL_15_KW40;Primary control Auction;10;MW;10;MW;3080;EUR/MW;30800;EUR;18.33;EUR/MWh*
PRL_15_KW40;Primary control Auction;10;MW;10;MW;3109;EUR/MW;31090;EUR;18.51;EUR/MWh*
PRL_15_KW40;Primary control Auction;5;MW;5;MW;2918;EUR/MW;14590;EUR;17.37;EUR/MWh*
PRL_15_KW40;Primary control Auction;5;MW;5;MW;2928;EUR/MW;14640;EUR;17.43;EUR/MWh*
PRL_15_KW40;Primary control Auction;5;MW;5;MW;2933;EUR/MW;14665;EUR;17.46;EUR/MWh*
PRL_15_KW40;Primary control Auction;10;MW;10;MW;2938;EUR/MW;29380;EUR;17.49;EUR/MWh*
PRL_15_KW40;Primary control Auction;10;MW;10;MW;2943;EUR/MW;29430;EUR;17.52;EUR/MWh*
PRL_15_KW40;Primary control Auction;10;MW;10;MW;2948;EUR/MW;29480;EUR;17.55;EUR/MWh*
PRL_15_KW40;Primary control Auction;10;MW;10;MW;2953;EUR/MW;29530;EUR;17.58;EUR/MWh*
PRL_15_KW40;Primary control Auction;10;MW;10;MW;2958;EUR/MW;29580;EUR;17.61;EUR/MWh*
PRL_15_KW40;Primary control Auction;10;MW;10;MW;2963;EUR/MW;29630;EUR;17.64;EUR/MWh*
PRL_15_KW40;Primary control Auction;10;MW;10;MW;2968;EUR/MW;29680;EUR;17.67;EUR/MWh*
PRL_15_KW40;Primary control Auction;10;MW;10;MW;2973;EUR/MW;29730;EUR;17.7;EUR/MWh*
PRL_15_KW40;Primary control Auction;10;MW;10;MW;2978;EUR/MW;29780;EUR;17.73;EUR/MWh*
PRL_15_KW40;Primary control Auction;10;MW;10;MW;2983;EUR/MW;29830;EUR;17.76;EUR/MWh*
PRL_15_KW40;Primary control Auction;5;MW;5;MW;2988;EUR/MW;14940;EUR;17.79;EUR/MWh*
PRL_15_KW40;Primary control Auction;5;MW;5;MW;2993;EUR/MW;14965;EUR;17.82;EUR/MWh*
PRL_15_KW40;Primary control Auction;5;MW;5;MW;2998;EUR/MW;14990;EUR;17.85;EUR/MWh*
PRL_15_KW40;Primary control Auction;15;MW;15;MW;2984;EUR/MW;44760;EUR;17.76;EUR/MWh*
PRL_15_KW40;Primary control Auction;15;MW;15;MW;2984;EUR/MW;44760;EUR;17.76;EUR/MWh*
PRL_15_KW40;Primary control Auction;15;MW;15;MW;2984;EUR/MW;44760;EUR;17.76;EUR/MWh*
PRL_15_KW40;Primary control Auction;13;MW;13;MW;2984;EUR/MW;38792;EUR;17.76;EUR/MWh*
PRL_15_KW40;Primary control Auction;14;MW;14;MW;2984;EUR/MW;41776;EUR;17.76;EUR/MWh*
PRL_15_KW40;Primary control Auction;9;MW;9;MW;3024;EUR/MW;27216;EUR;18;EUR/MWh*
PRL_15_KW40;Primary control Auction;9;MW;9;MW;3028;EUR/MW;27252;EUR;18.02;EUR/MWh*
PRL_15_KW40;Primary control Auction;1;MW;1;MW;2992;EUR/MW;2992;EUR;17.81;EUR/MWh*
PRL_15_KW40;Primary control Auction;17;MW;17;MW;2995;EUR/MW;50915;EUR;17.83;EUR/MWh*
PRL_15_KW40;Primary control Auction;10;MW;10;MW;3020;EUR/MW;30200;EUR;17.98;EUR/MWh*
PRL_15_KW40;Primary control Auction;13;MW;13;MW;3049;EUR/MW;39637;EUR;18.15;EUR/MWh*
PRL_15_KW40;Primary control Auction;10;MW;10;MW;2900;EUR/MW;29000;EUR;17.26;EUR/MWh*
PRL_15_KW40;Primary control Auction;10;MW;10;MW;3000;EUR/MW;30000;EUR;17.86;EUR/MWh*
PRL_15_KW40;Primary control Auction;10;MW;10;MW;3100;EUR/MW;31000;EUR;18.45;EUR/MWh*
PRL_15_KW40;Primary control Auction;20;MW;20;MW;2984;EUR/MW;59680;EUR;17.76;EUR/MWh*
PRL_15_KW40;Primary control Auction;3;MW;3;MW;2996;EUR/MW;8988;EUR;17.83;EUR/MWh*
PRL_15_KW40;Primary control Auction;48;MW;48;MW;2995;EUR/MW;143760;EUR;17.83;EUR/MWh*
PRL_15_KW40;Primary control Auction;10;MW;9;MW;3111;EUR/MW;27999;EUR;18.52;EUR/MWh*
PRL_15_KW40;Primary control Auction;10;MW;10;MW;3102;EUR/MW;31020;EUR;18.46;EUR/MWh*
PRL_15_KW40;Primary control Auction;10;MW;10;MW;3093;EUR/MW;30930;EUR;18.41;EUR/MWh*
PRL_15_KW40;Primary control Auction;10;MW;10;MW;3083;EUR/MW;30830;EUR;18.35;EUR/MWh*
PRL_15_KW40;Primary control Auction;10;MW;10;MW;3074;EUR/MW;30740;EUR;18.3;EUR/MWh*
PRL_15_KW40;Primary control Auction;10;MW;10;MW;3065;EUR/MW;30650;EUR;18.24;EUR/MWh*
PRL_15_KW40;Primary control Auction;10;MW;10;MW;3056;EUR/MW;30560;EUR;18.19;EUR/MWh*
PRL_15_KW40;Primary control Auction;10;MW;10;MW;3047;EUR/MW;30470;EUR;18.14;EUR/MWh*
PRL_15_KW40;Primary control Auction;10;MW;10;MW;3038;EUR/MW;30380;EUR;18.08;EUR/MWh*
PRL_15_KW40;Primary control Auction;10;MW;10;MW;3028;EUR/MW;30280;EUR;18.02;EUR/MWh*
PRL_15_KW40;Primary control Auction;10;MW;10;MW;3019;EUR/MW;30190;EUR;17.97;EUR/MWh*
PRL_15_KW40;Primary control Auction;12;MW;12;MW;3010;EUR/MW;36120;EUR;17.92;EUR/MWh*
PRL_15_KW40;Primary control Auction;1;MW;1;MW;2990;EUR/MW;2990;EUR;17.8;EUR/MWh*
PRL_15_KW40;Primary control Auction;4;MW;4;MW;2977;EUR/MW;11908;EUR;17.72;EUR/MWh*
PRL_15_KW41;Primary control Auction;1;MW;1;MW;2995;EUR/MW;2995;EUR;17.83;EUR/MWh*
PRL_15_KW41;Primary control Auction;3;MW;3;MW;2856;EUR/MW;8568;EUR;17;EUR/MWh*
PRL_15_KW41;Primary control Auction;3;MW;3;MW;2940;EUR/MW;8820;EUR;17.5;EUR/MWh*
PRL_15_KW41;Primary control Auction;5;MW;5;MW;2948;EUR/MW;14740;EUR;17.55;EUR/MWh*
PRL_15_KW41;Primary control Auction;1;MW;1;MW;2956;EUR/MW;2956;EUR;17.6;EUR/MWh*
PRL_15_KW41;Primary control Auction;1;MW;1;MW;2959;EUR/MW;2959;EUR;17.61;EUR/MWh*
PRL_15_KW41;Primary control Auction;1;MW;1;MW;2963;EUR/MW;2963;EUR;17.64;EUR/MWh*
PRL_15_KW41;Primary control Auction;1;MW;1;MW;2966;EUR/MW;2966;EUR;17.65;EUR/MWh*
PRL_15_KW41;Primary control Auction;1;MW;1;MW;2969;EUR/MW;2969;EUR;17.67;EUR/MWh*
PRL_15_KW41;Primary control Auction;1;MW;1;MW;2973;EUR/MW;2973;EUR;17.7;EUR/MWh*
PRL_15_KW41;Primary control Auction;1;MW;1;MW;2976;EUR/MW;2976;EUR;17.71;EUR/MWh*
PRL_15_KW41;Primary control Auction;1;MW;1;MW;2979;EUR/MW;2979;EUR;17.73;EUR/MWh*
PRL_15_KW41;Primary control Auction;1;MW;1;MW;2983;EUR/MW;2983;EUR;17.76;EUR/MWh*
PRL_15_KW41;Primary control Auction;1;MW;1;MW;2985;EUR/MW;2985;EUR;17.77;EUR/MWh*
PRL_15_KW41;Primary control Auction;1;MW;1;MW;2990;EUR/MW;2990;EUR;17.8;EUR/MWh*
PRL_15_KW41;Primary control Auction;1;MW;1;MW;2993;EUR/MW;2993;EUR;17.82;EUR/MWh*
PRL_15_KW41;Primary control Auction;1;MW;1;MW;2996;EUR/MW;2996;EUR;17.83;EUR/MWh*
PRL_15_KW41;Primary control Auction;5;MW;5;MW;3011;EUR/MW;15055;EUR;17.92;EUR/MWh*
PRL_15_KW41;Primary control Auction;5;MW;5;MW;3013;EUR/MW;15065;EUR;17.93;EUR/MWh*
PRL_15_KW41;Primary control Auction;5;MW;5;MW;3015;EUR/MW;15075;EUR;17.95;EUR/MWh*
PRL_15_KW41;Primary control Auction;5;MW;5;MW;3017;EUR/MW;15085;EUR;17.96;EUR/MWh*
PRL_15_KW41;Primary control Auction;5;MW;5;MW;3019;EUR/MW;15095;EUR;17.97;EUR/MWh*
PRL_15_KW41;Primary control Auction;5;MW;5;MW;3021;EUR/MW;15105;EUR;17.98;EUR/MWh*
PRL_15_KW41;Primary control Auction;4;MW;4;MW;3023;EUR/MW;12092;EUR;17.99;EUR/MWh*
PRL_15_KW41;Primary control Auction;6;MW;6;MW;2888;EUR/MW;17328;EUR;17.19;EUR/MWh*
PRL_15_KW41;Primary control Auction;6;MW;6;MW;2925;EUR/MW;17550;EUR;17.41;EUR/MWh*
PRL_15_KW41;Primary control Auction;6;MW;6;MW;2816;EUR/MW;16896;EUR;16.76;EUR/MWh*
PRL_15_KW41;Primary control Auction;2;MW;2;MW;2900;EUR/MW;5800;EUR;17.26;EUR/MWh*
PRL_15_KW41;Primary control Auction;2;MW;2;MW;3000;EUR/MW;6000;EUR;17.86;EUR/MWh*
PRL_15_KW41;Primary control Auction;4;MW;4;MW;2887;EUR/MW;11548;EUR;17.18;EUR/MWh*
PRL_15_KW41;Primary control Auction;4;MW;4;MW;2914;EUR/MW;11656;EUR;17.35;EUR/MWh*
PRL_15_KW41;Primary control Auction;3;MW;3;MW;2870;EUR/MW;8610;EUR;17.08;EUR/MWh*
PRL_15_KW41;Primary control Auction;4;MW;4;MW;2910;EUR/MW;11640;EUR;17.32;EUR/MWh*
PRL_15_KW41;Primary control Auction;3;MW;3;MW;3020;EUR/MW;9060;EUR;17.98;EUR/MWh*
PRL_15_KW41;Primary control Auction;2;MW;2;MW;2968;EUR/MW;5936;EUR;17.67;EUR/MWh*
PRL_15_KW41;Primary control Auction;3;MW;3;MW;2849;EUR/MW;8547;EUR;16.96;EUR/MWh*
PRL_15_KW41;Primary control Auction;5;MW;5;MW;2929.92;EUR/MW;14649.6;EUR;17.44;EUR/MWh*
PRL_15_KW41;Primary control Auction;5;MW;5;MW;2934.96;EUR/MW;14674.8;EUR;17.47;EUR/MWh*
PRL_15_KW41;Primary control Auction;5;MW;5;MW;2940;EUR/MW;14700;EUR;17.5;EUR/MWh*
PRL_15_KW41;Primary control Auction;5;MW;5;MW;2945.04;EUR/MW;14725.2;EUR;17.53;EUR/MWh*
PRL_15_KW41;Primary control Auction;5;MW;5;MW;2950.08;EUR/MW;14750.4;EUR;17.56;EUR/MWh*
PRL_15_KW41;Primary control Auction;5;MW;5;MW;2955.12;EUR/MW;14775.6;EUR;17.59;EUR/MWh*
PRL_15_KW41;Primary control Auction;5;MW;5;MW;2960.16;EUR/MW;14800.8;EUR;17.62;EUR/MWh*
PRL_15_KW41;Primary control Auction;5;MW;5;MW;2965.2;EUR/MW;14826;EUR;17.65;EUR/MWh*
PRL_15_KW41;Primary control Auction;5;MW;5;MW;2970.24;EUR/MW;14851.2;EUR;17.68;EUR/MWh*
PRL_15_KW41;Primary control Auction;5;MW;5;MW;2975.28;EUR/MW;14876.4;EUR;17.71;EUR/MWh*
PRL_15_KW41;Primary control Auction;3;MW;3;MW;2985.36;EUR/MW;8956.08;EUR;17.77;EUR/MWh*
PRL_15_KW41;Primary control Auction;3;MW;3;MW;2993.76;EUR/MW;8981.28;EUR;17.82;EUR/MWh*
PRL_15_KW41;Primary control Auction;3;MW;3;MW;3003.84;EUR/MW;9011.52;EUR;17.88;EUR/MWh*
PRL_15_KW41;Primary control Auction;3;MW;3;MW;3012.24;EUR/MW;9036.72;EUR;17.93;EUR/MWh*
PRL_15_KW41;Primary control Auction;3;MW;3;MW;3020.64;EUR/MW;9061.92;EUR;17.98;EUR/MWh*
PRL_15_KW41;Primary control Auction;2;MW;2;MW;2999;EUR/MW;5998;EUR;17.85;EUR/MWh*
PRL_15_KW41;Primary control Auction;5;MW;5;MW;2977;EUR/MW;14885;EUR;17.72;EUR/MWh*
PRL_15_KW41;Primary control Auction;5;MW;5;MW;2982;EUR/MW;14910;EUR;17.75;EUR/MWh*
PRL_15_KW41;Primary control Auction;10;MW;10;MW;2949;EUR/MW;29490;EUR;17.55;EUR/MWh*
PRL_15_KW41;Primary control Auction;10;MW;10;MW;2955;EUR/MW;29550;EUR;17.59;EUR/MWh*
PRL_15_KW41;Primary control Auction;10;MW;10;MW;2959;EUR/MW;29590;EUR;17.61;EUR/MWh*
PRL_15_KW41;Primary control Auction;10;MW;10;MW;2965;EUR/MW;29650;EUR;17.65;EUR/MWh*
PRL_15_KW41;Primary control Auction;10;MW;10;MW;2970;EUR/MW;29700;EUR;17.68;EUR/MWh*
PRL_15_KW41;Primary control Auction;10;MW;10;MW;2972;EUR/MW;29720;EUR;17.69;EUR/MWh*
PRL_15_KW41;Primary control Auction;10;MW;10;MW;2980;EUR/MW;29800;EUR;17.74;EUR/MWh*
PRL_15_KW41;Primary control Auction;10;MW;10;MW;2981;EUR/MW;29810;EUR;17.74;EUR/MWh*
PRL_15_KW41;Primary control Auction;10;MW;10;MW;2986;EUR/MW;29860;EUR;17.77;EUR/MWh*
PRL_15_KW41;Primary control Auction;10;MW;10;MW;2991;EUR/MW;29910;EUR;17.8;EUR/MWh*
PRL_15_KW41;Primary control Auction;10;MW;10;MW;2998;EUR/MW;29980;EUR;17.85;EUR/MWh*
PRL_15_KW41;Primary control Auction;10;MW;10;MW;3001;EUR/MW;30010;EUR;17.86;EUR/MWh*
PRL_15_KW41;Primary control Auction;10;MW;10;MW;3004;EUR/MW;30040;EUR;17.88;EUR/MWh*
PRL_15_KW41;Primary control Auction;10;MW;10;MW;3009;EUR/MW;30090;EUR;17.91;EUR/MWh*
PRL_15_KW41;Primary control Auction;10;MW;10;MW;3016;EUR/MW;30160;EUR;17.95;EUR/MWh*
PRL_15_KW41;Primary control Auction;5;MW;5;MW;2944;EUR/MW;14720;EUR;17.52;EUR/MWh*
PRL_15_KW41;Primary control Auction;5;MW;5;MW;2951;EUR/MW;14755;EUR;17.57;EUR/MWh*
PRL_15_KW41;Primary control Auction;5;MW;5;MW;2958;EUR/MW;14790;EUR;17.61;EUR/MWh*
PRL_15_KW41;Primary control Auction;5;MW;5;MW;2965;EUR/MW;14825;EUR;17.65;EUR/MWh*
PRL_15_KW41;Primary control Auction;5;MW;5;MW;2972;EUR/MW;14860;EUR;17.69;EUR/MWh*
PRL_15_KW41;Primary control Auction;10;MW;10;MW;2979;EUR/MW;29790;EUR;17.73;EUR/MWh*
PRL_15_KW41;Primary control Auction;10;MW;10;MW;2986;EUR/MW;29860;EUR;17.77;EUR/MWh*
PRL_15_KW41;Primary control Auction;10;MW;10;MW;2993;EUR/MW;29930;EUR;17.82;EUR/MWh*
PRL_15_KW41;Primary control Auction;10;MW;10;MW;3000;EUR/MW;30000;EUR;17.86;EUR/MWh*
PRL_15_KW41;Primary control Auction;10;MW;10;MW;3007;EUR/MW;30070;EUR;17.9;EUR/MWh*
PRL_15_KW41;Primary control Auction;10;MW;10;MW;3014;EUR/MW;30140;EUR;17.94;EUR/MWh*
PRL_15_KW41;Primary control Auction;10;MW;10;MW;3021;EUR/MW;30210;EUR;17.98;EUR/MWh*
PRL_15_KW41;Primary control Auction;5;MW;5;MW;3028;EUR/MW;15140;EUR;18.02;EUR/MWh*
PRL_15_KW41;Primary control Auction;15;MW;15;MW;2983;EUR/MW;44745;EUR;17.76;EUR/MWh*
PRL_15_KW41;Primary control Auction;15;MW;15;MW;2983;EUR/MW;44745;EUR;17.76;EUR/MWh*
PRL_15_KW41;Primary control Auction;15;MW;15;MW;2983;EUR/MW;44745;EUR;17.76;EUR/MWh*
PRL_15_KW41;Primary control Auction;13;MW;13;MW;2983;EUR/MW;38779;EUR;17.76;EUR/MWh*
PRL_15_KW41;Primary control Auction;14;MW;14;MW;2983;EUR/MW;41762;EUR;17.76;EUR/MWh*
PRL_15_KW41;Primary control Auction;9;MW;9;MW;2983;EUR/MW;26847;EUR;17.76;EUR/MWh*
PRL_15_KW41;Primary control Auction;9;MW;9;MW;2983;EUR/MW;26847;EUR;17.76;EUR/MWh*
PRL_15_KW41;Primary control Auction;1;MW;1;MW;2999;EUR/MW;2999;EUR;17.85;EUR/MWh*
PRL_15_KW41;Primary control Auction;15;MW;15;MW;2970;EUR/MW;44550;EUR;17.68;EUR/MWh*
PRL_15_KW41;Primary control Auction;15;MW;15;MW;2985;EUR/MW;44775;EUR;17.77;EUR/MWh*
PRL_15_KW41;Primary control Auction;10;MW;10;MW;2991;EUR/MW;29910;EUR;17.8;EUR/MWh*
PRL_15_KW41;Primary control Auction;20;MW;20;MW;2983;EUR/MW;59660;EUR;17.76;EUR/MWh*
PRL_15_KW41;Primary control Auction;48;MW;48;MW;2972;EUR/MW;142656;EUR;17.69;EUR/MWh*
PRL_15_KW41;Primary control Auction;10;MW;10;MW;2980;EUR/MW;29800;EUR;17.74;EUR/MWh*
PRL_15_KW41;Primary control Auction;10;MW;10;MW;2983;EUR/MW;29830;EUR;17.76;EUR/MWh*
PRL_15_KW41;Primary control Auction;10;MW;10;MW;2987;EUR/MW;29870;EUR;17.78;EUR/MWh*
PRL_15_KW41;Primary control Auction;10;MW;10;MW;2990;EUR/MW;29900;EUR;17.8;EUR/MWh*
PRL_15_KW41;Primary control Auction;10;MW;10;MW;2994;EUR/MW;29940;EUR;17.82;EUR/MWh*
PRL_15_KW41;Primary control Auction;10;MW;10;MW;2997;EUR/MW;29970;EUR;17.84;EUR/MWh*
PRL_15_KW41;Primary control Auction;10;MW;10;MW;3001;EUR/MW;30010;EUR;17.86;EUR/MWh*
PRL_15_KW41;Primary control Auction;10;MW;10;MW;3004;EUR/MW;30040;EUR;17.88;EUR/MWh*
PRL_15_KW41;Primary control Auction;10;MW;10;MW;3008;EUR/MW;30080;EUR;17.9;EUR/MWh*
PRL_15_KW41;Primary control Auction;10;MW;10;MW;3011;EUR/MW;30110;EUR;17.92;EUR/MWh*
PRL_15_KW41;Primary control Auction;10;MW;10;MW;3015;EUR/MW;30150;EUR;17.95;EUR/MWh*
PRL_15_KW41;Primary control Auction;10;MW;10;MW;3018;EUR/MW;30180;EUR;17.96;EUR/MWh*
PRL_15_KW41;Primary control Auction;10;MW;10;MW;3022;EUR/MW;30220;EUR;17.99;EUR/MWh*
PRL_15_KW41;Primary control Auction;10;MW;10;MW;3025;EUR/MW;30250;EUR;18.01;EUR/MWh*
PRL_15_KW41;Primary control Auction;10;MW;5;MW;3029;EUR/MW;15145;EUR;18.03;EUR/MWh*
PRL_15_KW41;Primary control Auction;1;MW;1;MW;2989;EUR/MW;2989;EUR;17.79;EUR/MWh*
PRL_15_KW41;Primary control Auction;4;MW;4;MW;2912;EUR/MW;11648;EUR;17.33;EUR/MWh*
PRL_15_KW41;Primary control Auction;3;MW;3;MW;2986;EUR/MW;8958;EUR;17.77;EUR/MWh*
PRL_15_KW42;Primary control Auction;1;MW;1;MW;2970;EUR/MW;2970;EUR;17.68;EUR/MWh*
PRL_15_KW42;Primary control Auction;3;MW;3;MW;2500;EUR/MW;7500;EUR;14.88;EUR/MWh*
PRL_15_KW42;Primary control Auction;5;MW;5;MW;2920;EUR/MW;14600;EUR;17.38;EUR/MWh*
PRL_15_KW42;Primary control Auction;5;MW;5;MW;2925;EUR/MW;14625;EUR;17.41;EUR/MWh*
PRL_15_KW42;Primary control Auction;5;MW;5;MW;2930;EUR/MW;14650;EUR;17.44;EUR/MWh*
PRL_15_KW42;Primary control Auction;5;MW;5;MW;2935;EUR/MW;14675;EUR;17.47;EUR/MWh*
PRL_15_KW42;Primary control Auction;5;MW;5;MW;2940;EUR/MW;14700;EUR;17.5;EUR/MWh*
PRL_15_KW42;Primary control Auction;4;MW;4;MW;2945;EUR/MW;11780;EUR;17.53;EUR/MWh*
PRL_15_KW42;Primary control Auction;2;MW;2;MW;2942;EUR/MW;5884;EUR;17.51;EUR/MWh*
PRL_15_KW42;Primary control Auction;2;MW;2;MW;2950;EUR/MW;5900;EUR;17.56;EUR/MWh*
PRL_15_KW42;Primary control Auction;1;MW;1;MW;2955;EUR/MW;2955;EUR;17.59;EUR/MWh*
PRL_15_KW42;Primary control Auction;1;MW;1;MW;2956;EUR/MW;2956;EUR;17.6;EUR/MWh*
PRL_15_KW42;Primary control Auction;1;MW;1;MW;2957;EUR/MW;2957;EUR;17.6;EUR/MWh*
PRL_15_KW42;Primary control Auction;1;MW;1;MW;2848;EUR/MW;2848;EUR;16.95;EUR/MWh*
PRL_15_KW42;Primary control Auction;1;MW;1;MW;2851;EUR/MW;2851;EUR;16.97;EUR/MWh*
PRL_15_KW42;Primary control Auction;1;MW;1;MW;2853;EUR/MW;2853;EUR;16.98;EUR/MWh*
PRL_15_KW42;Primary control Auction;1;MW;1;MW;2856;EUR/MW;2856;EUR;17;EUR/MWh*
PRL_15_KW42;Primary control Auction;1;MW;1;MW;2859;EUR/MW;2859;EUR;17.02;EUR/MWh*
PRL_15_KW42;Primary control Auction;1;MW;1;MW;2861;EUR/MW;2861;EUR;17.03;EUR/MWh*
PRL_15_KW42;Primary control Auction;1;MW;1;MW;2864;EUR/MW;2864;EUR;17.05;EUR/MWh*
PRL_15_KW42;Primary control Auction;1;MW;1;MW;2866;EUR/MW;2866;EUR;17.06;EUR/MWh*
