Ausschreibung,Beschreibung,Total_MW
PRL_24_08_12,Primary control Auction 12:00 bis 16:00,126
PRL_24_08_12,Primary control Auction 16:00 bis 20:00,119
PRL_24_08_12,Primary control Auction 20:00 bis 24:00,91
PRL_24_08_13,Primary control Auction 00:00 bis 04:00,80
PRL_24_08_13,Primary control Auction 04:00 bis 08:00,93
PRL_24_08_13,Primary control Auction 08:00 bis 12:00,138
PRL_24_08_13,Primary control Auction 12:00 bis 16:00,153
PRL_24_08_13,Primary control Auction 16:00 bis 20:00,105
PRL_24_08_13,Primary control Auction 20:00 bis 24:00,101
PRL_24_08_14,Primary control Auction 00:00 bis 04:00,35
PRL_24_08_14,Primary control Auction 04:00 bis 08:00,117
PRL_24_08_14,Primary control Auction 08:00 bis 12:00,152
PRL_24_08_14,Primary control Auction 12:00 bis 16:00,140
PRL_24_08_14,Primary control Auction 16:00 bis 20:00,112
PRL_24_08_14,Primary control Auction 20:00 bis 24:00,72
PRL_24_08_15,Primary control Auction 00:00 bis 04:00,31
PRL_24_08_15,Primary control Auction 04:00 bis 08:00,74
PRL_24_08_15,Primary control Auction 08:00 bis 12:00,119
PRL_24_08_15,Primary control Auction 12:00 bis 16:00,119
PRL_24_08_15,Primary control Auction 16:00 bis 20:00,119
PRL_24_08_15,Primary control Auction 20:00 bis 24:00,101
PRL_24_08_16,Primary control Auction 00:00 bis 04:00,61
PRL_24_08_16,Primary control Auction 04:00 bis 08:00,73
PRL_24_08_16,Primary control Auction 08:00 bis 12:00,155
PRL_24_08_16,Primary control Auction 12:00 bis 16:00,162
PRL_24_08_16,Primary control Auction 16:00 bis 20:00,117
PRL_24_08_16,Primary control Auction 20:00 bis 24:00,66
PRL_24_08_17,Primary control Auction 00:00 bis 04:00,89
PRL_24_08_17,Primary control Auction 04:00 bis 08:00,116
PRL_24_08_17,Primary control Auction 08:00 bis 12:00,127
PRL_24_08_17,Primary control Auction 12:00 bis 16:00,80
PRL_24_08_17,Primary control Auction 16:00 bis 20:00,103
PRL_24_08_17,Primary control Auction 20:00 bis 24:00,76
PRL_24_08_18,Primary control Auction 00:00 bis 04:00,67
PRL_24_08_18,Primary control Auction 04:00 bis 08:00,96
PRL_24_08_18,Primary control Auction 08:00 bis 12:00,97
PRL_24_08_18,Primary control Auction 12:00 bis 16:00,131
PRL_24_08_18,Primary control Auction 16:00 bis 20:00,104
PRL_24_08_18,Primary control Auction 20:00 bis 24:00,94
PRL_24_08_19,Primary control Auction 00:00 bis 04:00,69
PRL_24_08_19,Primary control Auction 04:00 bis 08:00,93
PRL_24_08_19,Primary control Auction 08:00 bis 12:00,154
PRL_24_08_19,Primary control Auction 12:00 bis 16:00,147
PRL_24_08_19,Primary control Auction 16:00 bis 20:00,115
PRL_24_08_19,Primary control Auction 20:00 bis 24:00,89
PRL_24_08_20,Primary control Auction 00:00 bis 04:00,77
PRL_24_08_20,Primary control Auction 04:00 bis 08:00,95
PRL_24_08_20,Primary control Auction 08:00 bis 12:00,162
PRL_24_08_20,Primary control Auction 12:00 bis 16:00,133
PRL_24_08_20,Primary control Auction 16:00 bis 20:00,141
PRL_24_08_20,Primary control Auction 20:00 bis 24:00,95
PRL_24_08_21,Primary control Auction 00:00 bis 04:00,49
PRL_24_08_21,Primary control Auction 04:00 bis 08:00,61
PRL_24_08_21,Primary control Auction 08:00 bis 12:00,99
PRL_24_08_21,Primary control Auction 12:00 bis 16:00,102
PRL_24_08_21,Primary control Auction 16:00 bis 20:00,75
PRL_24_08_21,Primary control Auction 20:00 bis 24:00,74
PRL_24_08_22,Primary control Auction 00:00 bis 04:00,70
PRL_24_08_22,Primary control Auction 04:00 bis 08:00,132
PRL_24_08_22,Primary control Auction 08:00 bis 12:00,112
PRL_24_08_22,Primary control Auction 12:00 bis 16:00,70
PRL_24_08_22,Primary control Auction 16:00 bis 20:00,101
PRL_24_08_22,Primary control Auction 20:00 bis 24:00,140
PRL_24_08_23,Primary control Auction 00:00 bis 04:00,69
PRL_24_08_23,Primary control Auction 04:00 bis 08:00,80
PRL_24_08_23,Primary control Auction 08:00 bis 12:00,81
PRL_24_08_23,Primary control Auction 12:00 bis 16:00,80
PRL_24_08_23,Primary control Auction 16:00 bis 20:00,67
PRL_24_08_23,Primary control Auction 20:00 bis 24:00,102
PRL_24_08_24,Primary control Auction 00:00 bis 04:00,64
PRL_24_08_24,Primary control Auction 04:00 bis 08:00,62
PRL_24_08_24,Primary control Auction 08:00 bis 12:00,76
PRL_24_08_24,Primary control Auction 12:00 bis 16:00,73
PRL_24_08_24,Primary control Auction 16:00 bis 20:00,71
PRL_24_08_24,Primary control Auction 20:00 bis 24:00,116
PRL_24_08_25,Primary control Auction 00:00 bis 04:00,57
PRL_24_08_25,Primary control Auction 04:00 bis 08:00,57
PRL_24_08_25,Primary control Auction 08:00 bis 12:00,71
PRL_24_08_25,Primary control Auction 12:00 bis 16:00,75
PRL_24_08_25,Primary control Auction 16:00 bis 20:00,70
PRL_24_08_25,Primary control Auction 20:00 bis 24:00,127
PRL_24_08_26,Primary control Auction 00:00 bis 04:00,97
PRL_24_08_26,Primary control Auction 04:00 bis 08:00,91
PRL_24_08_26,Primary control Auction 08:00 bis 12:00,118
PRL_24_08_26,Primary control Auction 12:00 bis 16:00,114
PRL_24_08_26,Primary control Auction 16:00 bis 20:00,114
PRL_24_08_26,Primary control Auction 20:00 bis 24:00,102
PRL_24_08_27,Primary control Auction 00:00 bis 04:00,80
PRL_24_08_27,Primary control Auction 04:00 bis 08:00,89
PRL_24_08_27,Primary control Auction 08:00 bis 12:00,148
PRL_24_08_27,Primary control Auction 12:00 bis 16:00,133
PRL_24_08_27,Primary control Auction 16:00 bis 20:00,98
PRL_24_08_27,Primary control Auction 20:00 bis 24:00,95
PRL_24_08_28,Primary control Auction 00:00 bis 04:00,88
PRL_24_08_28,Primary control Auction 04:00 bis 08:00,103
PRL_24_08_28,Primary control Auction 08:00 bis 12:00,129
PRL_24_08_28,Primary control Auction 12:00 bis 16:00,141
PRL_24_08_28,Primary control Auction 16:00 bis 20:00,111
PRL_24_08_28,Primary control Auction 20:00 bis 24:00,102
PRL_24_08_29,Primary control Auction 00:00 bis 04:00,68
PRL_24_08_29,Primary control Auction 04:00 bis 08:00,74
PRL_24_08_29,Primary control Auction 08:00 bis 12:00,110
PRL_24_08_29,Primary control Auction 12:00 bis 16:00,73
PRL_24_08_29,Primary control Auction 16:00 bis 20:00,85
PRL_24_08_29,Primary control Auction 20:00 bis 24:00,112
PRL_24_08_30,Primary control Auction 00:00 bis 04:00,93
PRL_24_08_30,Primary control Auction 04:00 bis 08:00,115
PRL_24_08_30,Primary control Auction 08:00 bis 12:00,99
PRL_24_08_30,Primary control Auction 12:00 bis 16:00,109
PRL_24_08_30,Primary control Auction 16:00 bis 20:00,108
PRL_24_08_30,Primary control Auction 20:00 bis 24:00,107
PRL_24_08_31,Primary control Auction 00:00 bis 04:00,63
PRL_24_08_31,Primary control Auction 04:00 bis 08:00,92
PRL_24_08_31,Primary control Auction 08:00 bis 12:00,139
PRL_24_08_31,Primary control Auction 12:00 bis 16:00,111
PRL_24_08_31,Primary control Auction 16:00 bis 20:00,70
PRL_24_08_31,Primary control Auction 20:00 bis 24:00,87
PRL_24_09_01,Primary control Auction 00:00 bis 04:00,79
PRL_24_09_01,Primary control Auction 04:00 bis 08:00,66
PRL_24_09_01,Primary control Auction 08:00 bis 12:00,81
PRL_24_09_01,Primary control Auction 12:00 bis 16:00,87
PRL_24_09_01,Primary control Auction 16:00 bis 20:00,60
PRL_24_09_01,Primary control Auction 20:00 bis 24:00,60
PRL_24_09_02,Primary control Auction 00:00 bis 04:00,104
PRL_24_09_02,Primary control Auction 04:00 bis 08:00,64
PRL_24_09_02,Primary control Auction 08:00 bis 12:00,116
PRL_24_09_02,Primary control Auction 12:00 bis 16:00,131
PRL_24_09_02,Primary control Auction 16:00 bis 20:00,89
PRL_24_09_02,Primary control Auction 20:00 bis 24:00,101
PRL_24_09_03,Primary control Auction 00:00 bis 04:00,107
PRL_24_09_03,Primary control Auction 04:00 bis 08:00,130
PRL_24_09_03,Primary control Auction 08:00 bis 12:00,138
PRL_24_09_03,Primary control Auction 12:00 bis 16:00,162
PRL_24_09_03,Primary control Auction 16:00 bis 20:00,144
PRL_24_09_03,Primary control Auction 20:00 bis 24:00,124
PRL_24_09_04,Primary control Auction 00:00 bis 04:00,121
PRL_24_09_04,Primary control Auction 04:00 bis 08:00,83
PRL_24_09_04,Primary control Auction 08:00 bis 12:00,112
PRL_24_09_04,Primary control Auction 12:00 bis 16:00,123
PRL_24_09_04,Primary control Auction 16:00 bis 20:00,124
PRL_24_09_04,Primary control Auction 20:00 bis 24:00,99
PRL_24_09_05,Primary control Auction 00:00 bis 04:00,81
PRL_24_09_05,Primary control Auction 04:00 bis 08:00,134
PRL_24_09_05,Primary control Auction 08:00 bis 12:00,140
PRL_24_09_05,Primary control Auction 12:00 bis 16:00,143
PRL_24_09_05,Primary control Auction 16:00 bis 20:00,140
PRL_24_09_05,Primary control Auction 20:00 bis 24:00,138
PRL_24_09_06,Primary control Auction 00:00 bis 04:00,89
PRL_24_09_06,Primary control Auction 04:00 bis 08:00,107
PRL_24_09_06,Primary control Auction 08:00 bis 12:00,159
PRL_24_09_06,Primary control Auction 12:00 bis 16:00,95
PRL_24_09_06,Primary control Auction 16:00 bis 20:00,162
PRL_24_09_06,Primary control Auction 20:00 bis 24:00,133
PRL_24_09_07,Primary control Auction 00:00 bis 04:00,74
PRL_24_09_07,Primary control Auction 04:00 bis 08:00,122
PRL_24_09_07,Primary control Auction 08:00 bis 12:00,90
PRL_24_09_07,Primary control Auction 12:00 bis 16:00,98
PRL_24_09_07,Primary control Auction 16:00 bis 20:00,55
PRL_24_09_07,Primary control Auction 20:00 bis 24:00,62
PRL_24_09_08,Primary control Auction 00:00 bis 04:00,57
PRL_24_09_08,Primary control Auction 04:00 bis 08:00,45
PRL_24_09_08,Primary control Auction 08:00 bis 12:00,80
PRL_24_09_08,Primary control Auction 12:00 bis 16:00,86
PRL_24_09_08,Primary control Auction 16:00 bis 20:00,82
PRL_24_09_08,Primary control Auction 20:00 bis 24:00,73
PRL_24_09_09,Primary control Auction 00:00 bis 04:00,78
PRL_24_09_09,Primary control Auction 04:00 bis 08:00,65
PRL_24_09_09,Primary control Auction 08:00 bis 12:00,111
PRL_24_09_09,Primary control Auction 12:00 bis 16:00,131
PRL_24_09_09,Primary control Auction 16:00 bis 20:00,106
PRL_24_09_09,Primary control Auction 20:00 bis 24:00,84
PRL_24_09_10,Primary control Auction 00:00 bis 04:00,56
PRL_24_09_10,Primary control Auction 04:00 bis 08:00,65
PRL_24_09_10,Primary control Auction 08:00 bis 12:00,105
PRL_24_09_10,Primary control Auction 12:00 bis 16:00,122
PRL_24_09_10,Primary control Auction 16:00 bis 20:00,106
PRL_24_09_10,Primary control Auction 20:00 bis 24:00,83
PRL_24_09_11,Primary control Auction 00:00 bis 04:00,63
PRL_24_09_11,Primary control Auction 04:00 bis 08:00,73
PRL_24_09_11,Primary control Auction 08:00 bis 12:00,156
PRL_24_09_11,Primary control Auction 12:00 bis 16:00,162
PRL_24_09_11,Primary control Auction 16:00 bis 20:00,156
PRL_24_09_11,Primary control Auction 20:00 bis 24:00,78
PRL_24_09_12,Primary control Auction 00:00 bis 04:00,83
PRL_24_09_12,Primary control Auction 04:00 bis 08:00,95
PRL_24_09_12,Primary control Auction 08:00 bis 12:00,154
PRL_24_09_12,Primary control Auction 12:00 bis 16:00,161
PRL_24_09_12,Primary control Auction 16:00 bis 20:00,160
PRL_24_09_12,Primary control Auction 20:00 bis 24:00,115
PRL_24_09_13,Primary control Auction 00:00 bis 04:00,90
PRL_24_09_13,Primary control Auction 04:00 bis 08:00,107
PRL_24_09_13,Primary control Auction 08:00 bis 12:00,162
PRL_24_09_13,Primary control Auction 12:00 bis 16:00,119
PRL_24_09_13,Primary control Auction 16:00 bis 20:00,159
PRL_24_09_13,Primary control Auction 20:00 bis 24:00,147
PRL_24_09_14,Primary control Auction 00:00 bis 04:00,83
PRL_24_09_14,Primary control Auction 04:00 bis 08:00,101
PRL_24_09_14,Primary control Auction 08:00 bis 12:00,92
PRL_24_09_14,Primary control Auction 12:00 bis 16:00,91
PRL_24_09_14,Primary control Auction 16:00 bis 20:00,105
PRL_24_09_14,Primary control Auction 20:00 bis 24:00,127
PRL_24_09_15,Primary control Auction 00:00 bis 04:00,58
PRL_24_09_15,Primary control Auction 04:00 bis 08:00,55
PRL_24_09_15,Primary control Auction 08:00 bis 12:00,80
PRL_24_09_15,Primary control Auction 12:00 bis 16:00,90
PRL_24_09_15,Primary control Auction 16:00 bis 20:00,110
PRL_24_09_15,Primary control Auction 20:00 bis 24:00,136
PRL_24_09_16,Primary control Auction 00:00 bis 04:00,97
PRL_24_09_16,Primary control Auction 04:00 bis 08:00,101
PRL_24_09_16,Primary control Auction 08:00 bis 12:00,162
PRL_24_09_16,Primary control Auction 12:00 bis 16:00,162
PRL_24_09_16,Primary control Auction 16:00 bis 20:00,139
PRL_24_09_16,Primary control Auction 20:00 bis 24:00,144
PRL_24_09_17,Primary control Auction 00:00 bis 04:00,90
PRL_24_09_17,Primary control Auction 04:00 bis 08:00,154
PRL_24_09_17,Primary control Auction 08:00 bis 12:00,162
PRL_24_09_17,Primary control Auction 12:00 bis 16:00,162
PRL_24_09_17,Primary control Auction 16:00 bis 20:00,162
PRL_24_09_17,Primary control Auction 20:00 bis 24:00,162
PRL_24_09_18,Primary control Auction 00:00 bis 04:00,62
PRL_24_09_18,Primary control Auction 04:00 bis 08:00,133
PRL_24_09_18,Primary control Auction 08:00 bis 12:00,162
PRL_24_09_18,Primary control Auction 12:00 bis 16:00,162
PRL_24_09_18,Primary control Auction 16:00 bis 20:00,152
PRL_24_09_18,Primary control Auction 20:00 bis 24:00,158
PRL_24_09_19,Primary control Auction 00:00 bis 04:00,83
PRL_24_09_19,Primary control Auction 04:00 bis 08:00,96
PRL_24_09_19,Primary control Auction 08:00 bis 12:00,157
PRL_24_09_19,Primary control Auction 12:00 bis 16:00,129
PRL_24_09_19,Primary control Auction 16:00 bis 20:00,162
PRL_24_09_19,Primary control Auction 20:00 bis 24:00,133
PRL_24_09_20,Primary control Auction 00:00 bis 04:00,75
PRL_24_09_20,Primary control Auction 04:00 bis 08:00,93
PRL_24_09_20,Primary control Auction 08:00 bis 12:00,155
PRL_24_09_20,Primary control Auction 12:00 bis 16:00,104
PRL_24_09_20,Primary control Auction 16:00 bis 20:00,162
PRL_24_09_20,Primary control Auction 20:00 bis 24:00,159
PRL_24_09_21,Primary control Auction 00:00 bis 04:00,85
PRL_24_09_21,Primary control Auction 04:00 bis 08:00,90
PRL_24_09_21,Primary control Auction 08:00 bis 12:00,74
PRL_24_09_21,Primary control Auction 12:00 bis 16:00,78
PRL_24_09_21,Primary control Auction 16:00 bis 20:00,104
PRL_24_09_21,Primary control Auction 20:00 bis 24:00,114
PRL_24_09_22,Primary control Auction 00:00 bis 04:00,85
PRL_24_09_22,Primary control Auction 04:00 bis 08:00,81
PRL_24_09_22,Primary control Auction 08:00 bis 12:00,77
PRL_24_09_22,Primary control Auction 12:00 bis 16:00,97
PRL_24_09_22,Primary control Auction 16:00 bis 20:00,102
PRL_24_09_22,Primary control Auction 20:00 bis 24:00,91
PRL_24_09_23,Primary control Auction 00:00 bis 04:00,88
PRL_24_09_23,Primary control Auction 04:00 bis 08:00,79
PRL_24_09_23,Primary control Auction 08:00 bis 12:00,162
PRL_24_09_23,Primary control Auction 12:00 bis 16:00,138
PRL_24_09_23,Primary control Auction 16:00 bis 20:00,88
PRL_24_09_23,Primary control Auction 20:00 bis 24:00,63
PRL_24_09_24,Primary control Auction 00:00 bis 04:00,61
PRL_24_09_24,Primary control Auction 04:00 bis 08:00,92
PRL_24_09_24,Primary control Auction 08:00 bis 12:00,152
PRL_24_09_24,Primary control Auction 12:00 bis 16:00,96
PRL_24_09_24,Primary control Auction 16:00 bis 20:00,136
PRL_24_09_24,Primary control Auction 20:00 bis 24:00,101
PRL_24_09_25,Primary control Auction 00:00 bis 04:00,65
PRL_24_09_25,Primary control Auction 04:00 bis 08:00,84
PRL_24_09_25,Primary control Auction 08:00 bis 12:00,162
PRL_24_09_25,Primary control Auction 12:00 bis 16:00,73
PRL_24_09_25,Primary control Auction 16:00 bis 20:00,163
PRL_24_09_25,Primary control Auction 20:00 bis 24:00,89
PRL_24_09_26,Primary control Auction 00:00 bis 04:00,49
PRL_24_09_26,Primary control Auction 04:00 bis 08:00,80
PRL_24_09_26,Primary control Auction 08:00 bis 12:00,149
PRL_24_09_26,Primary control Auction 12:00 bis 16:00,97
PRL_24_09_26,Primary control Auction 16:00 bis 20:00,98
PRL_24_09_26,Primary control Auction 20:00 bis 24:00,101
PRL_24_09_27,Primary control Auction 00:00 bis 04:00,60
PRL_24_09_27,Primary control Auction 04:00 bis 08:00,61
PRL_24_09_27,Primary control Auction 08:00 bis 12:00,89
PRL_24_09_27,Primary control Auction 12:00 bis 16:00,86
PRL_24_09_27,Primary control Auction 16:00 bis 20:00,109
PRL_24_09_27,Primary control Auction 20:00 bis 24:00,83
PRL_24_09_28,Primary control Auction 00:00 bis 04:00,56
PRL_24_09_28,Primary control Auction 04:00 bis 08:00,58
PRL_24_09_28,Primary control Auction 08:00 bis 12:00,54
PRL_24_09_28,Primary control Auction 12:00 bis 16:00,70
PRL_24_09_28,Primary control Auction 16:00 bis 20:00,65
PRL_24_09_28,Primary control Auction 20:00 bis 24:00,71
PRL_24_09_29,Primary control Auction 00:00 bis 04:00,50
PRL_24_09_29,Primary control Auction 04:00 bis 08:00,60
PRL_24_09_29,Primary control Auction 08:00 bis 12:00,55
PRL_24_09_29,Primary control Auction 12:00 bis 16:00,59
PRL_24_09_29,Primary control Auction 16:00 bis 20:00,62
PRL_24_09_29,Primary control Auction 20:00 bis 24:00,81
PRL_24_09_30,Primary control Auction 00:00 bis 04:00,54
PRL_24_09_30,Primary control Auction 04:00 bis 08:00,56
PRL_24_09_30,Primary control Auction 08:00 bis 12:00,67
PRL_24_09_30,Primary control Auction 12:00 bis 16:00,67
PRL_24_09_30,Primary control Auction 16:00 bis 20:00,27
PRL_24_09_30,Primary control Auction 20:00 bis 24:00,50
PRL_24_10_01,Primary control Auction 00:00 bis 04:00,52
PRL_24_10_01,Primary control Auction 04:00 bis 08:00,60
PRL_24_10_01,Primary control Auction 08:00 bis 12:00,68
PRL_24_10_01,Primary control Auction 12:00 bis 16:00,63
PRL_24_10_01,Primary control Auction 16:00 bis 20:00,87
PRL_24_10_01,Primary control Auction 20:00 bis 24:00,48
PRL_24_10_02,Primary control Auction 00:00 bis 04:00,53
PRL_24_10_02,Primary control Auction 04:00 bis 08:00,62
PRL_24_10_02,Primary control Auction 08:00 bis 12:00,111
PRL_24_10_02,Primary control Auction 12:00 bis 16:00,87
PRL_24_10_02,Primary control Auction 16:00 bis 20:00,66
PRL_24_10_02,Primary control Auction 20:00 bis 24:00,35
PRL_24_10_03,Primary control Auction 00:00 bis 04:00,28
PRL_24_10_03,Primary control Auction 04:00 bis 08:00,20
PRL_24_10_03,Primary control Auction 08:00 bis 12:00,75
PRL_24_10_03,Primary control Auction 12:00 bis 16:00,29
PRL_24_10_03,Primary control Auction 16:00 bis 20:00,80
PRL_24_10_03,Primary control Auction 20:00 bis 24:00,33
PRL_24_10_04,Primary control Auction 00:00 bis 04:00,52
PRL_24_10_04,Primary control Auction 04:00 bis 08:00,64
PRL_24_10_04,Primary control Auction 08:00 bis 12:00,86
PRL_24_10_04,Primary control Auction 12:00 bis 16:00,61
PRL_24_10_04,Primary control Auction 16:00 bis 20:00,101
PRL_24_10_04,Primary control Auction 20:00 bis 24:00,66
PRL_24_10_05,Primary control Auction 00:00 bis 04:00,52
PRL_24_10_05,Primary control Auction 04:00 bis 08:00,72
PRL_24_10_05,Primary control Auction 08:00 bis 12:00,68
PRL_24_10_05,Primary control Auction 12:00 bis 16:00,56
PRL_24_10_05,Primary control Auction 16:00 bis 20:00,86
PRL_24_10_05,Primary control Auction 20:00 bis 24:00,71
PRL_24_10_06,Primary control Auction 00:00 bis 04:00,56
PRL_24_10_06,Primary control Auction 04:00 bis 08:00,52
PRL_24_10_06,Primary control Auction 08:00 bis 12:00,61
PRL_24_10_06,Primary control Auction 12:00 bis 16:00,67
PRL_24_10_06,Primary control Auction 16:00 bis 20:00,91
PRL_24_10_06,Primary control Auction 20:00 bis 24:00,70
PRL_24_10_07,Primary control Auction 00:00 bis 04:00,70
PRL_24_10_07,Primary control Auction 04:00 bis 08:00,51
PRL_24_10_07,Primary control Auction 08:00 bis 12:00,81
PRL_24_10_07,Primary control Auction 12:00 bis 16:00,52
PRL_24_10_07,Primary control Auction 16:00 bis 20:00,70
PRL_24_10_07,Primary control Auction 20:00 bis 24:00,66
PRL_24_10_08,Primary control Auction 00:00 bis 04:00,53
PRL_24_10_08,Primary control Auction 04:00 bis 08:00,69
PRL_24_10_08,Primary control Auction 08:00 bis 12:00,70
PRL_24_10_08,Primary control Auction 12:00 bis 16:00,106
PRL_24_10_08,Primary control Auction 16:00 bis 20:00,105
PRL_24_10_08,Primary control Auction 20:00 bis 24:00,84
PRL_24_10_09,Primary control Auction 00:00 bis 04:00,62
PRL_24_10_09,Primary control Auction 04:00 bis 08:00,62
PRL_24_10_09,Primary control Auction 08:00 bis 12:00,62
PRL_24_10_09,Primary control Auction 12:00 bis 16:00,62
PRL_24_10_09,Primary control Auction 16:00 bis 20:00,62
PRL_24_10_09,Primary control Auction 20:00 bis 24:00,62
PRL_24_10_10,Primary control Auction 00:00 bis 04:00,78
PRL_24_10_10,Primary control Auction 04:00 bis 08:00,83
PRL_24_10_10,Primary control Auction 08:00 bis 12:00,79
PRL_24_10_10,Primary control Auction 12:00 bis 16:00,66
PRL_24_10_10,Primary control Auction 16:00 bis 20:00,149
PRL_24_10_10,Primary control Auction 20:00 bis 24:00,68
PRL_24_10_11,Primary control Auction 00:00 bis 04:00,36
PRL_24_10_11,Primary control Auction 04:00 bis 08:00,69
PRL_24_10_11,Primary control Auction 08:00 bis 12:00,93
PRL_24_10_11,Primary control Auction 12:00 bis 16:00,103
PRL_24_10_11,Primary control Auction 16:00 bis 20:00,149
PRL_24_10_11,Primary control Auction 20:00 bis 24:00,89
PRL_24_10_12,Primary control Auction 00:00 bis 04:00,65
PRL_24_10_12,Primary control Auction 04:00 bis 08:00,64
PRL_24_10_12,Primary control Auction 08:00 bis 12:00,77
PRL_24_10_12,Primary control Auction 12:00 bis 16:00,85
PRL_24_10_12,Primary control Auction 16:00 bis 20:00,125
PRL_24_10_12,Primary control Auction 20:00 bis 24:00,70
PRL_24_10_13,Primary control Auction 00:00 bis 04:00,66
PRL_24_10_13,Primary control Auction 04:00 bis 08:00,73
PRL_24_10_13,Primary control Auction 08:00 bis 12:00,72
PRL_24_10_13,Primary control Auction 12:00 bis 16:00,78
PRL_24_10_13,Primary control Auction 16:00 bis 20:00,82
PRL_24_10_13,Primary control Auction 20:00 bis 24:00,89
PRL_24_10_14,Primary control Auction 00:00 bis 04:00,92
PRL_24_10_14,Primary control Auction 04:00 bis 08:00,102
PRL_24_10_14,Primary control Auction 08:00 bis 12:00,162
PRL_24_10_14,Primary control Auction 12:00 bis 16:00,141
PRL_24_10_14,Primary control Auction 16:00 bis 20:00,162
PRL_24_10_14,Primary control Auction 20:00 bis 24:00,116
PRL_24_10_15,Primary control Auction 00:00 bis 04:00,47
PRL_24_10_15,Primary control Auction 04:00 bis 08:00,108
PRL_24_10_15,Primary control Auction 08:00 bis 12:00,103
PRL_24_10_15,Primary control Auction 12:00 bis 16:00,79
PRL_24_10_15,Primary control Auction 16:00 bis 20:00,124
PRL_24_10_15,Primary control Auction 20:00 bis 24:00,95
PRL_24_10_16,Primary control Auction 00:00 bis 04:00,102
PRL_24_10_16,Primary control Auction 04:00 bis 08:00,110
PRL_24_10_16,Primary control Auction 08:00 bis 12:00,136
PRL_24_10_16,Primary control Auction 12:00 bis 16:00,118
PRL_24_10_16,Primary control Auction 16:00 bis 20:00,112
PRL_24_10_16,Primary control Auction 20:00 bis 24:00,94
PRL_24_10_17,Primary control Auction 00:00 bis 04:00,71
PRL_24_10_17,Primary control Auction 04:00 bis 08:00,80
PRL_24_10_17,Primary control Auction 08:00 bis 12:00,102
PRL_24_10_17,Primary control Auction 12:00 bis 16:00,92
PRL_24_10_17,Primary control Auction 16:00 bis 20:00,57
PRL_24_10_17,Primary control Auction 20:00 bis 24:00,84
PRL_24_10_18,Primary control Auction 00:00 bis 04:00,19
PRL_24_10_18,Primary control Auction 04:00 bis 08:00,62
PRL_24_10_18,Primary control Auction 08:00 bis 12:00,62
PRL_24_10_18,Primary control Auction 12:00 bis 16:00,34
PRL_24_10_18,Primary control Auction 16:00 bis 20:00,63
PRL_24_10_18,Primary control Auction 20:00 bis 24:00,47
PRL_24_10_19,Primary control Auction 00:00 bis 04:00,36
PRL_24_10_19,Primary control Auction 04:00 bis 08:00,28
PRL_24_10_19,Primary control Auction 08:00 bis 12:00,56
PRL_24_10_19,Primary control Auction 12:00 bis 16:00,70
PRL_24_10_19,Primary control Auction 16:00 bis 20:00,98
PRL_24_10_19,Primary control Auction 20:00 bis 24:00,54
PRL_24_10_20,Primary control Auction 00:00 bis 04:00,56
PRL_24_10_20,Primary control Auction 04:00 bis 08:00,57
PRL_24_10_20,Primary control Auction 08:00 bis 12:00,55
PRL_24_10_20,Primary control Auction 12:00 bis 16:00,60
PRL_24_10_20,Primary control Auction 16:00 bis 20:00,61
PRL_24_10_20,Primary control Auction 20:00 bis 24:00,55
PRL_24_10_21,Primary control Auction 00:00 bis 04:00,93
PRL_24_10_21,Primary control Auction 04:00 bis 08:00,105
PRL_24_10_21,Primary control Auction 08:00 bis 12:00,156
PRL_24_10_21,Primary control Auction 12:00 bis 16:00,58
PRL_24_10_21,Primary control Auction 16:00 bis 20:00,86
PRL_24_10_21,Primary control Auction 20:00 bis 24:00,70
PRL_24_10_22,Primary control Auction 00:00 bis 04:00,63
PRL_24_10_22,Primary control Auction 04:00 bis 08:00,110
PRL_24_10_22,Primary control Auction 08:00 bis 12:00,86
PRL_24_10_22,Primary control Auction 12:00 bis 16:00,56
PRL_24_10_22,Primary control Auction 16:00 bis 20:00,72
PRL_24_10_22,Primary control Auction 20:00 bis 24:00,66
PRL_24_10_23,Primary control Auction 00:00 bis 04:00,47
PRL_24_10_23,Primary control Auction 04:00 bis 08:00,110
PRL_24_10_23,Primary control Auction 08:00 bis 12:00,86
PRL_24_10_23,Primary control Auction 12:00 bis 16:00,84
PRL_24_10_23,Primary control Auction 16:00 bis 20:00,98
PRL_24_10_23,Primary control Auction 20:00 bis 24:00,60
PRL_24_10_24,Primary control Auction 00:00 bis 04:00,59
PRL_24_10_24,Primary control Auction 04:00 bis 08:00,89
PRL_24_10_24,Primary control Auction 08:00 bis 12:00,94
PRL_24_10_24,Primary control Auction 12:00 bis 16:00,63
PRL_24_10_24,Primary control Auction 16:00 bis 20:00,79
PRL_24_10_24,Primary control Auction 20:00 bis 24:00,91
PRL_24_10_25,Primary control Auction 00:00 bis 04:00,46
PRL_24_10_25,Primary control Auction 04:00 bis 08:00,62
PRL_24_10_25,Primary control Auction 08:00 bis 12:00,64
PRL_24_10_25,Primary control Auction 12:00 bis 16:00,77
PRL_24_10_25,Primary control Auction 16:00 bis 20:00,89
PRL_24_10_25,Primary control Auction 20:00 bis 24:00,54
PRL_24_10_26,Primary control Auction 00:00 bis 04:00,46
PRL_24_10_26,Primary control Auction 04:00 bis 08:00,55
PRL_24_10_26,Primary control Auction 08:00 bis 12:00,57
