Ausschreibung,Preis
PRL_36_01_01_1,17.88
PRL_36_01_01_2,16.26
PRL_36_01_01_3,10.71
PRL_36_01_01_4,12.08
PRL_36_01_01_5,11.27
PRL_36_01_01_6,12.45
PRL_36_01_02_1,14.64
PRL_36_01_02_2,15.26
PRL_36_01_02_3,10.44
PRL_36_01_02_4,9.22
PRL_36_01_02_5,9.34
PRL_36_01_02_6,8.88
PRL_36_01_03_1,14.7
PRL_36_01_03_2,13.65
PRL_36_01_03_3,8.78
PRL_36_01_03_4,9.34
PRL_36_01_03_5,10.5
PRL_36_01_03_6,8.66
PRL_36_01_04_1,21.12
PRL_36_01_04_2,16.76
PRL_36_01_04_3,8.75
PRL_36_01_04_4,8.41
PRL_36_01_04_5,8.72
PRL_36_01_04_6,7.72
PRL_36_01_05_1,12.68
PRL_36_01_05_2,10.15
PRL_36_01_05_3,7.79
PRL_36_01_05_4,6.67
PRL_36_01_05_5,8.47
PRL_36_01_05_6,6.29
PRL_36_01_06_1,10.84
PRL_36_01_06_2,8.73
PRL_36_01_06_3,5.98
PRL_36_01_06_4,5.66
PRL_36_01_06_5,6.4
PRL_36_01_06_6,5.86
PRL_36_01_07_1,8.56
PRL_36_01_07_2,9.03
PRL_36_01_07_3,6.05
PRL_36_01_07_4,5.31
PRL_36_01_07_5,6.78
PRL_36_01_07_6,5.54
PRL_36_01_08_1,7.84
PRL_36_01_08_2,10.46
PRL_36_01_08_3,6.3
PRL_36_01_08_4,5.77
PRL_36_01_08_5,6.23
PRL_36_01_08_6,5.36
PRL_36_01_09_1,6.3
PRL_36_01_09_2,7.19
PRL_36_01_09_3,5.65
PRL_36_01_09_4,5.17
PRL_36_01_09_5,8.24
PRL_36_01_09_6,5.29
PRL_36_01_10_1,5.76
PRL_36_01_10_2,8.51
PRL_36_01_10_3,8.65
PRL_36_01_10_4,6.0
PRL_36_01_10_5,8.85
PRL_36_01_10_6,4.53
PRL_36_01_11_1,5.11
PRL_36_01_11_2,5.73
PRL_36_01_11_3,5.47
PRL_36_01_11_4,4.36
PRL_36_01_11_5,8.6
PRL_36_01_11_6,4.24
PRL_36_01_12_1,4.17
PRL_36_01_12_2,5.17
PRL_36_01_12_3,6.17
PRL_36_01_12_4,4.02
PRL_36_01_12_5,8.45
PRL_36_01_12_6,3.99
PRL_36_01_13_1,6.51
PRL_36_01_13_2,6.86
PRL_36_01_13_3,5.5
PRL_36_01_13_4,6.24
PRL_36_01_13_5,5.34
PRL_36_01_13_6,5.35
PRL_36_01_14_1,4.59
PRL_36_01_14_2,4.93
PRL_36_01_14_3,5.61
PRL_36_01_14_4,4.24
PRL_36_01_14_5,4.93
PRL_36_01_14_6,4.78
PRL_36_01_15_1,5.67
PRL_36_01_15_2,5.14
PRL_36_01_15_3,4.99
PRL_36_01_15_4,4.22
PRL_36_01_15_5,5.84
PRL_36_01_15_6,4.23
PRL_36_01_16_1,5.49
PRL_36_01_16_2,5.42
PRL_36_01_16_3,5.71
PRL_36_01_16_4,4.53
PRL_36_01_16_5,6.45
PRL_36_01_16_6,3.84
PRL_36_01_17_1,4.52
PRL_36_01_17_2,6.21
PRL_36_01_17_3,5.34
PRL_36_01_17_4,4.04
PRL_36_01_17_5,6.93
PRL_36_01_17_6,3.73
PRL_36_01_18_1,4.25
PRL_36_01_18_2,4.75
PRL_36_01_18_3,4.96
PRL_36_01_18_4,3.54
PRL_36_01_18_5,7.51
PRL_36_01_18_6,3.82
PRL_36_01_19_1,4.68
PRL_36_01_19_2,5.92
PRL_36_01_19_3,6.23
PRL_36_01_19_4,3.86
PRL_36_01_19_5,7.15
PRL_36_01_19_6,3.74
PRL_36_01_20_1,4.98
PRL_36_01_20_2,4.84
PRL_36_01_20_3,4.05
PRL_36_01_20_4,3.95
PRL_36_01_20_5,4.09
PRL_36_01_20_6,4.34
PRL_36_01_21_1,6.18
PRL_36_01_21_2,6.05
PRL_36_01_21_3,5.88
PRL_36_01_21_4,4.97
PRL_36_01_21_5,5.31
PRL_36_01_21_6,4.62
PRL_36_01_22_1,6.2
PRL_36_01_22_2,6.29
PRL_36_01_22_3,5.87
PRL_36_01_22_4,5.01
PRL_36_01_22_5,6.76
PRL_36_01_22_6,4.89
PRL_36_01_23_1,7.79
PRL_36_01_23_2,8.24
PRL_36_01_23_3,5.87
PRL_36_01_23_4,5.6
PRL_36_01_23_5,6.12
PRL_36_01_23_6,5.79
PRL_36_01_36_1,9.29
PRL_36_01_36_2,8.4
PRL_36_01_36_3,6.16
PRL_36_01_36_4,5.87
PRL_36_01_36_5,7.19
PRL_36_01_36_6,6.23
PRL_36_01_25_1,13.44
PRL_36_01_25_2,10.22
PRL_36_01_25_3,4.99
PRL_36_01_25_4,4.96
