Ausschreibung,Preis
PRL_21_01_01_1,5.75
PRL_21_01_01_2,4.88
PRL_21_01_01_3,4.28
PRL_21_01_01_4,5.0
PRL_21_01_01_5,3.75
PRL_21_01_01_6,5.0
PRL_21_01_02_1,3.85
PRL_21_01_02_2,4.6
PRL_21_01_02_3,5.0
PRL_21_01_02_4,3.41
PRL_21_01_02_5,6.25
PRL_21_01_02_6,6.25
PRL_21_01_03_1,5.5
PRL_21_01_03_2,4.48
PRL_21_01_03_3,4.0
PRL_21_01_03_4,3.64
PRL_21_01_03_5,3.54
PRL_21_01_03_6,4.02
PRL_21_01_04_1,4.82
PRL_21_01_04_2,4.93
PRL_21_01_04_3,2.75
PRL_21_01_04_4,2.88
PRL_21_01_04_5,2.99
PRL_21_01_04_6,5.3
PRL_21_01_05_1,5.5
PRL_21_01_05_2,6.58
PRL_21_01_05_3,2.6
PRL_21_01_05_4,2.75
PRL_21_01_05_5,2.6
PRL_21_01_05_6,4.75
PRL_21_01_06_1,7.0
PRL_21_01_06_2,2.75
PRL_21_01_06_3,3.92
PRL_21_01_06_4,3.75
PRL_21_01_06_5,4.75
PRL_21_01_06_6,4.75
PRL_21_01_07_1,7.25
PRL_21_01_07_2,2.65
PRL_21_01_07_3,2.6
PRL_21_01_07_4,2.88
PRL_21_01_07_5,2.75
PRL_21_01_07_6,2.75
PRL_21_01_08_1,4.75
PRL_21_01_08_2,6.25
PRL_21_01_08_3,2.5
PRL_21_01_08_4,2.68
PRL_21_01_08_5,2.75
PRL_21_01_08_6,2.75
PRL_21_01_09_1,4.78
PRL_21_01_09_2,7.25
PRL_21_01_09_3,3.22
PRL_21_01_09_4,2.75
PRL_21_01_09_5,2.5
PRL_21_01_09_6,3.96
PRL_21_01_10_1,5.0
PRL_21_01_10_2,6.25
PRL_21_01_10_3,4.5
PRL_21_01_10_4,4.0
PRL_21_01_10_5,3.75
PRL_21_01_10_6,4.75
PRL_21_01_11_1,7.45
PRL_21_01_11_2,9.96
PRL_21_01_11_3,2.94
PRL_21_01_11_4,2.7
PRL_21_01_11_5,2.85
PRL_21_01_11_6,4.96
PRL_21_01_12_1,8.43
PRL_21_01_12_2,8.31
PRL_21_01_12_3,2.7
PRL_21_01_12_4,2.69
PRL_21_01_12_5,2.72
PRL_21_01_12_6,4.75
PRL_21_01_13_1,7.69
PRL_21_01_13_2,7.25
PRL_21_01_13_3,2.5
PRL_21_01_13_4,2.75
PRL_21_01_13_5,4.83
PRL_21_01_13_6,3.59
PRL_21_01_14_1,4.69
PRL_21_01_14_2,4.7
PRL_21_01_14_3,4.75
PRL_21_01_14_4,3.4
PRL_21_01_14_5,5.87
PRL_21_01_14_6,4.94
