Ausschreibung,Preis
PRL_34_01_01_1,18.82
PRL_34_01_01_2,17.11
PRL_34_01_01_3,11.28
PRL_34_01_01_4,12.72
PRL_34_01_01_5,11.87
PRL_34_01_01_6,13.11
PRL_34_01_02_1,15.41
PRL_34_01_02_2,16.06
PRL_34_01_02_3,10.99
PRL_34_01_02_4,9.7
PRL_34_01_02_5,9.84
PRL_34_01_02_6,9.35
PRL_34_01_03_1,15.47
PRL_34_01_03_2,14.37
PRL_34_01_03_3,9.24
PRL_34_01_03_4,9.84
PRL_34_01_03_5,11.05
PRL_34_01_03_6,9.11
PRL_34_01_04_1,22.23
PRL_34_01_04_2,17.64
PRL_34_01_04_3,9.21
PRL_34_01_04_4,8.85
PRL_34_01_04_5,9.18
PRL_34_01_04_6,8.13
PRL_34_01_05_1,13.34
PRL_34_01_05_2,10.69
PRL_34_01_05_3,8.2
PRL_34_01_05_4,7.02
PRL_34_01_05_5,8.92
PRL_34_01_05_6,6.62
PRL_34_01_06_1,11.41
PRL_34_01_06_2,9.19
PRL_34_01_06_3,6.29
PRL_34_01_06_4,5.96
PRL_34_01_06_5,6.74
PRL_34_01_06_6,6.16
PRL_34_01_07_1,9.01
PRL_34_01_07_2,9.51
PRL_34_01_07_3,6.37
PRL_34_01_07_4,5.59
PRL_34_01_07_5,7.13
PRL_34_01_07_6,5.84
PRL_34_01_08_1,8.25
PRL_34_01_08_2,11.02
PRL_34_01_08_3,6.64
PRL_34_01_08_4,6.07
PRL_34_01_08_5,6.56
PRL_34_01_08_6,5.64
PRL_34_01_09_1,6.64
PRL_34_01_09_2,7.57
PRL_34_01_09_3,5.95
PRL_34_01_09_4,5.44
PRL_34_01_09_5,8.67
PRL_34_01_09_6,5.57
PRL_34_01_10_1,6.06
PRL_34_01_10_2,8.96
PRL_34_01_10_3,9.1
PRL_34_01_10_4,6.31
PRL_34_01_10_5,9.31
PRL_34_01_10_6,4.77
PRL_34_01_11_1,5.38
PRL_34_01_11_2,6.03
PRL_34_01_11_3,5.76
PRL_34_01_11_4,4.59
PRL_34_01_11_5,9.05
PRL_34_01_11_6,4.46
PRL_34_01_12_1,4.39
PRL_34_01_12_2,5.44
PRL_34_01_12_3,6.5
PRL_34_01_12_4,4.24
PRL_34_01_12_5,8.9
PRL_34_01_12_6,4.2
PRL_34_01_13_1,6.85
PRL_34_01_13_2,7.23
PRL_34_01_13_3,5.79
PRL_34_01_13_4,6.56
PRL_34_01_13_5,5.63
PRL_34_01_13_6,5.63
PRL_34_01_14_1,4.83
PRL_34_01_14_2,5.19
PRL_34_01_14_3,5.9
PRL_34_01_14_4,4.46
PRL_34_01_14_5,5.19
PRL_34_01_14_6,5.03
PRL_34_01_15_1,5.97
PRL_34_01_15_2,5.41
PRL_34_01_15_3,5.25
PRL_34_01_15_4,4.45
PRL_34_01_15_5,6.15
PRL_34_01_15_6,4.45
PRL_34_01_16_1,5.78
PRL_34_01_16_2,5.7
PRL_34_01_16_3,6.01
PRL_34_01_16_4,4.77
PRL_34_01_16_5,6.79
PRL_34_01_16_6,4.05
PRL_34_01_17_1,4.76
PRL_34_01_17_2,6.54
PRL_34_01_17_3,5.62
PRL_34_01_17_4,4.25
PRL_34_01_17_5,7.3
PRL_34_01_17_6,3.93
PRL_34_01_18_1,4.48
PRL_34_01_18_2,5.0
PRL_34_01_18_3,5.22
PRL_34_01_18_4,3.72
PRL_34_01_18_5,7.9
PRL_34_01_18_6,4.03
PRL_34_01_19_1,4.93
PRL_34_01_19_2,6.23
PRL_34_01_19_3,6.56
PRL_34_01_19_4,4.07
PRL_34_01_19_5,7.53
PRL_34_01_19_6,3.94
PRL_34_01_20_1,5.25
PRL_34_01_20_2,5.09
PRL_34_01_20_3,4.26
PRL_34_01_20_4,4.16
PRL_34_01_20_5,4.3
PRL_34_01_20_6,4.56
PRL_34_01_21_1,6.5
PRL_34_01_21_2,6.37
PRL_34_01_21_3,6.19
PRL_34_01_21_4,5.23
PRL_34_01_21_5,5.59
PRL_34_01_21_6,4.87
PRL_34_01_22_1,6.52
PRL_34_01_22_2,6.62
PRL_34_01_22_3,6.18
PRL_34_01_22_4,5.27
PRL_34_01_22_5,7.12
PRL_34_01_22_6,5.15
PRL_34_01_23_1,8.2
PRL_34_01_23_2,8.67
PRL_34_01_23_3,6.18
PRL_34_01_23_4,5.89
PRL_34_01_23_5,6.44
PRL_34_01_23_6,6.09
PRL_34_01_34_1,9.78
PRL_34_01_34_2,8.84
PRL_34_01_34_3,6.48
