Ausschreibung,Preis
PRL_27_01_01_1,19.82
PRL_27_01_01_2,18.02
PRL_27_01_01_3,11.88
PRL_27_01_01_4,13.4
PRL_27_01_01_5,12.5
PRL_27_01_01_6,13.8
PRL_27_01_02_1,16.23
PRL_27_01_02_2,16.92
PRL_27_01_02_3,11.57
PRL_27_01_02_4,10.22
PRL_27_01_02_5,10.36
PRL_27_01_02_6,9.85
PRL_27_01_03_1,16.3
PRL_27_01_03_2,15.14
PRL_27_01_03_3,9.74
PRL_27_01_03_4,10.36
PRL_27_01_03_5,11.64
PRL_27_01_03_6,9.6
PRL_27_01_04_1,23.41
PRL_27_01_04_2,18.58
PRL_27_01_04_3,9.7
PRL_27_01_04_4,9.32
PRL_27_01_04_5,9.67
PRL_27_01_04_6,8.56
PRL_27_01_05_1,14.05
PRL_27_01_05_2,11.26
PRL_27_01_05_3,8.64
PRL_27_01_05_4,7.39
PRL_27_01_05_5,9.39
PRL_27_01_05_6,6.97
PRL_27_01_06_1,12.02
PRL_27_01_06_2,9.68
PRL_27_01_06_3,6.63
PRL_27_01_06_4,6.28
PRL_27_01_06_5,7.1
PRL_27_01_06_6,6.49
PRL_27_01_07_1,9.49
PRL_27_01_07_2,10.01
PRL_27_01_07_3,6.71
PRL_27_01_07_4,5.89
PRL_27_01_07_5,7.51
PRL_27_01_07_6,6.15
PRL_27_01_08_1,8.69
PRL_27_01_08_2,11.6
PRL_27_01_08_3,6.99
PRL_27_01_08_4,6.39
PRL_27_01_08_5,6.91
PRL_27_01_08_6,5.94
PRL_27_01_09_1,6.99
PRL_27_01_09_2,7.98
PRL_27_01_09_3,6.26
PRL_27_01_09_4,5.73
PRL_27_01_09_5,9.14
PRL_27_01_09_6,5.87
PRL_27_01_10_1,6.39
PRL_27_01_10_2,9.43
PRL_27_01_10_3,9.59
PRL_27_01_10_4,6.65
PRL_27_01_10_5,9.81
PRL_27_01_10_6,5.03
PRL_27_01_11_1,5.66
PRL_27_01_11_2,6.35
PRL_27_01_11_3,6.06
PRL_27_01_11_4,4.83
PRL_27_01_11_5,9.53
PRL_27_01_11_6,4.7
PRL_27_01_12_1,4.63
PRL_27_01_12_2,5.73
PRL_27_01_12_3,6.84
PRL_27_01_12_4,4.46
PRL_27_01_12_5,9.37
PRL_27_01_12_6,4.42
PRL_27_01_13_1,7.22
PRL_27_01_13_2,7.61
PRL_27_01_13_3,6.1
PRL_27_01_13_4,6.91
PRL_27_01_13_5,5.93
PRL_27_01_13_6,5.93
PRL_27_01_14_1,5.09
PRL_27_01_14_2,5.47
PRL_27_01_14_3,6.22
PRL_27_01_14_4,4.7
PRL_27_01_14_5,5.47
PRL_27_01_14_6,5.3
PRL_27_01_15_1,6.28
PRL_27_01_15_2,5.7
PRL_27_01_15_3,5.53
PRL_27_01_15_4,4.68
PRL_27_01_15_5,6.48
PRL_27_01_15_6,4.69
PRL_27_01_16_1,6.08
PRL_27_01_16_2,6.01
PRL_27_01_16_3,6.33
PRL_27_01_16_4,5.03
PRL_27_01_16_5,7.15
PRL_27_01_16_6,4.26
PRL_27_01_17_1,5.01
PRL_27_01_17_2,6.89
PRL_27_01_17_3,5.92
PRL_27_01_17_4,4.48
PRL_27_01_17_5,7.69
PRL_27_01_17_6,4.14
PRL_27_01_18_1,4.72
PRL_27_01_18_2,5.27
PRL_27_01_18_3,5.5
PRL_27_01_18_4,3.92
PRL_27_01_18_5,8.32
PRL_27_01_18_6,4.24
PRL_27_01_19_1,5.19
PRL_27_01_19_2,6.56
PRL_27_01_19_3,6.91
PRL_27_01_19_4,4.28
PRL_27_01_19_5,7.93
PRL_27_01_19_6,4.15
PRL_27_01_20_1,5.52
PRL_27_01_20_2,5.37
PRL_27_01_20_3,4.49
PRL_27_01_20_4,4.38
PRL_27_01_20_5,4.53
PRL_27_01_20_6,4.81
PRL_27_01_21_1,6.85
PRL_27_01_21_2,6.71
PRL_27_01_21_3,6.52
PRL_27_01_21_4,5.51
PRL_27_01_21_5,5.88
PRL_27_01_21_6,5.12
PRL_27_01_22_1,6.87
PRL_27_01_22_2,6.97
PRL_27_01_22_3,6.51
PRL_27_01_22_4,5.55
PRL_27_01_22_5,7.5
PRL_27_01_22_6,5.42
PRL_27_01_23_1,8.63
PRL_27_01_23_2,9.14
PRL_27_01_23_3,6.51
PRL_27_01_23_4,6.21
PRL_27_01_23_5,6.78
PRL_27_01_23_6,6.42
PRL_27_01_24_1,10.3
PRL_27_01_24_2,9.31
PRL_27_01_24_3,6.83
PRL_27_01_24_4,6.51
PRL_27_01_24_5,7.98
PRL_27_01_24_6,6.91
PRL_27_01_25_1,14.9
PRL_27_01_25_2,11.33
PRL_27_01_25_3,5.53
PRL_27_01_25_4,5.5
PRL_27_01_25_5,7.13
PRL_27_01_25_6,5.24
PRL_27_01_26_1,10.19
PRL_27_01_26_2,8.41
PRL_27_01_26_3,6.12
PRL_27_01_26_4,5.96
PRL_27_01_26_5,7.98
PRL_27_01_26_6,6.07
PRL_27_01_27_1,9.34
PRL_27_01_27_2,8.16
PRL_27_01_27_3,7.6
PRL_27_01_27_4,6.06
PRL_27_01_27_5,5.96
PRL_27_01_27_6,5.87
PRL_27_01_28_1,8.37
PRL_27_01_28_2,6.98
PRL_27_01_28_3,6.22
PRL_27_01_28_4,8.09
PRL_27_01_28_5,6.71
PRL_27_01_28_6,5.55
PRL_27_01_29_1,7.09
PRL_27_01_29_2,8.29
PRL_27_01_29_3,5.36
PRL_27_01_29_4,5.06
PRL_27_01_29_5,6.56
PRL_27_01_29_6,4.24
PRL_27_01_30_1,6.16
PRL_27_01_30_2,6.77
PRL_27_01_30_3,5.8
PRL_27_01_30_4,5.14
PRL_27_01_30_5,6.97
PRL_27_01_30_6,4.14
PRL_27_01_31_1,5.7
PRL_27_01_31_2,6.22
PRL_27_01_31_3,5.5
PRL_27_01_31_4,5.3
PRL_27_01_31_5,4.66
PRL_27_01_31_6,4.52
PRL_27_02_01_1,5.47
PRL_27_02_01_2,5.82
PRL_27_02_01_3,4.89
PRL_27_02_01_4,4.64
PRL_27_02_01_5,4.49
PRL_27_02_01_6,4.55
PRL_27_02_02_1,5.18
PRL_27_02_02_2,7.07
PRL_27_02_02_3,5.66
PRL_27_02_02_4,5.14
PRL_27_02_02_5,4.4
PRL_27_02_02_6,4.57
PRL_27_02_03_1,13.46
PRL_27_02_03_2,14.65
PRL_27_02_03_3,9.67
PRL_27_02_03_4,12.95
PRL_27_02_03_5,8.6
PRL_27_02_03_6,9.67
PRL_27_02_04_1,11.13
PRL_27_02_04_2,9.74
PRL_27_02_04_3,6.33
PRL_27_02_04_4,7.6
PRL_27_02_04_5,6.56
PRL_27_02_04_6,5.87
PRL_27_02_05_1,9.77
PRL_27_02_05_2,9.53
PRL_27_02_05_3,6.56
PRL_27_02_05_4,6.68
PRL_27_02_05_5,6.56
PRL_27_02_05_6,5.86
PRL_27_02_06_1,9.67
PRL_27_02_06_2,9.74
PRL_27_02_06_3,6.63
PRL_27_02_06_4,6.22
PRL_27_02_06_5,6.96
PRL_27_02_06_6,5.55
PRL_27_02_07_1,9.61
PRL_27_02_07_2,9.29
PRL_27_02_07_3,4.9
PRL_27_02_07_4,5.52
PRL_27_02_07_5,6.63
PRL_27_02_07_6,4.5
PRL_27_02_08_1,5.52
PRL_27_02_08_2,6.7
PRL_27_02_08_3,5.18
PRL_27_02_08_4,3.8
PRL_27_02_08_5,5.24
PRL_27_02_08_6,5.04
PRL_27_02_09_1,6.91
PRL_27_02_09_2,6.86
PRL_27_02_09_3,4.83
PRL_27_02_09_4,4.77
PRL_27_02_09_5,5.79
PRL_27_02_09_6,4.49
PRL_27_02_10_1,6.18
PRL_27_02_10_2,6.22
PRL_27_02_10_3,4.32
PRL_27_02_10_4,4.63
PRL_27_02_10_5,4.83
PRL_27_02_10_6,3.99
PRL_27_02_11_1,6.57
PRL_27_02_11_2,5.99
PRL_27_02_11_3,5.04
PRL_27_02_11_4,4.32
PRL_27_02_11_5,5.5
PRL_27_02_11_6,3.66
PRL_27_02_12_1,6.24
PRL_27_02_12_2,6.13
PRL_27_02_12_3,4.42
PRL_27_02_12_4,3.98
PRL_27_02_12_5,6.04
